Molecule	name_new	BA_suppl	BSH_strain	cult_plt	plate_location	0h	48h	baseline_chng	condition
GCDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P3	A7	1248084224	365621	0.000292945774552995	FT
GCDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P3	A8	969158400	44234	4.56416618319135e-05	FT
GCDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P3	A9	10449805	76674	0.00733736109550742	FT
GCDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P3	A10	290513	69439	0.239021183144358	FT
GCDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P3	B1	235738	103127	0.437462617555856	FT
GCDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P3	B2	261514	137418	0.525468902357417	FT
GCDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P3	B3	2893839	107151	0.0370272717220026	FT
GCDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P3	B4	147829	97559	0.659940472163972	FT
GCDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P3	B5	168059	66484	0.395596810662859	FT
GCDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P3	B6	1940974	245100	0.126276742358866	FT
GCDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P3	B7	2440676096	797836544	0.32689161211546	FT
GCDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P3	B8	810127104	241852624	0.298536640123898	FT
GCDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P3	B9	9401623	1011458	0.107583328156923	FT
GCDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P3	B10	537317	78817	0.14668594761389	FT
GCDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P3	C1	233615	67720	0.289877405657147	FA
GCDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P3	C2	498043	422085	0.847485362739035	FA
GCDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P3	C3	11757861	98960	0.00841649612829271	FA
GCDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P3	C4	182873	134339	0.734598685433687	FA
GCDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P3	C5	197053	57592	0.292265064398591	FA
GCDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P3	C6	7956460	401504	0.0504626365918214	FA
GCDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P3	C7	1699372928	636089984	0.374308648293173	FA
GCDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P3	C8	629490944	167350544	0.265850597739734	FA
GCDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P3	C9	3946549	794420	0.201294801788904	FA
GCDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P3	C10	289034	106748	0.369325514211082	FA
GCDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P3	D1	138753	99253	0.715316315205327	NA
GCDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P3	D2	1115343	396093	0.355130793728213	NA
GCDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P3	D3	549541	52558	0.0956396417380291	NA
GCDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P3	D4	194995	9919	0.050867710106874	NA
GCDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P3	D5	309100	14384	0.0465349513589409	NA
GCDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P3	D6	32704472	210057	0.00642288288822144	NA
GCDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P3	D7	1441476224	13892892	0.00963796125045351	NA
GCDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P3	D8	572396352	64968	0.000113501771385325	NA
GCDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P3	D9	2390728	11923	0.00498718173410704	NA
GCDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P3	D10	322702	39285	0.121737325032615	NA
GCDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P3	E1	120907	57128	0.472491481126145	NA
GCDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P3	E2	128767	31998	0.248493414512922	NA
GCDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P3	E3	149151	47803	0.320498551812916	NA
GCDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P3	E4	153691	27404	0.178304661270593	NA
GCDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P3	E5	237744	37853	0.159216807924457	NA
GCDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P3	E6	1028190	302759	0.29445793631728	NA
GCDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P3	E7	1777469824	319599808	0.179806038620093	NA
GCDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P3	E8	800893056	424714208	0.530300773977118	NA
GCDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P3	E9	6546207	2351426	0.359204290483895	NA
GCDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P3	E10	290283	57484	0.198026760000551	NA
GCDCA	TLCA-AZ-52	TLCA	AZ-52	P3	F1	99174	26028	0.262445172674565	NA
GCDCA	TDCA-AZ-52	TDCA	AZ-52	P3	F2	172217	84977	0.493426935628099	NA
GCDCA	TCDCA-AZ-52	TCDCA	AZ-52	P3	F3	277721	59474	0.214149401199761	NA
GCDCA	TUDCA-AZ-52	TUDCA	AZ-52	P3	F4	174359	7484	0.0429226886900665	NA
GCDCA	TCA-AZ-52	TCA	AZ-52	P3	F5	1423821	8256	0.0057984776186911	NA
GCDCA	GLCA-AZ-52	GLCA	AZ-52	P3	F6	3183597	266417	0.0836842465663064	NA
GCDCA	GDCA-AZ-52	GDCA	AZ-52	P3	F7	1742173568	378486240	0.217249444449585	NA
GCDCA	GCDCA-AZ-52	GCDCA	AZ-52	P3	F8	857613952	240458016	0.280380251695835	NA
GCDCA	GUDCA-AZ-52	GUDCA	AZ-52	P3	F9	13528307	1806919	0.1335657792534	NA
GCDCA	GCA-AZ-52	GCA	AZ-52	P3	F10	325734	32068	0.0984481250095937	NA
GCDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P3	G1	156846	15215	0.097005361913202	NA
GCDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P3	G2	122086	8130	0.0665918566268317	NA
GCDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P3	G3	130705	4385	0.0335485746637492	NA
GCDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P3	G4	92757	176	0.00189741046594364	NA
GCDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P3	G5	151657	4397	0.0289928655263817	NA
GCDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P3	G6	925405	380718	0.411406452951461	NA
GCDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P3	G7	836482688	320359488	0.382984002194934	NA
GCDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P3	G8	776167168	527078912	0.679079112144204	NA
GCDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P3	G9	7111930	3666548	0.515548871326226	NA
GCDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P3	G10	267720	57043	0.213068829116879	NA
GCDCA	TLCA-ctrl	TLCA	ctrl	P3	H1	145777	6208	0.0425853009370413	NA
GCDCA	TDCA-ctrl	TDCA	ctrl	P3	H2	200166	9239	0.0461564593564374	NA
GCDCA	TCDCA-ctrl	TCDCA	ctrl	P3	H3	139416	10348	0.0742233730463286	NA
GCDCA	TUDCA-ctrl	TUDCA	ctrl	P3	H4	167865	3964	0.0236140731297583	NA
GCDCA	TCA-ctrl	TCA	ctrl	P3	H5	109600	1734	0.0158210235308072	NA
GCDCA	GLCA-ctrl	GLCA	ctrl	P3	H6	794986	393097	0.494469720888518	NA
GCDCA	GDCA-ctrl	GDCA	ctrl	P3	H7	1333367168	357552640	0.26815767502972	NA
GCDCA	GCDCA-ctrl	GCDCA	ctrl	P3	H8	929781824	465669248	0.500837116277251	NA
GCDCA	GUDCA-ctrl	GUDCA	ctrl	P3	H9	6461918	6806346	1.05330103952092	NA
GCDCA	GCA-ctrl	GCA	ctrl	P3	H10	265454	64399	0.242598557194251	NA
GDCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P2	A1	63113	334084	5.29334220616662	FT
GDCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P2	A2	3077604	1658481	0.538886894192075	FT
GDCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P2	A3	175019	30784	0.175888469889156	FT
GDCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P2	A4	82083	0	0	FT
GDCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P2	A5	93244	0	0	FT
GDCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P2	A6	550860	42679	0.0774768952603288	FT
GDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P2	A7	557968512	933375	0.00167280944758257	FT
GDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P2	A8	22470220	4150	0.000184688882232177	FT
GDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P2	A9	183885	0	0	FT
GDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P2	A10	270653	2235	0.00825777561018865	FT
GDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P2	B1	116183	45219	0.389201611237348	FT
GDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P2	B2	179498	96846	0.539535039192419	FT
GDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P2	B3	362672	79511	0.219236061134962	FT
GDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P2	B4	206407	47946	0.232287508236115	FT
GDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P2	B5	192307	20384	0.105996630405391	FT
GDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P2	B6	1102786	125151	0.113486103844169	FT
GDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P2	B7	2150587648	1871752320	0.870344587383055	FT
GDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P2	B8	89442488	10948287	0.12240588474679	FT
GDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P2	B9	777258	366797	0.4719109074324	FT
GDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P2	B10	498547	231569	0.464486869870103	FT
GDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P2	C1	175749	0	0	FA
GDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P2	C2	178530	689576	3.86250007001585	FA
GDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P2	C3	119566	16264	0.136024153821707	FA
GDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P2	C4	164819	99415	0.603173158597258	FA
GDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P2	C5	181116	77886	0.430031416156407	FA
GDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P2	C6	676912	203713	0.300944139054797	FA
GDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P2	C7	1378888960	1431031296	1.03781474540356	FA
GDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P2	C8	43800148	5706436	0.130283483738834	FA
GDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P2	C9	629164	584858	0.929578091597594	FA
GDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P2	C10	650445	133128	0.204671871300615	FA
GDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P2	D1	482420	0	0	NA
GDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P2	D2	554623	1539224	2.77525675051927	NA
GDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P2	D3	246091	0	0	NA
GDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P2	D4	378943	0	0	NA
GDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P2	D5	368161	9234	0.025081350057855	NA
GDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P2	D6	843026	387018	0.459081381735105	NA
GDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P2	D7	2072293632	28446210	0.0137269205227539	NA
GDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P2	D8	60453796	0	0	NA
GDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P2	D9	690202	104893	0.151974129350351	NA
GDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P2	D10	1457544	7966	0.00546535441444347	NA
GDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P2	E1	727084	131435	0.180769786201063	NA
GDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P2	E2	910512	40502	0.0444826158440352	NA
GDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P2	E3	145319	175954	1.2108037434627	NA
GDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P2	E4	528997	103096	0.194889205630267	NA
GDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P2	E5	678646	71049	0.104692130076461	NA
GDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P2	E6	1108521	132884	0.11987493256787	NA
GDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P2	E7	2153579776	1894770176	0.87982353671591	NA
GDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P2	E8	97155240	3183817	0.0327704091640306	NA
GDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P2	E9	831711	423129	0.508744613520065	NA
GDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P2	E10	269223	423279	1.57221867292663	NA
GDCA	TLCA-AZ-52	TLCA	AZ-52	P2	F1	495544	183360	0.3700168501347	NA
GDCA	TDCA-AZ-52	TDCA	AZ-52	P2	F2	208416	714948	3.43037276229866	NA
GDCA	TCDCA-AZ-52	TCDCA	AZ-52	P2	F3	792450	80745	0.101892735323698	NA
GDCA	TUDCA-AZ-52	TUDCA	AZ-52	P2	F4	452830	271509	0.599581300750169	NA
GDCA	TCA-AZ-52	TCA	AZ-52	P2	F5	125349	4567	0.0364339848424412	NA
GDCA	GLCA-AZ-52	GLCA	AZ-52	P2	F6	1554817	127859	0.0822340621217403	NA
GDCA	GDCA-AZ-52	GDCA	AZ-52	P2	F7	1200777984	1944037632	1.61898174040891	NA
GDCA	GCDCA-AZ-52	GCDCA	AZ-52	P2	F8	91564976	848863	0.0092706079093975	NA
GDCA	GUDCA-AZ-52	GUDCA	AZ-52	P2	F9	345911	356391	1.03029383195726	NA
GDCA	GCA-AZ-52	GCA	AZ-52	P2	F10	191014	235799	1.23445279166558	NA
GDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P2	G1	188830	31408	0.166328621889414	NA
GDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P2	G2	375950	142215	0.378280680195025	NA
GDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P2	G3	206411	56574	0.274082902156851	NA
GDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P2	G4	61047	19977	0.327234307430219	NA
GDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P2	G5	273785	55172	0.20151505190185	NA
GDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P2	G6	974818	277707	0.284880577830346	NA
GDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P2	G7	1121063680	1977172480	1.76365759903696	NA
GDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P2	G8	87088448	8040044	0.092320440796919	NA
GDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P2	G9	1490512	376922	0.252880719591174	NA
GDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P2	G10	57922	280961	4.85059475510592	NA
GDCA	TLCA-ctrl	TLCA	ctrl	P2	H1	69147	201172	2.90929600277665	NA
GDCA	TDCA-ctrl	TDCA	ctrl	P2	H2	388740	60322	0.155172724255996	NA
GDCA	TCDCA-ctrl	TCDCA	ctrl	P2	H3	72992	191087	2.61788116668722	NA
GDCA	TUDCA-ctrl	TUDCA	ctrl	P2	H4	116783	170652	1.46126181668722	NA
GDCA	TCA-ctrl	TCA	ctrl	P2	H5	88681	11925	0.134469227126136	NA
GDCA	GLCA-ctrl	GLCA	ctrl	P2	H6	62946	284286	4.51627559693075	NA
GDCA	GDCA-ctrl	GDCA	ctrl	P2	H7	1898540032	1444217728	0.760699117688818	NA
GDCA	GCDCA-ctrl	GCDCA	ctrl	P2	H8	184789440	2455605	0.0132886651245403	NA
GDCA	GUDCA-ctrl	GUDCA	ctrl	P2	H9	2192380	188634	0.0860407018670569	NA
GDCA	GCA-ctrl	GCA	ctrl	P2	H10	138069	113171	0.819663938581879	NA
GDCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P3	A1	87430	98120	1.12225640791024	FT
GDCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P3	A2	2063622	156105	0.0756460845803715	FT
GDCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P3	A3	565787	120323	0.21266446089348	FT
GDCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P3	A4	56415	21698	0.384607203630176	FT
GDCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P3	A5	100504	76428	0.760439779115467	FT
GDCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P3	A6	655902	701646	1.06974049516468	FT
GDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P3	A7	1256537088	123295	9.81228497585558e-05	FT
GDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P3	A8	483548640	191172	0.000395352160652645	FT
GDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P3	A9	6517833	228515	0.0350599601033104	FT
GDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P3	A10	280995	135491	0.482181241014107	FT
GDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P3	B1	267392	130638	0.488561779852128	FT
GDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P3	B2	326818	110345	0.337633368928979	FT
GDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P3	B3	2646732	180510	0.0682010614595428	FT
GDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P3	B4	139109	85452	0.614276471856804	FT
GDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P3	B5	164949	115468	0.700018187329494	FT
GDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P3	B6	2170659	397573	0.183157657118112	FT
GDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P3	B7	2482332928	488001088	0.196589700881336	FT
GDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P3	B8	239862320	130635	0.000544624930899422	FT
GDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P3	B9	4612328	182237	0.0395108414859391	FT
GDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P3	B10	139997	205054	1.4646923527479	FT
GDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P3	C1	233620	100239	0.42906673629511	FA
GDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P3	C2	483831	970203	2.00524768928058	FA
GDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P3	C3	10483555	283272	0.0270206025512717	FA
GDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P3	C4	184782	641553	3.47192653003794	FA
GDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P3	C5	275843	408400	1.48054697582692	FA
GDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P3	C6	7557523	513445	0.0679382559684892	FA
GDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P3	C7	1696131328	588835136	0.34716364584054	FA
GDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P3	C8	216451440	425815	0.00196725417041691	FA
GDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P3	C9	1128930	322160	0.285367307656535	FA
GDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P3	C10	253517	162207	0.639824391167491	FA
GDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P3	D1	191252	281312	1.47088934552661	NA
GDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P3	D2	1082624	1015289	0.937803025054844	NA
GDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P3	D3	274949	247543	0.900320058192399	NA
GDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P3	D4	189720	43026	0.226785648399492	NA
GDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P3	D5	258823	151970	0.587155750625908	NA
GDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P3	D6	31869680	539077	0.0169150422308902	NA
GDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P3	D7	1445806848	18197414	0.0125863382184047	NA
GDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P3	D8	114900664	255567	0.00222424300155269	NA
GDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P3	D9	775606	78406	0.101089856074017	NA
GDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P3	D10	200340	220797	1.10210590942443	NA
GDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P3	E1	121628	302252	2.48503235248173	NA
GDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P3	E2	165809	182665	1.10165249381823	NA
GDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P3	E3	171851	84281	0.490427809976026	NA
GDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P3	E4	217437	144499	0.664552654089901	NA
GDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P3	E5	230592	171956	0.745712142172572	NA
GDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P3	E6	1202352	131145	0.109073624800703	NA
GDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P3	E7	1785392128	1191187712	0.667185484158702	NA
GDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P3	E8	198090256	116783	0.00058954439137307	NA
GDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P3	E9	1169026	497016	0.425153567881666	NA
GDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P3	E10	188037	196359	1.04425169380657	NA
GDCA	TLCA-AZ-52	TLCA	AZ-52	P3	F1	245294	48063	0.19593958295114	NA
GDCA	TDCA-AZ-52	TDCA	AZ-52	P3	F2	255583	375164	1.4678696632027	NA
GDCA	TCDCA-AZ-52	TCDCA	AZ-52	P3	F3	248631	76682	0.308415650439203	NA
GDCA	TUDCA-AZ-52	TUDCA	AZ-52	P3	F4	171682	154291	0.898697017177006	NA
GDCA	TCA-AZ-52	TCA	AZ-52	P3	F5	1316273	182819	0.138891294669651	NA
GDCA	GLCA-AZ-52	GLCA	AZ-52	P3	F6	3318142	243896	0.0735037640029378	NA
GDCA	GDCA-AZ-52	GDCA	AZ-52	P3	F7	1746263296	1269357568	0.726899299882611	NA
GDCA	GCDCA-AZ-52	GCDCA	AZ-52	P3	F8	181741392	93542	0.000514698376940469	NA
GDCA	GUDCA-AZ-52	GUDCA	AZ-52	P3	F9	3675569	286451	0.0779337626544998	NA
GDCA	GCA-AZ-52	GCA	AZ-52	P3	F10	292900	205167	0.700465344945903	NA
GDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P3	G1	204270	61684	0.301971400737256	NA
GDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P3	G2	116215	166605	1.43358057410339	NA
GDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P3	G3	104686	96977	0.926351887053789	NA
GDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P3	G4	89054	162027	1.81940373926225	NA
GDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P3	G5	123052	104884	0.85234817517655	NA
GDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P3	G6	1291650	293437	0.227179787729038	NA
GDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P3	G7	840919872	1563074816	1.85876784006031	NA
GDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P3	G8	203572400	1382587	0.0067916229960858	NA
GDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P3	G9	3589702	256057	0.0713309708351917	NA
GDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P3	G10	135026	184019	1.36283113747621	NA
GDCA	TLCA-ctrl	TLCA	ctrl	P3	H1	143705	49722	0.345998079412133	NA
GDCA	TDCA-ctrl	TDCA	ctrl	P3	H2	215307	83910	0.38972077210322	NA
GDCA	TCDCA-ctrl	TCDCA	ctrl	P3	H3	112145	108844	0.970556239188201	NA
GDCA	TUDCA-ctrl	TUDCA	ctrl	P3	H4	166571	75799	0.455052469802848	NA
GDCA	TCA-ctrl	TCA	ctrl	P3	H5	84754	71235	0.840481387528759	NA
GDCA	GLCA-ctrl	GLCA	ctrl	P3	H6	696469	101891	0.146296322885408	NA
GDCA	GDCA-ctrl	GDCA	ctrl	P3	H7	1338710528	1157432576	0.864587639319299	NA
GDCA	GCDCA-ctrl	GCDCA	ctrl	P3	H8	155211168	206860	0.00133276491204058	NA
GDCA	GUDCA-ctrl	GUDCA	ctrl	P3	H9	1233712	239264	0.193938136341272	NA
GDCA	GCA-ctrl	GCA	ctrl	P3	H10	145690	129046	0.885751350460907	NA
GLCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P2	A1	307714	684326	2.22389548770778	FT
GLCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P2	A2	0	353759	353759	FT
GLCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P2	A3	50088	347865	6.94493801034159	FT
GLCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P2	A4	0	344131	344131	FT
GLCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P2	A5	0	529606	529606	FT
GLCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P2	A6	680947712	59306768	0.0870944521404098	FT
GLCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P2	A7	260312	667416	2.56389807654631	FT
GLCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P2	A8	358247	235954	0.65863312565597	FT
