Molecule	name_new	BA_suppl	BSH_strain	cult_plt	plate_location	0h	48h	baseline_chng	condition
Ile_Leu_UDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P3	E8	0	0	NA	NA
Ile_Leu_UDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P3	E9	0	0	NA	NA
Ile_Leu_UDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P3	E10	0	0	NA	NA
Ile_Leu_UDCA	TLCA-AZ-52	TLCA	AZ-52	P3	F1	0	0	NA	NA
Ile_Leu_UDCA	TDCA-AZ-52	TDCA	AZ-52	P3	F2	0	0	NA	NA
Ile_Leu_UDCA	TCDCA-AZ-52	TCDCA	AZ-52	P3	F3	0	0	NA	NA
Ile_Leu_UDCA	TUDCA-AZ-52	TUDCA	AZ-52	P3	F4	0	2639091	2639091	NA
Ile_Leu_UDCA	TCA-AZ-52	TCA	AZ-52	P3	F5	0	0	NA	NA
Ile_Leu_UDCA	GLCA-AZ-52	GLCA	AZ-52	P3	F6	0	0	NA	NA
Ile_Leu_UDCA	GDCA-AZ-52	GDCA	AZ-52	P3	F7	0	0	NA	NA
Ile_Leu_UDCA	GCDCA-AZ-52	GCDCA	AZ-52	P3	F8	0	0	NA	NA
Ile_Leu_UDCA	GUDCA-AZ-52	GUDCA	AZ-52	P3	F9	0	769832	769832	NA
Ile_Leu_UDCA	GCA-AZ-52	GCA	AZ-52	P3	F10	0	0	NA	NA
Ile_Leu_UDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P3	G1	0	0	NA	NA
Ile_Leu_UDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P3	G2	0	0	NA	NA
Ile_Leu_UDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P3	G3	0	0	NA	NA
Ile_Leu_UDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P3	G4	0	0	NA	NA
Ile_Leu_UDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P3	G5	0	0	NA	NA
Ile_Leu_UDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P3	G6	0	0	NA	NA
Ile_Leu_UDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P3	G7	0	0	NA	NA
Ile_Leu_UDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P3	G8	0	0	NA	NA
Ile_Leu_UDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P3	G9	0	0	NA	NA
Ile_Leu_UDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P3	G10	0	0	NA	NA
Ile_Leu_UDCA	TLCA-ctrl	TLCA	ctrl	P3	H1	0	0	NA	NA
Ile_Leu_UDCA	TDCA-ctrl	TDCA	ctrl	P3	H2	0	0	NA	NA
Ile_Leu_UDCA	TCDCA-ctrl	TCDCA	ctrl	P3	H3	0	0	NA	NA
Ile_Leu_UDCA	TUDCA-ctrl	TUDCA	ctrl	P3	H4	0	0	NA	NA
Ile_Leu_UDCA	TCA-ctrl	TCA	ctrl	P3	H5	0	0	NA	NA
Ile_Leu_UDCA	GLCA-ctrl	GLCA	ctrl	P3	H6	0	0	NA	NA
Ile_Leu_UDCA	GDCA-ctrl	GDCA	ctrl	P3	H7	0	0	NA	NA
Ile_Leu_UDCA	GCDCA-ctrl	GCDCA	ctrl	P3	H8	0	0	NA	NA
Ile_Leu_UDCA	GUDCA-ctrl	GUDCA	ctrl	P3	H9	0	0	NA	NA
Ile_Leu_UDCA	GCA-ctrl	GCA	ctrl	P3	H10	0	0	NA	NA
Trp-UDCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P2	A1	0	1547900	1547900	FT
Trp-UDCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P2	A2	20188	587802	29.1149635940364	FT
Trp-UDCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P2	A3	9508	311621	32.7711641602692	FT
Trp-UDCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P2	A4	0	283167	283167	FT
Trp-UDCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P2	A5	0	504397	504397	FT
Trp-UDCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P2	A6	15633	1116649	71.4243955481643	FT
Trp-UDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P2	A7	0	914446	914446	FT
Trp-UDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P2	A8	0	289370	289370	FT
Trp-UDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P2	A9	15204	238573	15.6904307793489	FT
Trp-UDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P2	A10	0	544727	544727	FT
Trp-UDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P2	B1	0	344618	344618	FT
Trp-UDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P2	B2	27500	0	0	FT
Trp-UDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P2	B3	87975	206049	2.34210466490861	FT
Trp-UDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P2	B4	78942	487001	6.16902068581128	FT
Trp-UDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P2	B5	42450	266036	6.26689595062543	FT
Trp-UDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P2	B6	112880	1314796	11.64762891895	FT
Trp-UDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P2	B7	505457	359519	0.711273735898927	FT
Trp-UDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P2	B8	0	397955	397955	FT
Trp-UDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P2	B9	99686	483808	4.85327073740809	FT
Trp-UDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P2	B10	67504	474546	7.02979038589734	FT
Trp-UDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P2	C1	0	900411	900411	FA
Trp-UDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P2	C2	78647	63160	0.803071915369749	FA
Trp-UDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P2	C3	105391	0	0	FA
Trp-UDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P2	C4	121849	0	0	FA
Trp-UDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P2	C5	26195	218784	8.3518094365552	FA
Trp-UDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P2	C6	0	1793075	1793075	FA
Trp-UDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P2	C7	513747	0	0	FA
Trp-UDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P2	C8	3769	847007	224.670291777188	FA
Trp-UDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P2	C9	120380	1838102	15.2690374726909	FA
Trp-UDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P2	C10	172713	2279690	13.1992195189736	FA
Trp-UDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P2	D1	0	437471	437471	NA
Trp-UDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P2	D2	61921	399207	6.44693323859048	NA
Trp-UDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P2	D3	17160	76750	4.47235009614824	NA
Trp-UDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P2	D4	178159	0	0	NA
Trp-UDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P2	D5	145022	86064	0.593450694027844	NA
Trp-UDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P2	D6	151363	0	0	NA
Trp-UDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P2	D7	30504	0	0	NA
Trp-UDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P2	D8	56687	0	0	NA
Trp-UDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P2	D9	413946	0	0	NA
Trp-UDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P2	D10	92362	724234	7.84117016554248	NA
Trp-UDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P2	E1	0	133584	133584	NA
Trp-UDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P2	E2	142897	996231	6.97162311578888	NA
Trp-UDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P2	E3	162268	139004	0.856626958938553	NA
Trp-UDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P2	E4	188960	447298	2.36714454305386	NA
Trp-UDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P2	E5	51057	0	0	NA
Trp-UDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P2	E6	156291	0	0	NA
Trp-UDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P2	E7	93175	98635	1.05858804842449	NA
Trp-UDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P2	E8	1311	532304	405.719512195122	NA
Trp-UDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P2	E9	61278	351003	5.72794921588146	NA
Trp-UDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P2	E10	104892	115277	1.09899611985547	NA
Trp-UDCA	TLCA-AZ-52	TLCA	AZ-52	P2	F1	0	583306	583306	NA
Trp-UDCA	TDCA-AZ-52	TDCA	AZ-52	P2	F2	0	858097	858097	NA
Trp-UDCA	TCDCA-AZ-52	TCDCA	AZ-52	P2	F3	0	94505	94505	NA
Trp-UDCA	TUDCA-AZ-52	TUDCA	AZ-52	P2	F4	260	558499	2139.84291187739	NA
Trp-UDCA	TCA-AZ-52	TCA	AZ-52	P2	F5	158244	185580	1.17273847514929	NA
Trp-UDCA	GLCA-AZ-52	GLCA	AZ-52	P2	F6	51181	758356	14.8168496737134	NA
Trp-UDCA	GDCA-AZ-52	GDCA	AZ-52	P2	F7	337936	528430	1.56369382458861	NA
Trp-UDCA	GCDCA-AZ-52	GCDCA	AZ-52	P2	F8	0	146041	146041	NA
Trp-UDCA	GUDCA-AZ-52	GUDCA	AZ-52	P2	F9	136733	212771	1.55609431450846	NA
Trp-UDCA	GCA-AZ-52	GCA	AZ-52	P2	F10	152569	344293	2.25662318935571	NA
Trp-UDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P2	G1	0	372214	372214	NA
Trp-UDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P2	G2	0	145937	145937	NA
Trp-UDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P2	G3	69640	251155	3.60642437644491	NA
Trp-UDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P2	G4	74486	172057	2.30989300146334	NA
Trp-UDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P2	G5	121050	536119	4.42886882388415	NA
Trp-UDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P2	G6	55686	450866	8.09643184226121	NA
Trp-UDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P2	G7	12693	704407	55.4913344887348	NA
Trp-UDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P2	G8	0	1122143	1122143	NA
Trp-UDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P2	G9	56109	637199	11.3562466583497	NA
Trp-UDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P2	G10	57636	1114048	19.3286951090445	NA
Trp-UDCA	TLCA-ctrl	TLCA	ctrl	P2	H1	0	110336	110336	NA
Trp-UDCA	TDCA-ctrl	TDCA	ctrl	P2	H2	0	0	NA	NA
Trp-UDCA	TCDCA-ctrl	TCDCA	ctrl	P2	H3	0	136029	136029	NA
Trp-UDCA	TUDCA-ctrl	TUDCA	ctrl	P2	H4	0	0	NA	NA
Trp-UDCA	TCA-ctrl	TCA	ctrl	P2	H5	0	111343	111343	NA
Trp-UDCA	GLCA-ctrl	GLCA	ctrl	P2	H6	0	14387	14387	NA
Trp-UDCA	GDCA-ctrl	GDCA	ctrl	P2	H7	0	0	NA	NA
Trp-UDCA	GCDCA-ctrl	GCDCA	ctrl	P2	H8	0	694136	694136	NA
Trp-UDCA	GUDCA-ctrl	GUDCA	ctrl	P2	H9	0	33216	33216	NA
Trp-UDCA	GCA-ctrl	GCA	ctrl	P2	H10	0	33869	33869	NA
Trp-UDCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P3	A1	385113	47742	0.123968487253125	FT
Trp-UDCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P3	A2	0	177890	177890	FT
Trp-UDCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P3	A3	346	0	0	FT
Trp-UDCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P3	A4	0	39815	39815	FT
Trp-UDCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P3	A5	0	66509	66509	FT
Trp-UDCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P3	A6	0	496259	496259	FT
Trp-UDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P3	A7	0	441005	441005	FT
Trp-UDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P3	A8	0	330017	330017	FT
Trp-UDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P3	A9	1252	95321	76.074221867518	FT
Trp-UDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P3	A10	0	89161	89161	FT
Trp-UDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P3	B1	0	62101	62101	FT
Trp-UDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P3	B2	128491	93863	0.730496840270211	FT
Trp-UDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P3	B3	0	103075	103075	FT
Trp-UDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P3	B4	0	0	NA	FT
Trp-UDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P3	B5	4807	148940	30.977537437604	FT
Trp-UDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P3	B6	0	290602	290602	FT
Trp-UDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P3	B7	15866	37770	2.38041217621479	FT
Trp-UDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P3	B8	0	80951	80951	FT
Trp-UDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P3	B9	0	99531	99531	FT
Trp-UDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P3	B10	0	56534	56534	FT
Trp-UDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P3	C1	779	0	0	FA
Trp-UDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P3	C2	0	572801	572801	FA
Trp-UDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P3	C3	5892	158916	26.9669098930935	FA
Trp-UDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P3	C4	0	831283	831283	FA
Trp-UDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P3	C5	0	378497	378497	FA
Trp-UDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P3	C6	0	383230	383230	FA
Trp-UDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P3	C7	0	1841294	1841294	FA
Trp-UDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P3	C8	27671	482018	17.4189794738364	FA
Trp-UDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P3	C9	0	174418	174418	FA
Trp-UDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P3	C10	16888	83899	4.96767126532062	FA
Trp-UDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P3	D1	31160	101854	3.26863707839928	NA
Trp-UDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P3	D2	7596	500676	65.9044359615638	NA
Trp-UDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P3	D3	0	698616	698616	NA
Trp-UDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P3	D4	0	0	NA	NA
Trp-UDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P3	D5	0	58111	58111	NA
Trp-UDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P3	D6	68611	1058719	15.4305223576051	NA
Trp-UDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P3	D7	169640	211485	1.24666206872159	NA
Trp-UDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P3	D8	0	371996	371996	NA
Trp-UDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P3	D9	8169	630845	77.2148102815177	NA
Trp-UDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P3	D10	0	351115	351115	NA
Trp-UDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P3	E1	0	342891	342891	NA
Trp-UDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P3	E2	13303	232623	17.4851924233313	NA
Trp-UDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P3	E3	0	78906	78906	NA
Trp-UDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P3	E4	0	115650	115650	NA
Trp-UDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P3	E5	0	327963	327963	NA
Trp-UDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P3	E6	4875	397998	81.623872026251	NA
Trp-UDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P3	E7	0	255434	255434	NA
Trp-UDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P3	E8	0	487012	487012	NA
Trp-UDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P3	E9	0	298017	298017	NA
Trp-UDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P3	E10	0	94747	94747	NA
Trp-UDCA	TLCA-AZ-52	TLCA	AZ-52	P3	F1	0	29493	29493	NA
Trp-UDCA	TDCA-AZ-52	TDCA	AZ-52	P3	F2	18842	0	0	NA
Trp-UDCA	TCDCA-AZ-52	TCDCA	AZ-52	P3	F3	41191	0	0	NA
Trp-UDCA	TUDCA-AZ-52	TUDCA	AZ-52	P3	F4	0	1096878	1096878	NA
Trp-UDCA	TCA-AZ-52	TCA	AZ-52	P3	F5	0	416515	416515	NA
Trp-UDCA	GLCA-AZ-52	GLCA	AZ-52	P3	F6	6656	513673	77.1628361123629	NA
Trp-UDCA	GDCA-AZ-52	GDCA	AZ-52	P3	F7	0	921982	921982	NA
Trp-UDCA	GCDCA-AZ-52	GCDCA	AZ-52	P3	F8	0	248392	248392	NA
Trp-UDCA	GUDCA-AZ-52	GUDCA	AZ-52	P3	F9	0	247006	247006	NA
Trp-UDCA	GCA-AZ-52	GCA	AZ-52	P3	F10	0	20438	20438	NA
Trp-UDCA	TLCA-EcAZ-1-cat	TLCA	EcAZ-1-cat	P3	G1	0	0	NA	NA
Trp-UDCA	TDCA-EcAZ-1-cat	TDCA	EcAZ-1-cat	P3	G2	0	44716	44716	NA
Trp-UDCA	TCDCA-EcAZ-1-cat	TCDCA	EcAZ-1-cat	P3	G3	0	780058	780058	NA
Trp-UDCA	TUDCA-EcAZ-1-cat	TUDCA	EcAZ-1-cat	P3	G4	0	0	NA	NA
Trp-UDCA	TCA-EcAZ-1-cat	TCA	EcAZ-1-cat	P3	G5	0	183564	183564	NA
Trp-UDCA	GLCA-EcAZ-1-cat	GLCA	EcAZ-1-cat	P3	G6	0	671830	671830	NA
Trp-UDCA	GDCA-EcAZ-1-cat	GDCA	EcAZ-1-cat	P3	G7	0	294893	294893	NA
Trp-UDCA	GCDCA-EcAZ-1-cat	GCDCA	EcAZ-1-cat	P3	G8	0	1070948	1070948	NA
Trp-UDCA	GUDCA-EcAZ-1-cat	GUDCA	EcAZ-1-cat	P3	G9	0	255025	255025	NA
Trp-UDCA	GCA-EcAZ-1-cat	GCA	EcAZ-1-cat	P3	G10	0	194695	194695	NA
Trp-UDCA	TLCA-ctrl	TLCA	ctrl	P3	H1	22734	0	0	NA
Trp-UDCA	TDCA-ctrl	TDCA	ctrl	P3	H2	0	95840	95840	NA
Trp-UDCA	TCDCA-ctrl	TCDCA	ctrl	P3	H3	13156	141378	10.745458691191	NA
Trp-UDCA	TUDCA-ctrl	TUDCA	ctrl	P3	H4	0	0	NA	NA
Trp-UDCA	TCA-ctrl	TCA	ctrl	P3	H5	0	70316	70316	NA
Trp-UDCA	GLCA-ctrl	GLCA	ctrl	P3	H6	0	25743	25743	NA
Trp-UDCA	GDCA-ctrl	GDCA	ctrl	P3	H7	0	0	NA	NA
Trp-UDCA	GCDCA-ctrl	GCDCA	ctrl	P3	H8	9605	263085	27.3875702685821	NA
Trp-UDCA	GUDCA-ctrl	GUDCA	ctrl	P3	H9	0	0	NA	NA
Trp-UDCA	GCA-ctrl	GCA	ctrl	P3	H10	19945	810	0.0406096460443197	NA
Tyr-UDCA	TLCA-Dny-BSH1	TLCA	Dny-BSH1	P2	A1	0	6608	6608	FT
Tyr-UDCA	TDCA-Dny-BSH1	TDCA	Dny-BSH1	P2	A2	0	0	NA	FT
Tyr-UDCA	TCDCA-Dny-BSH1	TCDCA	Dny-BSH1	P2	A3	19225	0	0	FT
Tyr-UDCA	TUDCA-Dny-BSH1	TUDCA	Dny-BSH1	P2	A4	0	30232	30232	FT
Tyr-UDCA	TCA-Dny-BSH1	TCA	Dny-BSH1	P2	A5	22963	15521	0.67588399233583	FT
Tyr-UDCA	GLCA-Dny-BSH1	GLCA	Dny-BSH1	P2	A6	0	2035	2035	FT
Tyr-UDCA	GDCA-Dny-BSH1	GDCA	Dny-BSH1	P2	A7	0	0	NA	FT
Tyr-UDCA	GCDCA-Dny-BSH1	GCDCA	Dny-BSH1	P2	A8	6147	0	0	FT
Tyr-UDCA	GUDCA-Dny-BSH1	GUDCA	Dny-BSH1	P2	A9	0	0	NA	FT
Tyr-UDCA	GCA-Dny-BSH1	GCA	Dny-BSH1	P2	A10	633	97466	153.731861198738	FT
Tyr-UDCA	TLCA-Dny-BSH2	TLCA	Dny-BSH2	P2	B1	0	0	NA	FT
Tyr-UDCA	TDCA-Dny-BSH2	TDCA	Dny-BSH2	P2	B2	23932	30820	1.2877616679898	FT
Tyr-UDCA	TCDCA-Dny-BSH2	TCDCA	Dny-BSH2	P2	B3	0	0	NA	FT
Tyr-UDCA	TUDCA-Dny-BSH2	TUDCA	Dny-BSH2	P2	B4	0	0	NA	FT
Tyr-UDCA	TCA-Dny-BSH2	TCA	Dny-BSH2	P2	B5	0	0	NA	FT
Tyr-UDCA	GLCA-Dny-BSH2	GLCA	Dny-BSH2	P2	B6	0	31511	31511	FT
Tyr-UDCA	GDCA-Dny-BSH2	GDCA	Dny-BSH2	P2	B7	0	4484	4484	FT
Tyr-UDCA	GCDCA-Dny-BSH2	GCDCA	Dny-BSH2	P2	B8	0	14133	14133	FT
Tyr-UDCA	GUDCA-Dny-BSH2	GUDCA	Dny-BSH2	P2	B9	4862	0	0	FT
Tyr-UDCA	GCA-Dny-BSH2	GCA	Dny-BSH2	P2	B10	0	0	NA	FT
Tyr-UDCA	TLCA-Lgasseri-BSH	TLCA	Lgasseri-BSH	P2	C1	0	2391	2391	FA
Tyr-UDCA	TDCA-Lgasseri-BSH	TDCA	Lgasseri-BSH	P2	C2	0	0	NA	FA
Tyr-UDCA	TCDCA-Lgasseri-BSH	TCDCA	Lgasseri-BSH	P2	C3	0	0	NA	FA
Tyr-UDCA	TUDCA-Lgasseri-BSH	TUDCA	Lgasseri-BSH	P2	C4	0	35148	35148	FA
Tyr-UDCA	TCA-Lgasseri-BSH	TCA	Lgasseri-BSH	P2	C5	0	15077	15077	FA
Tyr-UDCA	GLCA-Lgasseri-BSH	GLCA	Lgasseri-BSH	P2	C6	0	20938	20938	FA
Tyr-UDCA	GDCA-Lgasseri-BSH	GDCA	Lgasseri-BSH	P2	C7	0	0	NA	FA
Tyr-UDCA	GCDCA-Lgasseri-BSH	GCDCA	Lgasseri-BSH	P2	C8	0	17643	17643	FA
Tyr-UDCA	GUDCA-Lgasseri-BSH	GUDCA	Lgasseri-BSH	P2	C9	0	26472	26472	FA
Tyr-UDCA	GCA-Lgasseri-BSH	GCA	Lgasseri-BSH	P2	C10	87721	3478	0.0396479788422517	FA
Tyr-UDCA	TLCA-LCAG-95-BSH1208	TLCA	LCAG-95-BSH1208	P2	D1	0	0	NA	NA
Tyr-UDCA	TDCA-LCAG-95-BSH1208	TDCA	LCAG-95-BSH1208	P2	D2	0	0	NA	NA
Tyr-UDCA	TCDCA-LCAG-95-BSH1208	TCDCA	LCAG-95-BSH1208	P2	D3	100090	0	0	NA
Tyr-UDCA	TUDCA-LCAG-95-BSH1208	TUDCA	LCAG-95-BSH1208	P2	D4	160636	0	0	NA
Tyr-UDCA	TCA-LCAG-95-BSH1208	TCA	LCAG-95-BSH1208	P2	D5	0	0	NA	NA
Tyr-UDCA	GLCA-LCAG-95-BSH1208	GLCA	LCAG-95-BSH1208	P2	D6	70022	0	0	NA
Tyr-UDCA	GDCA-LCAG-95-BSH1208	GDCA	LCAG-95-BSH1208	P2	D7	0	0	NA	NA
Tyr-UDCA	GCDCA-LCAG-95-BSH1208	GCDCA	LCAG-95-BSH1208	P2	D8	2678	0	0	NA
Tyr-UDCA	GUDCA-LCAG-95-BSH1208	GUDCA	LCAG-95-BSH1208	P2	D9	2051	0	0	NA
Tyr-UDCA	GCA-LCAG-95-BSH1208	GCA	LCAG-95-BSH1208	P2	D10	0	5463	5463	NA
Tyr-UDCA	TLCA-Ep-BSH101	TLCA	Ep-BSH101	P2	E1	0	0	NA	NA
Tyr-UDCA	TDCA-Ep-BSH101	TDCA	Ep-BSH101	P2	E2	0	23181	23181	NA
Tyr-UDCA	TCDCA-Ep-BSH101	TCDCA	Ep-BSH101	P2	E3	28815	0	0	NA
Tyr-UDCA	TUDCA-Ep-BSH101	TUDCA	Ep-BSH101	P2	E4	0	0	NA	NA
Tyr-UDCA	TCA-Ep-BSH101	TCA	Ep-BSH101	P2	E5	0	0	NA	NA
Tyr-UDCA	GLCA-Ep-BSH101	GLCA	Ep-BSH101	P2	E6	0	0	NA	NA
Tyr-UDCA	GDCA-Ep-BSH101	GDCA	Ep-BSH101	P2	E7	0	0	NA	NA
Tyr-UDCA	GCDCA-Ep-BSH101	GCDCA	Ep-BSH101	P2	E8	0	0	NA	NA
Tyr-UDCA	GUDCA-Ep-BSH101	GUDCA	Ep-BSH101	P2	E9	0	0	NA	NA
Tyr-UDCA	GCA-Ep-BSH101	GCA	Ep-BSH101	P2	E10	71789	149	0.00207549798022009	NA
Tyr-UDCA	TLCA-AZ-52	TLCA	AZ-52	P2	F1	0	0	NA	NA
Tyr-UDCA	TDCA-AZ-52	TDCA	AZ-52	P2	F2	0	2213	2213	NA
Tyr-UDCA	TCDCA-AZ-52	TCDCA	AZ-52	P2	F3	0	0	NA	NA
