name	ratio	min	max	phase
Enterococcus casseliflavus ATCC 12755-F0EMQ9	-2.60565511563199	-10.5428	4.06796	dark
Faecalicoccus pleomorphus-A0A3E3E3J4	-2.627068040555	-9.45213	4.32619	dark
Lactobacillus johnsonii (strain FI9785)-D0R2U6	-4.66413487384751	-10.0349	0.224046	dark
Blautia producta-A0A7G5MZB0	1.74822158077	-0.129299	4.00874	dark
Flavonifractor plautii DSM 6740-A0A4R2LR43	0.365900956471999	-1.0204	1.94771	dark
Staphylococcus lugdunensis-A0A133Q044	0.18486319824405	-3.47923	4.4506	dark
Floccifex porci-A0A7X2T3J2	2.291229663605	-0.869047	5.61459	dark
Blautia producta-A0A4P6M3P6	-0.3355605606615	-1.87802	1.11539	dark
Lachnospira pectinoschiza-A0A174YG41	0.453021886625001	-0.710744	1.68564	dark
Clostridium carnis-A0A3P6KBF8	-0.713343607153999	-3.5311	1.2884	dark
Clostridium sp. CAG:43-R7B0G8	1.55308843863	0.00336032	3.14656	dark
Pseudomonas deceptionensis-A0A0J6GF61	-3.54229253669	-10.5295	2.96281	dark
Enterococcus canis-A0A1L8RIP6	-2.45688945008	-9.38165	4.03267	dark
Enterococcus raffinosus ATCC 49464-R2PCI7	-2.731540517615	-9.83026	3.71704	dark
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RH30	-2.5577259272	-10.1842	3.55314	dark
Lactiplantibacillus plantarum 16-A0A806IYD4	-2.579682454471	-9.84605	3.826	dark
Enterocloster clostridioformis-A0A8B2XLX2	-0.222422322222	-1.73254	1.06899	dark
Blautia obeum-A0A395XE29	1.28164642358	-0.148774	2.74761	dark
Streptococcus equinus ATCC 9812-E8JMJ8	-2.7202027949865	-9.31417	3.88062	dark
Ligilactobacillus salivarius-J7H3P9	-2.571418095735	-9.94325	4.86487	dark
Eisenbergiella tayi-A0A1E3UP10	-0.3913459824035	-1.61536	1.05779	dark
Enterococcus villorum-A0A1V8YNW3	-2.488629058875	-8.93995	3.77684	dark
Enterococcus durans-A0A5N0YTI1	-4.40509719831901	-10.1068	0.380555	dark
Lactobacillus porci-A0A6A8MGB7	-2.6721601678855	-10.4993	4.11698	dark
Proteiniclasticum ruminis-A0A1I5B965	-2.63244075962	-9.55257	3.97277	dark
Streptococcus pantholopis-A0A172Q6Y8	-2.70181054248501	-9.64197	4.30221	dark
Intestinibacter bartlettii DSM 16795-B0A6U0	0.461676336956	-1.78967	2.95125	dark
Anaerobutyricum hallii-A0A174FU81	0.72710004169	-0.904196	2.43407	dark
Enterocloster aldenensis-A0A413WHK1	-0.968434268080001	-2.17443	0.187035	dark
Intestinibacter bartlettii-A0A6N3CMG4	0.782800682636	-1.99665	3.82554	dark
Lactococcus lactis subsp. lactis A12-S6FTM1	-2.65576964281	-10.0891	4.06091	dark
Schaedlerella arabinosiphila-A0A426DFQ3	-0.2321241202295	-1.91332	1.25846	dark
Clostridium perfringens-A0A6G4ZC96	-2.23619210589	-10.2586	5.09428	dark
Guopingia tenuis-A0A926DJX1	-5.14936886095001	-10.4352	-0.683169	dark
Faecalitalea cylindroides-A0A1Y4LZA5	-2.874780088715	-10.6934	4.18545	dark
Anaerostipes hadrus-A0A174S307	1.68146911769	-0.116841	3.82964	dark
Flavonifractor plautii 1_3_50AFAA-A0A096B1U0	0.299584457466	-1.32119	1.66503	dark
Loigolactobacillus coryniformis-A0A1P8FCL4	-2.579682454471	-9.84605	3.826	dark
Ruminococcus sp. CAG:488-R5YDB2	0.784428484889999	-0.198482	1.72294	dark
Enterococcus casseliflavus (Enterococcus flavescens)-A0A6N2ZJX7	1.5063621808135	-1.83363	5.82093	dark
Enterococcus mundtii-A0A1V2UKY1	-2.65576964281	-10.0891	4.06091	dark
Bacteroides uniformis-A0A412B9C4	-5.15432927240501	-10.733	-0.567023	dark
Roseburia intestinalis-A0A173W138	1.005131744856	-0.612017	2.65018	dark
Staphylococcus equorum-A0A1E5TNV5	-4.0968014843	-10.8631	2.83499	dark
Lactobacillus bombicola-A0A3R6XZ18	-2.51511703322199	-10.3928	3.28483	dark
Clostridium porci-A0A7X2TD73	0.870753904621001	0.0955149	1.71914	dark
Clostridium perfringens B str. ATCC 3626-B1R9T6	-2.789188265265	-10.3394	3.28961	dark
Blautia wexlerae-A0A564WVE5	1.60819414835	-0.320051	3.50814	dark
[Clostridium] citroniae WAL-17108-G5HTY0	0.030431643415	-1.23611	1.34566	dark
Clostridium butyricum-A0A8E1RD44	-0.14683542774185	-2.05462	1.78395	dark
Clostridium sp. CAG:245-R6BF43	0.451969310585	-0.202356	1.2117	dark
Fructilactobacillus fructivorans-A0A0C1M7G7	-2.829509996247	-10.46	3.61954	dark
Enterococcus casseliflavus (Enterococcus flavescens)-A0A6A9QVZ8	1.5063621808135	-1.83363	5.82093	dark
Paracoccus pantotrophus (Thiosphaera pantotropha)-A0A7H9BUE6	1.35968906652	-0.0945202	2.84438	dark
Enterocloster aldenensis-A0A3E2WA33	-5.139156117475	-10.5809	-0.375521	dark
Enterococcus faecium (Streptococcus faecium)-A0A133CQ73	-2.64962428940499	-10.2515	4.15997	dark
Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)-Q8Y5J3	-0.975088557017001	-3.89852	1.50841	dark
Francisella frigiditurris-A0A1J0KTW9	-3.14949666533	-10.824	3.333	dark
Clostridium collagenovorans DSM 3089-A0A1M5SGJ7	-0.1145391686955	-1.7349	1.43115	dark
Enterococcus faecalis (strain ATCC 700802 / V583)-H7C725	-4.472135773525	-9.70846	1.00061	dark
Vescimonas coprocola-A0A810PZM8	-2.786824527725	-9.53112	4.66251	dark
Lactococcus lactis subsp. lactis (strain KF147)-D2BLF2	-2.70216931752	-10.0076	3.67681	dark
Simiaoa sunii-A0A7G9FVJ0	1.81602769503	0.00866736	3.82454	dark
Clostridium leptum CAG:27-R6NAK2	-2.851608816987	-10.5359	3.42553	dark
[Clostridium] symbiosum ATCC 14940-U2D1P9	0.43577351428	-1.58161	2.42098	dark
Bacteroides faecium-A0A6H0KUZ2	-5.3041604702	-10.4867	-0.800912	dark
Natranaerovirga pectinivora-A0A4R3MLC4	0.522276852145001	-1.90289	2.7992	dark
Clostridium beijerinckii (Clostridium MP)-A0A1W7LX87	-0.298082015005001	-2.86808	2.1572	dark
Acinetobacter rudis CIP 110305-S3MTK0	-2.63778940003725	-9.51219	3.68883	dark
Ruminococcus obeum CAG:39-R7D9J8	0.801687252105001	-0.225095	1.86549	dark
Holdemania filiformis-A0A412FJY4	-2.6038830557235	-9.58164	3.51546	dark
Lactococcus lactis subsp. lactis bv. diacetylactis-A0A5D4GF29	-2.623154558675	-10.2003	3.49515	dark
Lactobacillus bombicola-A0A396SZ37	-2.51511703322199	-10.3928	3.28483	dark
Legionella londiniensis-A0A0W0VKJ4	-2.86621563134001	-10.4344	4.22379	dark
Roseburia hominis-A0A395V718	0.766685548351001	-0.409304	1.95596	dark
Methylovirgula ligni-A0A3D9YZT9	-2.51854842909999	-10.4168	3.75529	dark
Vagococcus bubulae-A0A429ZG70	-2.571418095735	-9.94325	4.86487	dark
Lachnospira eligens-A0A7C9LBS1	1.66797745082	-0.108974	3.69601	dark
Clostridium tarantellae-A0A6I1MM56	-2.46533619628115	-9.81591	4.50139	dark
Bacillus subtilis subsp. globigii-A0A7U5D3J7	-2.51854842909999	-10.4168	3.75529	dark
Roseburia faecis-A0A173URL3	1.5146870479555	-2.14071	5.77727	dark
Ruminococcus sp. CAG:563-R6DY54	0.34125795518205	-0.639233	1.1122	dark
Lachnospira pectinoschiza-A0A174YQK7	-2.48191046506499	-10.3808	3.949	dark
[Bacteroides] pectinophilus ATCC 43243-B7AVX6	0.3986973786835	-0.732705	1.49641	dark
Lactobacillus delbrueckii subsp. sunkii-A0A1L3KBE2	-2.80056526475801	-10.4697	3.76089	dark
Clostridium intestinale URNW-U2NJY6	-2.64797666337	-10.069	4.11613	dark
Ruminococcus bovis-A0A4P8XT46	0.68534578423	-0.965502	2.5195	dark
Pseudobutyrivibrio xylanivorans-A0A6M0LIE9	-0.3691478410975	-2.20131	1.34328	dark
Loigolactobacillus rennini-A0A1K2I5F7	-2.84324905521	-10.1031	3.18447	dark
Flavonifractor plautii 1_3_50AFAA-A0A096DGB7	-2.70265158976	-9.75626	3.46227	dark
Limosilactobacillus panis DSM 6035-A0A0R1XFV4	2.63943124629	-1.22643	6.52447	dark
Thiocapsa rosea-A0A495VFW7	0.542409099483499	-4.28658	6.44749	dark
Fusicatenibacter saccharivorans-A0A174DZA2	-0.3091807917285	-3.12461	2.5222	dark
Anaerobutyricum soehngenii-A0A6N7Y5N2	2.26064200095	0.645565	4.0695	dark
Planococcus maitriensis-A0A365K8K5	1.4298372897455	-2.20789	5.78111	dark
Staphylococcus lugdunensis-A0A4Q9WBJ5	0.18486319824405	-3.47923	4.4506	dark
Acinetobacter cumulans-A0A3A8GJG7	-0.34418175817	-3.9095	3.59874	dark
Vibrio variabilis-A0A090SRK5	0.0891652273051801	-0.768615	0.974832	dark
Blautia obeum-A0A367FUZ2	2.295079542595	-1.1418	5.4174	dark
Lachnotalea glycerini-A0A318EUE0	-2.33397620905	-9.51659	4.78716	dark
Ligilactobacillus aviarius-A0A179CKJ1	-2.72682291021499	-10.6766	3.68868	dark
Streptococcus equinus (Streptococcus bovis)-A0A239RB68	-2.48591556032	-10.4142	4.57119	dark
Listeria monocytogenes-A0A5L2H2U9	-2.453270121835	-10.0919	3.63904	dark
Clostridium butyricum-A0A7G5NW85	-0.081821804404	-1.81843	1.50569	dark
[Clostridium] leptum DSM 753-A7VXC0	1.67124692472	-0.302163	3.77365	dark
Qingrenia yutianensis-A0A926F916	-0.2316615085375	-1.48314	1.10662	dark
Lactiplantibacillus argentoratensis-A0A8D4SSW8	-2.6168844282865	-10.3136	3.97479	dark
Bilifractor porci-A0A7X2P741	1.66927474281	-2.20147	5.80677	dark
Christensenella minuta-A0A8F5DVT9	0.936134465384499	-0.0437483	1.94756	dark
Shewanella violacea (strain JCM 10179 / CIP 106290 / LMG 19151 / DSS12)-D4ZCJ2	1.74689980199	-1.35607	5.07606	dark
Ligilactobacillus salivarius-C7AQX5	-2.571418095735	-9.94325	4.86487	dark
Ruminococcus bromii-A0A374N6H6	0.41953712184	-0.791213	1.75055	dark
Levilactobacillus brevis (Lactobacillus brevis)-A0A1W6NFJ9	-4.032185064881	-10.9124	2.0892	dark
Rhodococcus aetherivorans-A0A842GZT8	-0.202274490225	-3.31251	2.61535	dark
Lactococcus lactis subsp. lactis CNCM I-1631-G6FB77	-2.65576964281	-10.0891	4.06091	dark
Lactiplantibacillus plantarum (Lactobacillus plantarum)-A0A0R2G1E1	-2.579682454471	-9.84605	3.826	dark
Enterocloster bolteae (strain ATCC BAA-613 / DSM 15670 / CCUG 46953 / JCM 12243 / WAL 16351) (Clostridium bolteae)-A8RJ50	-0.3327712796305	-3.35134	2.59561	dark
Enterococcus hirae-A0A7Z9DHY2	-2.581208950285	-9.715	3.25861	dark
Ligilactobacillus salivarius DSM 20555 = ATCC 11741-C2EIL7	-2.676588098882	-9.5036	4.00946	dark
Enorma shizhengliae-A0A7K0G5W2	1.189540317286	-2.55273	4.7625	dark
Clostridium perfringens-A0A127EG66	-2.483083010948	-9.57457	5.08977	dark
Mediterraneibacter butyricigenes-A0A391PK51	1.00632331739025	-0.656011	2.604	dark
Clostridium sp. CAG:58-R6RWB1	0.57135235821	-0.0991883	1.28133	dark
Romboutsia timonensis-A0A921MYX5	-0.4367767327955	-2.29966	1.49002	dark
Ligilactobacillus salivarius-C7AQX4	-2.571418095735	-9.94325	4.86487	dark
Enterococcus casseliflavus (Enterococcus flavescens)-A0A4V6L5N8	-2.60565511563199	-10.5428	4.06796	dark
Roseofilum reptotaenium AO1-A-A0A1L9QP00	-2.48191046506499	-10.3808	3.949	dark
Lysinibacillus sphaericus (Bacillus sphaericus)-A0A2S0K147	-2.65576964281	-10.0891	4.06091	dark
Enterocloster aldenensis-A0A413VM04	-5.18875131705	-10.1898	-0.727026	dark
Ruminococcus bromii-A0A412UR07	1.010601888835	-0.127506	2.11113	dark
Roseburia sp. CAG:18-R5V3T1	3.280577073925	0.249947	6.43439	dark
Enterocloster bolteae-A0A412Z9I5	-3.96506857475	-9.71665	1.20559	dark
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8CBE0	-2.65576964281	-10.0891	4.06091	dark
Bacteroides uniformis-A0A3E5F5J9	-5.15432927240501	-10.733	-0.567023	dark
Lysinibacillus varians-A0A806LHU2	-2.65576964281	-10.0891	4.06091	dark
Metalysinibacillus jejuensis-A0A921NCW1	-0.270130356245	-3.27117	2.51369	dark
Limosilactobacillus secaliphilus-A0A0R2I0I1	-2.677937917375	-9.35678	4.10848	dark
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8D013	-2.65576964281	-10.0891	4.06091	dark
Roseburia intestinalis-A0A3R6K7Z9	0.850858439440002	-0.84412	2.52928	dark
Roseburia intestinalis M50/1-D4KLW5	-2.623154558675	-10.2003	3.49515	dark
Enterococcus casseliflavus 14-MB-W-14-S4B775	1.42326177415265	-2.5803	5.32385	dark
Enterococcus faecalis TX2141-A0A828QT36	-4.39172756373001	-10.3571	0.628584	dark
Collinsella intestinalis DSM 13280-C4FAG1	-0.305110070779999	-3.22745	2.49599	dark
Collinsella intestinalis-A0A943BNX3	1.531805238206	-1.76634	5.25966	dark
Clostridium perfringens-A0A2X2YMA4	-2.483083010948	-9.57457	5.08977	dark
Clostridium butyricum-A0A6N3H660	-0.081821804404	-1.81843	1.50569	dark
Ruminococcus flavefaciens 007c-W7UXF9	0.3734051548	-1.36941	2.17344	dark
Enterocloster citroniae-A0A3E2V3F1	-0.00411028647500003	-1.3852	1.30253	dark
Monoglobus pectinilyticus-A0A2K9P2K8	-2.94712231727	-10.2711	3.21561	dark
Mediterraneibacter catenae-A0A5M9HZ00	1.348244971475	-2.06377	5.00328	dark
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0H1RKD7	-2.635863335135	-9.78721	3.59196	dark
Enterococcus faecium (Streptococcus faecium)-A0A6A8NF43	-3.767207697335	-9.86827	1.53628	dark
Lactiplantibacillus plantarum (Lactobacillus plantarum)-B5LVL5	-2.5175938210555	-10.185	4.15761	dark
Enterocloster lavalensis-A0A1I0H2Z2	-3.91208023589	-10.0349	1.30741	dark
Dubosiella newyorkensis-A0A1U7NP31	-5.852412024865	-12.4952	-0.749918	dark
Coprobacillus cateniformis-E7GDJ9	-0.0307829188399999	-2.14011	2.17574	dark
Agromyces fucosus-A0A4Q2JVP0	0.608566992013499	-1.53236	3.18847	dark
Ruminococcus sp. CAG:57-R6U6R1	-2.560795147395	-9.032	3.77513	dark
Lactobacillus paragasseri-A0A8E3UWJ5	1.61132942477	-2.97756	6.57149	dark
Mordavella massiliensis-A0A939BKC2	2.24998687419	-0.994638	5.80634	dark
Anaerostipes hadrus-D4N0V8	1.6828378779155	-0.303186	3.88616	dark
Clostridium thermobutyricum-N9XJS0	-3.49277962775001	-11.1096	2.67169	dark
Ligilactobacillus ruminis-A0A0G8G768	-2.53250312316	-9.71115	3.83251	dark
Enterococcus hirae-A0A7G7IQG0	-2.9122997997445	-10.8275	3.62553	dark
Clostridium sp. CAG:798-R6X4D0	0.862006508670001	0.0813324	1.58899	dark
Serpentinicella alkaliphila-A0A4R2T9G9	0.4069258489205	-1.32824	2.38037	dark
Enterocloster bolteae-A0A8B3A5C6	-0.31348551738	-2.97885	2.84867	dark
Roseburia inulinivorans-A0A3R6C001	0.855964256486649	-0.290855	1.94067	dark
Bacteroides uniformis-A0A414BII8	-5.15432927240501	-10.733	-0.567023	dark
Lactiplantibacillus plantarum (Lactobacillus plantarum)-A0A162F1W8	-2.6487741305	-10.404	3.21282	dark
Streptococcus lutetiensis-A0A6N3AIT8	1.48061604629	-3.79788	7.37847	dark
Ruminiclostridium hungatei (Clostridium hungatei)-A0A1V4SJB4	-0.03043337370125	-0.8253	0.714349	dark
Ligilactobacillus salivarius-A0A5C8H7B1	-4.35149599733	-10.4843	1.25175	dark
Ruminococcus bromii-A0A413QBW3	0.72442208946	-0.575863	2.00342	dark
Ruminococcus sp. CAG:108-R5DTJ4	0.925585685063501	-0.199531	2.0711	dark
Enterococcus casseliflavus (strain EC10)-C9CPT8	1.462310493355	-2.81054	5.56792	dark
Dubosiella newyorkensis-A0A1U7NKD7	-6.1584586175	-11.1552	-1.68835	dark
Caballeronia zhejiangensis-A0A656QR07	1.6024617796085	-3.0687	6.46424	dark
Clostridium butyricum 60E.3-A0A7U9H2G9	-0.14683542774185	-2.05462	1.78395	dark
Aliiruegeria haliotis-A0A2T0S0I3	3.617230309735	0.469304	7.54342	dark
Marinilabilia rubra-A0A2U2B742	-4.55198573922	-10.1635	0.982032	dark
Lactobacillus johnsonii-A0A267LTT5	-4.38733571918601	-10.5742	0.921885	dark
Clostridium sp. CAG:217-R6J1M9	-2.70181054248501	-9.64197	4.30221	dark
[Collinsella] massiliensis-A0A1Y3XV55	0.373310913855	-1.18038	1.92966	dark
Pusillibacter faecalis-A0A810Q9E6	1.453143981435	-2.48823	5.39283	dark
Subdoligranulum variabile-A0A2V2F486	-0.46866991040975	-1.47036	0.440517	dark
Enterococcus avium (Streptococcus avium)-A0A4P8KDP6	-2.7640451431415	-10.0923	3.96797	dark
Lactobacillus paragasseri-A0A2Z6PSU9	-4.76244793883	-11.0703	0.299564	dark
Roseburia inulinivorans-A0A173SJ73	0.435116903168985	-0.57055	1.46146	dark
Dielma fastidiosa-A0A415TH29	0.5851988656775	-0.669192	1.79094	dark
Enterococcus casseliflavus (Enterococcus flavescens)-A0A494SMF7	-0.256578354964	-3.06101	2.49816	dark
Clostridium beijerinckii (Clostridium MP)-A0A1S8QJK2	-2.804376191176	-9.60769	4.29231	dark
Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533)-Q74LX7	-4.66413487384751	-10.0349	0.224046	dark
Leucobacter massiliensis-A0A2S9QS61	-2.714872947485	-9.85857	4.05175	dark
Acidithiobacillus ferrooxidans (Thiobacillus ferrooxidans)-A0A2W1KGL0	-2.48191046506499	-10.3808	3.949	dark
Lactobacillus johnsonii-A0A7H9E0X0	-4.187520864515	-10.048	0.854379	dark
Roseburia faecis-A0A0M6WH75	0.9571803495135	-0.164004	2.04563	dark
Salmonella enterica (Salmonella choleraesuis)-A0A5U6BUS2	0.17548256234245	-0.565532	0.992275	dark
Oliverpabstia intestinalis-A0A7X2TKD6	-0.34298615349	-3.51296	2.30621	dark
Anaerostipes hadrus-A0A173UXL2	2.268323113571	-0.995807	5.8002	dark
[Ruminococcus] gnavus CAG:126-R5TLQ6	0.724754648469551	-0.448669	1.97896	dark
Sharpea porci-A0A844FU63	0.557965877084999	-0.924856	1.91363	dark
Duncaniella freteri-A0A4Z0V542	-1.792243167715	-4.36172	1.01727	dark
Anaerobutyricum hallii-A0A374NGP6	1.465598531114	0.143959	2.75582	dark
Clostridium perfringens-Q5DWA3	-2.652402286105	-9.09169	4.0937	dark
Clostridium perfringens B str. ATCC 3626-B1R6H8	-2.23619210589	-10.2586	5.09428	dark
Pseudobutyrivibrio ruminis-A0A927U9H8	0.769338513200002	-1.59332	3.21229	dark
Liquorilactobacillus nagelii-A0A3Q8CH52	0.535983109208501	-0.827576	1.9501	dark
Ruminococcus sp. CAG:403-R7H1M9	0.0171512258515	-1.31598	1.53168	dark
Roseburia intestinalis-A0A3R6D207	-2.635863335135	-9.78721	3.59196	dark
Blautia obeum-A0A414J1V2	-0.015435466578	-1.62269	1.68436	dark
Blautia luti DSM 14534-A0A844GIR0	2.268323113571	-0.995807	5.8002	dark
Dorea longicatena DSM 13814-A6BGZ5	1.86631593036	-0.0329702	3.83243	dark
Clostridium beijerinckii (Clostridium MP)-A0A1S9N397	-2.467693785345	-9.56908	4.44987	dark
Clostridium symbiosum (Bacteroides symbiosus)-A0A413JGL6	0.3836657021495	-1.46308	2.30389	dark
Collinsella intestinalis-A0A6N2ZKU8	1.29711363344	-2.09673	5.24086	dark
Leifsonia soli-A0A852T2K3	-3.81948421160501	-9.47431	1.48717	dark
Pseudobutyrivibrio ruminis-A0A1H7H8C5	-1.306152003228	-3.68302	1.14558	dark
Oenococcus oeni AWRIB429-D3L852	-0.0487139379	-0.175382	0.0901041	dark
Bacillus cereus-A0A2B4DD98	-2.65576964281	-10.0891	4.06091	dark
Roseburia inulinivorans DSM 16841-C0FVR9	1.521279131265	-2.49406	5.16024	dark
Enterocloster citroniae-A0A3E2V1M5	2.72578654942625	-0.180108	6.23455	dark
Planctomicrobium piriforme-A0A1I3SYD8	-3.41739552678	-10.7628	3.00138	dark
Phocaeicola vulgatus (Bacteroides vulgatus)-A0A415NKX7	-4.187520864515	-10.048	0.854379	dark
Enterocloster bolteae 90B8-R0ADB8	-0.0739918774640001	-2.14334	1.92728	dark
Lactococcus lactis-A0A2X0RBH0	-2.65576964281	-10.0891	4.06091	dark
[Clostridium] leptum DSM 753-A0A855A885	1.6431686928	-0.348322	3.79256	dark
Blautia sp. CAG:52-R6H1U8	0.753188148114999	0.0486138	1.51007	dark
Latilactobacillus graminis-A0A5J6Z6M9	-2.882138866135	-10.1483	3.38211	dark
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8BFT8	-2.635863335135	-9.78721	3.59196	dark
Enterococcus thailandicus-A0A179ETF2	-2.488629058875	-8.93995	3.77684	dark
Clostridium sp. CAG:264-R5KH97	0.431544684635	-0.440649	1.22059	dark
Faecalibaculum rodentium-A0A140DWG5	-5.31452168050002	-10.4233	-0.888304	dark
Enterococcus mundtii-A0A242L160	-2.65576964281	-10.0891	4.06091	dark
Limosilactobacillus pontis-A0A2J6NMJ5	-2.40899053737	-10.091	5.4273	dark
Enterococcus faecium (Streptococcus faecium)-A0A1X4JG45	-3.9209208712	-10.0356	1.66069	dark
Bacteroides uniformis-A0A174ES06	-5.05471799307	-10.84	-0.0874133	dark
Enterococcus faecium TX1337RF-J8YNM4	-2.477010578225	-9.55708	4.3177	dark
Blautia hydrogenotrophica CAG:147-R5BV01	-2.635863335135	-9.78721	3.59196	dark
Roseburia intestinalis-A0A3R6GNY0	0.761996949930002	-0.754928	2.36964	dark
Amedibacillus dolichus-A0A415P4A1	0.471219903494251	-1.14725	2.11081	dark
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0B8QW26	-2.623154558675	-10.2003	3.49515	dark
Pseudomonas helleri-A0A6L5HW96	-3.54229253669	-10.5295	2.96281	dark
Collinsella intestinalis-A0A414FWD7	-0.23366504115435	-3.08544	2.84142	dark
Clostridium perfringens D str. JGS1721-B1UZB0	-2.23619210589	-10.2586	5.09428	dark
Bianquea renquensis-A0A926DVY3	0.656183962669999	0.0995297	1.17436	dark
Clostridium sp. CAG:221-R6FTQ3	-0.3179936851885	-1.98167	1.31309	dark
Lactobacillus gasseri SV-16A-US-A0A087QBK2	-4.187520864515	-10.048	0.854379	dark
Enterococcus mundtii-A0A2M9FQF2	-2.65576964281	-10.0891	4.06091	dark
Lactobacillus johnsonii N6.2-A0A7D9N467	-4.66413487384751	-10.0349	0.224046	dark
Enterococcus faecium (Streptococcus faecium)-A0A132P8Q3	-2.53860154547501	-10.1174	3.92495	dark
Turicibacter sanguinis-A0A844JNQ7	-3.03456136742001	-10.6788	3.53601	dark
Ligilactobacillus salivarius-C7AQY2	-2.571418095735	-9.94325	4.86487	dark
Enterococcus hirae-A0A7G7IR68	-2.477010578225	-9.55708	4.3177	dark
Lactobacillus crispatus EM-LC1-V5ENI3	-2.48591556032	-10.4142	4.57119	dark
Defluviicoccus vanus-A0A7H1N3A3	-2.41578443002	-11.2637	4.47439	dark
Anaerostipes hadrus-A0A6N2RN78	1.722244558115	-0.0374281	3.65028	dark
Listeria monocytogenes serotype 1/2b-A0A4B9HRG2	-2.453270121835	-10.0919	3.63904	dark
Enterococcus faecalis D6-A0A8S6XIB5	-4.472135773525	-9.70846	1.00061	dark
Clostridium intestinale DSM 6191-A0A1M6BPL8	-2.64797666337	-10.069	4.11613	dark
Prevotella ruminicola (Bacteroides ruminicola)-A0A1M6USS9	-3.91503774802	-10.21	1.27754	dark
Blautia obeum-A0A174AW35	0.796462351187001	-1.12821	2.40011	dark
Phocaeicola vulgatus (Bacteroides vulgatus)-A0A1H7H150	-4.187520864515	-10.048	0.854379	dark
[Ruminococcus] torques-A0A6N3AUL3	1.202742247105	-0.524764	2.77752	dark
Enterocloster bolteae-A0A414AWQ7	-3.96506857475	-9.71665	1.20559	dark
Roseburia sp. CAG:471-R7EGC2	0.805734315599999	0.149192	1.50168	dark
Blautia obeum-A0A454HK17	0.768826642818	-0.392365	1.95203	dark
Lactococcus lactis subsp. lactis A12-S6FT47	-2.45540009799	-10.8319	5.38859	dark
Acetatifactor muris-A0A2K4ZM83	0.787682385065001	0.100211	1.55311	dark
Pseudomonas helleri-A0A6A7Z4L4	-3.54229253669	-10.5295	2.96281	dark
Enterococcus casseliflavus (Enterococcus flavescens)-A0A1L8SG36	-0.256578354964	-3.06101	2.49816	dark
Lactococcus lactis subsp. lactis (Streptococcus lactis)-A0A0V8E794	-2.65576964281	-10.0891	4.06091	dark
Catonella morbi ATCC 51271-V2XPW3	0.011299931225	-1.30874	1.40132	dark
Enterococcus faecium EnGen0192-A0A829F1A8	-3.9209208712	-10.0356	1.66069	dark
Lactobacillus gasseri-A0A1Y0E209	1.61132942477	-2.97756	6.57149	dark
Clostridium perfringens E str. JGS1987-B1BP69	-2.23619210589	-10.2586	5.09428	dark
Lactobacillus apis-A0A0F4LRZ6	-2.75406255369	-9.93712	3.30475	dark
Clostridium sp. CAG:590-R5ELQ7	0.870359202904	-0.144111	1.93754	dark
Microbulbifer aggregans-A0A1C9W8W2	-0.431774259146499	-3.45599	2.79378	dark
Enterocloster bolteae-A0A6N2XTU3	-0.341228709156	-1.82609	1.10141	dark
Blautia massiliensis-A0A6L8TEI6	2.2143217771675	-0.777733	5.87872	dark
Pseudovibrio denitrificans-A0A1I7DPW8	-4.075207638415	-11.3198	2.16522	dark
Enterococcus durans-A0A377KM70	-0.071794748213	-2.08275	1.96361	dark
Candidatus Vecturithrix granuli-A0A081BZU9	-2.76286667306	-10.0419	3.78836	dark
Catenibacillus scindens-A0A7W8H7H0	1.386547156505	-2.36558	5.31804	dark
Roseburia inulinivorans DSM 16841-C0FZJ2	-3.87239156695501	-10.4974	1.40967	dark
Ruminococcus bromii-A0A6I3PNS6	0.886572059576498	-0.177231	2.21789	dark
Catellicoccus marimammalium M35/04/3-K8ZQD3	-4.010055899475	-10.4474	1.47369	dark
Weissella koreensis-A0A7H1MMK5	-2.775967954255	-9.91581	3.90383	dark
Anaerostipes hadrus DSM 3319-L1QBV1	1.6828378779155	-0.303186	3.88616	dark
Bacteroides sp. CAG:754-R6DFK2	-5.3041604702	-10.4867	-0.800912	dark
Subdoligranulum variabile-A0A921IL61	-0.2988803487984	-1.22532	0.708547	dark
Faecalicoccus pleomorphus-A0A7X9NIY8	-2.5663192058885	-9.79878	3.8105	dark
Clostridium sp. CAG:127-R5PDJ6	0.77237124893815	-0.353779	1.85715	dark
Romboutsia ilealis-A0A1V1I0E7	-0.3138451962095	-2.32761	1.89851	dark
Blautia obeum-A0A415HK39	2.18340058712	-1.20512	5.54318	dark
Anaerocolumna sedimenticola-A0A6P1TS46	0.0338600873	-0.918414	0.97462	dark
Lactobacillus amylovorus CAG:719-R5YIN4	-2.6430567252775	-9.00454	4.13755	dark
Haloplasma contractile SSD-17B-U2FMZ6	-2.77243976291	-10.2356	3.77014	dark
