FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
PF13409.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF00429.22	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
PF02516.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13759.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF09360.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
PF02007.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF06849.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF06973.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF00129.21	0	4	0	8	0	6	8	1	0	4	4	2	5	1	3	1	1	0	0	0	0	3	8	5	11	2	7	5	4	2
PF07654.18	0	7	8	13	3	11	15	3	1	6	8	6	11	2	6	2	2	2	0	0	0	9	14	7	15	2	8	6	11	5
PF00969.22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PF04828.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	4	0	1	1	0	0	0	0	0	0	0	0	0
PF20050.2	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	2	1	0	1	0	1	2	0	0	2	0	0	1	0
PF03833.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF16113.8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF11824.11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01732.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17792.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF05996.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF00982.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
PF16350.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF19313.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
PF05400.16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06942.15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05277.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF06841.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF10899.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PF06155.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF03942.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF11808.11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13230.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
PF20432.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09722.13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF11320.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PF12245.11	0	0	0	0	0	0	0	0	0	0	0	0	8	0	18	0	0	0	0	1	0	16	14	2	2	0	6	2	54	6
PF17653.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16187.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF05861.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF14870.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14529.9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF06002.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
PF03202.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF14267.9	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	3	3	5	2	5	4	0	2	0	0	1	0	0	3	0
PF14130.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0
PF09572.13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF17127.7	1	1	0	1	0	0	0	0	0	0	0	1	0	0	4	0	4	3	0	1	1	6	1	4	0	1	0	0	2	0
PF20283.1	0	5	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	2	0	0
PF06941.15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0
PF14518.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF07721.17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
PF10142.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF13941.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07307.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF19278.2	0	4	0	0	0	13	0	0	0	0	0	0	1	2	1	0	2	0	0	1	0	0	0	1	0	0	0	0	0	1
PF10559.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF11862.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF09407.13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	0	0	2	0	0
PF20217.1	0	2	0	0	0	2	0	0	0	1	0	1	0	0	0	3	5	8	0	1	1	1	0	0	1	2	0	0	1	0
PF07463.14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	1	1	1	3	0
PF18643.4	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	1	0	1	24	0	1	10	1	0	1	0	2	2	6	2
PF16480.8	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	6	1	7	0	3	7	1	0	0	2	5	3	15
PF06189.15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	3	0	0	0	0	1	1	0	0	0	0	0	1
PF13031.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0
PF15652.9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	2	0	0	4	0	0	0	1	0	0	0
PF15616.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PF14021.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14208.9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	5	0	3	3	2	2	0	0	1	0	0	1	2
PF20187.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	1	2	2	8	2	0	2	0	3	1	0	1	0
PF14081.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	1	1	0
PF18839.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF18709.4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14022.9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	4	0	0	0	0	0	0	0	1	0	0	6	0
PF18903.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
PF13708.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1	0	0	0	0	0	0	0	0	0	0	5	0
PF14207.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
PF09511.13	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	0	5	0	0	0	0	2	1	2	0	2	0	9	1
PF20563.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	3	2	1	0	0	0	0	0	0	0	0
PF09195.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
PF17425.5	0	0	0	2	1	3	0	0	0	1	0	0	11	3	3	3	3	2	52	3	0	41	1	1	1	2	0	23	0	7
PF05935.14	0	0	0	2	1	3	0	0	0	1	0	0	11	3	3	4	3	2	52	3	0	41	1	1	1	2	0	23	0	7
PF18756.4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	5	5	1	6	8	0	0	0	0	3	0	0	3	0
PF20282.1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	8	1	0
PF20288.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
PF14460.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	7	0	2	4	0	0	0	0	0	0	0	0	0
PF14072.9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	0	0	0	1	0	0
PF13809.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
PF03691.17	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	1	0	0	0	0	0	5	1	0	1	1	1	2	1	2
PF14163.9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0
PF01910.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07538.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
PF06381.14	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0
PF07158.14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF12797.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PF14132.9	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	2	4	6	0	0	2	1	0	0	1	0	0	1	1	0
PF02893.23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF19822.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0
PF14137.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	4	0	0	0	0	1	0	0	0	0
PF20276.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0	0	0	0	0	0	2	0	0
PF20289.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	1	1
PF08955.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF09012.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03425.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF02057.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PF20075.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	4	0	0	2	1	0	4	0	3
PF12684.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0
PF20541.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	4	10	0	0	2	3	0	0	0	0	0	5	2	0
PF07453.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF12532.11	0	5	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
PF16473.8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0
PF18812.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08346.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PF09669.13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
PF14410.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF03959.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PF01187.21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF16162.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0
PF17101.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF11380.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08942.13	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	1	3	4	2	0	0	0	0	0	0	0	2	0
PF19506.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
PF04965.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PF11155.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF18818.4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	6	12	16	2	13	6	0	2	1	0	0	0	0	2	0
PF05738.16	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	102	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF17201.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
PF06763.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	1	5	0	2	2	0	3	5
PF10109.12	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	3	1	0	1	0	0	8	1	1	1	0	5	2
PF08548.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF01246.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF01007.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF14292.9	1	2	0	0	0	0	2	6	0	3	0	0	6	8	11	6	15	17	6	6	11	29	9	28	0	5	0	15	8	6
PF16411.8	0	0	1	0	0	0	0	0	4	14	1	0	0	13	13	8	29	63	1	17	15	38	27	58	5	18	0	1	5	6
PF15780.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PF13084.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	0	3	1	2	7	1	0	0	0	0	6	1
PF19509.2	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	10	14	27	2	12	10	0	1	0	0	0	0	0	8	0
PF12989.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	1	0	0	0	0	0	0	0	0	0	0
PF12964.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0
PF18932.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0
PF20449.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08989.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	1	1	0	1	0	0	1	0	0	1	2
PF14300.9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	2	16	1	6	3	1	0	0	0	0	0	0	0	1
PF04335.16	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14390.9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07432.16	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0
PF06713.14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	1	0
PF14125.9	0	0	0	0	2	0	0	0	0	0	1	2	0	2	0	1	2	5	0	1	2	2	1	1	0	0	0	0	1	0
PF19652.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	4	3	1	0	1	1	0	2	0	0	0	0	0	1
PF07075.14	0	1	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	3	0
PF03825.19	3	2	0	0	0	1	0	1	0	0	0	1	1	0	2	0	2	1	1	2	2	2	0	4	0	0	1	1	6	1
PF06321.14	0	0	1	0	7	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14684.9	5	6	2	4	17	1	1	5	2	17	25	36	3	9	22	11	18	33	2	13	16	12	24	22	14	9	6	6	16	8
PF14685.9	3	3	1	2	14	0	1	1	0	9	17	18	0	2	6	4	12	17	2	6	6	7	14	14	3	3	2	1	6	2
PF05117.15	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	2	1	0	1	0	0	3	1	0	0	1	0	1	0
PF16283.8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14900.9	29	32	3	9	3	7	3	13	6	28	7	7	11	7	15	3	26	42	4	6	8	4	0	1	5	15	3	7	0	9
PF13201.9	12	12	3	4	3	3	1	5	3	13	2	4	4	5	11	4	18	22	2	4	5	4	3	4	6	13	0	4	6	5
PF15283.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF05258.15	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0
PF14371.9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09112.13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09113.13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14052.9	0	0	1	0	2	0	0	0	0	0	3	3	0	2	2	1	7	13	0	1	3	5	4	3	1	1	1	0	2	0
PF16217.8	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	7	8	0	2	2	2	0	5	0	1	0	0	3	0
PF13584.9	0	4	0	0	0	0	0	0	0	2	2	2	0	5	4	3	10	19	2	9	6	6	8	10	2	2	2	4	6	0
PF11644.11	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	2	1	0	0	0	0	0	3	0
PF16585.8	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	2	0	0	1	0
PF19755.2	4	0	0	0	3	0	0	2	1	2	3	6	2	1	1	2	4	8	4	4	3	4	7	6	2	1	1	0	1	1
PF19573.2	0	0	0	0	4	0	0	0	0	0	2	1	0	0	1	0	1	4	0	0	2	2	3	3	0	2	1	0	1	0
PF12864.10	0	1	1	0	1	0	0	0	0	0	2	1	0	0	1	0	3	4	0	0	2	0	0	0	0	0	0	0	0	1
PF16115.8	0	1	1	1	0	0	0	1	0	3	2	2	0	0	5	1	6	8	0	3	0	3	1	4	1	1	0	0	5	2
PF17116.8	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	3	10	0	2	0	3	2	1	0	0	0	1	4	0
PF18174.4	0	0	0	0	1	0	1	1	0	0	0	1	0	2	0	0	2	2	0	0	0	4	2	1	0	2	0	2	2	0
PF18175.4	0	0	0	0	1	0	1	1	0	0	0	1	0	2	0	0	2	2	0	0	0	4	2	1	0	2	0	2	2	0
PF06293.17	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PF09640.13	1	0	0	0	3	1	0	0	0	0	0	3	0	0	1	0	1	3	0	1	1	0	4	3	0	1	1	0	1	0
PF18347.4	0	0	0	1	0	0	0	1	0	0	2	4	0	1	0	0	1	3	0	1	2	3	4	3	0	3	0	0	0	0
PF04087.17	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	2	6	1	3	0	1	4	0	1	0	1	2	2	0
PF14902.9	0	0	1	0	0	0	0	0	0	0	2	1	0	1	2	1	4	4	1	1	3	1	1	1	0	1	0	0	1	0
PF14109.9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PF11325.11	0	1	0	0	1	0	1	0	0	1	0	4	1	0	0	2	0	2	0	0	0	6	1	8	0	1	0	1	3	3
PF14092.9	0	1	0	0	1	0	0	1	0	0	2	3	1	1	1	0	2	6	0	6	4	3	7	8	0	0	0	1	3	2
PF16352.8	0	0	1	0	0	0	0	0	0	0	2	0	0	2	3	0	3	14	1	2	3	0	5	1	0	3	1	0	6	0
PF11810.11	3	3	0	3	3	1	0	0	0	2	1	0	1	1	3	0	1	1	2	0	0	11	5	2	0	2	0	1	5	0
PF07959.15	0	0	2	0	3	0	0	0	0	0	2	1	1	2	0	1	3	4	10	6	4	0	3	1	0	1	0	1	0	1
PF07813.15	0	0	0	0	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF02253.18	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	2	7	0	2	2	0	3	0	0	0	0	1	1	1
PF03724.19	6	2	2	2	6	0	0	0	0	10	2	8	0	1	6	5	5	12	0	5	2	16	21	16	1	4	0	0	12	2
PF17145.7	0	0	1	0	1	0	0	0	0	0	1	1	0	0	4	0	4	13	0	3	0	0	0	1	1	2	0	0	3	1
PF19572.2	0	0	1	0	0	0	0	0	0	1	1	2	0	1	3	0	1	4	0	1	4	3	3	1	0	1	0	0	4	0
PF19515.2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	3	0	2	0	0	1	0	0	1	0	0	4	0
PF08885.14	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2	1	1	4	0	1	0	1	2	1	0	0	0	0	1	0
PF16266.8	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	4	4	1	1	0	2	1	4	0	1	0	1	2	0
PF16288.8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF14129.9	2	0	0	0	1	0	0	0	0	0	3	0	0	1	2	2	4	6	0	2	1	0	2	1	0	2	1	0	0	1
PF18348.4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	4	0	0	0	0	1	0
PF16109.8	0	1	0	1	2	0	0	0	0	3	2	0	1	0	0	0	4	2	1	1	0	0	2	2	0	0	0	2	2	1
PF13562.9	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	4	11	0	0	1	1	4	7	0	0	1	2	2	1
PF07313.15	0	0	0	0	1	0	0	1	0	0	0	0	1	1	2	0	0	4	0	1	4	0	1	0	0	2	0	1	4	2
PF18451.4	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF07022.16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF04301.16	0	0	0	0	0	0	0	1	1	0	2	2	0	1	0	1	3	10	0	2	5	0	3	1	0	0	1	0	3	1
PF06123.15	0	0	2	0	6	0	0	0	0	0	8	11	0	0	1	0	2	8	0	1	1	5	3	8	0	0	0	1	0	0
PF13404.9	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	6	3	4	0	0	0	0	1	0
PF07659.14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	2	2	0	0	0	0	4	8	0	4	2	4	0	0
PF11777.11	0	0	0	0	3	0	0	0	0	0	3	2	0	1	1	0	1	2	0	1	0	1	1	0	0	1	0	0	2	0
PF15869.8	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	1	1	3	0	2	1	0	0	0	0	1	0	0	0	0
