FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c	Name
PF00821.21	4.0	4.0	1.0	2.0	3.0	4.0	2.0	5.0	3.0	2.0	4.0	2.0	1.0	2.0	3.0	4.0	3.0	6.0	0.0	2.0	3.0	2.0	6.0	0.0	12.0	4.0	0.0	13.0	3.0	5.0	30.0	8.0	7.0	29.0	5.0	8.0	31.0	15.0	11.0	6.0	2.0	5.0	Phosphoenolpyruvate carboxykinase C-terminal P-loop domain
PF01510.28	0.0	5.0	0.0	2.0	2.0	4.0	0.0	0.0	1.0	1.0	3.0	3.0	0.0	0.0	1.0	2.0	4.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	11.0	50.0	83.0	24.0	73.0	76.0	22.0	81.0	73.0	13.0	24.0	13.0	29.0	39.0	22.0	7.0	53.0	18.0	N-acetylmuramoyl-L-alanine amidase
PF12838.10	159.0	240.0	29.0	286.0	152.0	427.0	141.0	200.0	134.0	231.0	169.0	307.0	180.0	191.0	195.0	195.0	73.0	350.0	72.0	161.0	93.0	385.0	240.0	91.0	1919.0	232.0	336.0	230.0	186.0	153.0	946.0	166.0	148.0	1794.0	549.0	411.0	1102.0	454.0	258.0	1559.0	467.0	429.0	4Fe-4S dicluster domain
PF12971.10	2.0	16.0	1.0	4.0	0.0	20.0	11.0	9.0	9.0	7.0	1.0	3.0	6.0	0.0	1.0	0.0	1.0	6.0	1.0	4.0	4.0	7.0	2.0	1.0	3.0	6.0	5.0	16.0	12.0	14.0	16.0	12.0	9.0	1.0	1.0	2.0	12.0	2.0	2.0	4.0	1.0	3.0	Alpha-N-acetylglucosaminidase (NAGLU) N-terminal domain
PF05089.15	2.0	16.0	1.0	4.0	0.0	20.0	11.0	9.0	9.0	7.0	1.0	3.0	6.0	0.0	1.0	0.0	1.0	6.0	1.0	4.0	4.0	7.0	2.0	1.0	3.0	6.0	5.0	16.0	12.0	14.0	16.0	12.0	9.0	1.0	1.0	2.0	12.0	2.0	2.0	4.0	1.0	3.0	Alpha-N-acetylglucosaminidase (NAGLU) tim-barrel domain
PF12972.10	2.0	16.0	1.0	4.0	0.0	20.0	11.0	9.0	9.0	7.0	1.0	3.0	6.0	0.0	1.0	0.0	1.0	6.0	1.0	4.0	4.0	7.0	2.0	1.0	3.0	6.0	5.0	16.0	12.0	14.0	16.0	12.0	9.0	1.0	1.0	2.0	12.0	2.0	2.0	4.0	1.0	3.0	Alpha-N-acetylglucosaminidase (NAGLU) C-terminal domain
PF07085.15	0.0	6.0	0.0	4.0	5.0	3.0	6.0	7.0	4.0	1.0	1.0	7.0	4.0	1.0	9.0	5.0	3.0	5.0	2.0	3.0	0.0	2.0	4.0	2.0	4.0	3.0	4.0	14.0	10.0	6.0	11.0	11.0	8.0	5.0	4.0	4.0	19.0	11.0	5.0	6.0	2.0	2.0	DRTGG domain
PF16385.8	2.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	1.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	1.0	7.0	1.0	2.0	10.0	2.0	3.0	6.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	0.0	1.0	Domain of unknown function
PF01256.20	1.0	2.0	2.0	0.0	0.0	5.0	1.0	0.0	1.0	4.0	2.0	2.0	0.0	0.0	0.0	3.0	2.0	1.0	1.0	1.0	0.0	6.0	0.0	0.0	7.0	5.0	8.0	6.0	14.0	12.0	6.0	9.0	7.0	10.0	9.0	6.0	17.0	3.0	6.0	5.0	13.0	6.0	Carbohydrate kinase
PF02590.20	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	6.0	3.0	6.0	6.0	5.0	3.0	9.0	7.0	7.0	6.0	0.0	1.0	1.0	3.0	8.0	2.0	3.0	Predicted SPOUT methyltransferase
PF02472.19	8.0	10.0	2.0	6.0	48.0	4.0	2.0	1.0	7.0	19.0	48.0	70.0	0.0	3.0	7.0	2.0	3.0	6.0	1.0	8.0	2.0	21.0	5.0	0.0	9.0	12.0	49.0	51.0	26.0	35.0	10.0	18.0	9.0	31.0	69.0	107.0	8.0	31.0	8.0	13.0	22.0	10.0	Biopolymer transport protein ExbD/TolR
PF20511.1	0.0	11.0	1.0	0.0	6.0	16.0	3.0	2.0	0.0	3.0	8.0	17.0	0.0	1.0	1.0	2.0	1.0	1.0	3.0	2.0	2.0	6.0	5.0	1.0	9.0	10.0	10.0	7.0	4.0	25.0	11.0	14.0	14.0	4.0	12.0	9.0	18.0	4.0	10.0	4.0	11.0	6.0	Phosphomannose isomerase type I, catalytic domain
PF12437.11	1.0	4.0	2.0	6.0	2.0	8.0	8.0	9.0	2.0	6.0	5.0	7.0	4.0	1.0	3.0	1.0	4.0	7.0	1.0	3.0	4.0	7.0	2.0	2.0	295.0	31.0	66.0	29.0	47.0	60.0	26.0	59.0	39.0	524.0	48.0	29.0	432.0	123.0	97.0	20.0	125.0	84.0	Glutamine synthetase type III N terminal
PF18318.4	1.0	4.0	2.0	6.0	2.0	8.0	8.0	9.0	2.0	7.0	5.0	7.0	4.0	1.0	3.0	1.0	4.0	7.0	1.0	3.0	4.0	7.0	2.0	2.0	293.0	31.0	64.0	29.0	47.0	60.0	28.0	57.0	39.0	516.0	50.0	31.0	434.0	121.0	96.0	20.0	125.0	81.0	Glutamine synthetase C-terminal domain
PF14849.9	1.0	0.0	0.0	2.0	1.0	1.0	1.0	2.0	1.0	8.0	4.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	4.0	12.0	1.0	2.0	4.0	9.0	4.0	2.0	0.0	5.0	0.0	3.0	6.0	6.0	YidC periplasmic domain
PF03629.21	1.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	1.0	10.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	5.0	3.0	20.0	24.0	3.0	13.0	11.0	23.0	29.0	39.0	7.0	3.0	5.0	1.0	18.0	2.0	Carbohydrate esterase, sialic acid-specific acetylesterase
PF01204.21	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	3.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	4.0	4.0	7.0	5.0	9.0	2.0	12.0	6.0	0.0	3.0	1.0	6.0	0.0	1.0	0.0	5.0	0.0	Trehalase
PF02073.18	3.0	15.0	2.0	9.0	2.0	13.0	4.0	12.0	3.0	4.0	0.0	1.0	3.0	3.0	2.0	4.0	1.0	4.0	3.0	3.0	4.0	7.0	7.0	0.0	13.0	10.0	10.0	16.0	9.0	28.0	20.0	15.0	22.0	8.0	13.0	8.0	15.0	6.0	8.0	14.0	12.0	6.0	Thermophilic metalloprotease (M29)
PF12951.10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	22.0	119.0	95.0	3.0	14.0	19.0	0.0	0.0	0.0	0.0	10.0	0.0	Passenger-associated-transport-repeat
PF18582.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Hydrazine synthase alpha subunit middle domain
PF01042.24	2.0	5.0	0.0	1.0	2.0	3.0	0.0	1.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	6.0	1.0	0.0	20.0	0.0	5.0	4.0	6.0	9.0	19.0	4.0	2.0	15.0	8.0	11.0	12.0	1.0	3.0	14.0	4.0	8.0	Endoribonuclease L-PSP
PF09374.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	1.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Predicted Peptidoglycan domain
PF00924.21	0.0	3.0	3.0	4.0	3.0	5.0	2.0	2.0	0.0	3.0	4.0	4.0	2.0	1.0	1.0	0.0	2.0	3.0	2.0	0.0	2.0	4.0	3.0	1.0	8.0	11.0	16.0	6.0	21.0	26.0	18.0	11.0	7.0	16.0	9.0	9.0	7.0	1.0	3.0	13.0	24.0	8.0	Mechanosensitive ion channel
PF00209.21	2.0	22.0	2.0	10.0	2.0	17.0	8.0	8.0	2.0	10.0	2.0	4.0	2.0	2.0	8.0	6.0	0.0	6.0	2.0	10.0	4.0	10.0	16.0	2.0	18.0	36.0	38.0	46.0	26.0	28.0	106.0	40.0	38.0	28.0	28.0	8.0	6.0	22.0	12.0	44.0	24.0	8.0	Sodium:neurotransmitter symporter family
PF00109.29	8.0	12.0	1.0	6.0	13.0	8.0	4.0	7.0	2.0	5.0	9.0	11.0	2.0	3.0	6.0	8.0	1.0	9.0	5.0	7.0	2.0	15.0	5.0	0.0	11.0	21.0	22.0	17.0	19.0	45.0	21.0	22.0	26.0	37.0	70.0	56.0	6.0	17.0	12.0	23.0	30.0	16.0	Beta-ketoacyl synthase, N-terminal domain
PF02801.25	8.0	12.0	1.0	6.0	13.0	8.0	4.0	7.0	2.0	5.0	9.0	11.0	2.0	3.0	6.0	8.0	1.0	9.0	5.0	7.0	2.0	15.0	5.0	0.0	11.0	21.0	22.0	17.0	19.0	46.0	21.0	22.0	26.0	37.0	70.0	56.0	6.0	17.0	12.0	23.0	31.0	16.0	Beta-ketoacyl synthase, C-terminal domain
PF04551.17	2.0	7.0	0.0	4.0	2.0	10.0	1.0	2.0	1.0	3.0	3.0	3.0	0.0	0.0	1.0	0.0	3.0	4.0	2.0	2.0	4.0	3.0	1.0	0.0	8.0	13.0	10.0	7.0	15.0	26.0	7.0	17.0	17.0	5.0	7.0	8.0	4.0	4.0	2.0	2.0	10.0	3.0	GcpE protein
PF01757.25	1.0	4.0	0.0	0.0	0.0	7.0	0.0	3.0	1.0	5.0	1.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	2.0	4.0	2.0	17.0	23.0	18.0	6.0	10.0	35.0	49.0	48.0	41.0	25.0	14.0	7.0	8.0	2.0	13.0	22.0	32.0	3.0	Acyltransferase family
PF12715.10	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	Abhydrolase family
PF02492.22	0.0	5.0	0.0	5.0	1.0	6.0	0.0	2.0	3.0	7.0	1.0	5.0	6.0	4.0	3.0	3.0	5.0	5.0	2.0	4.0	1.0	4.0	6.0	0.0	14.0	12.0	23.0	7.0	17.0	28.0	19.0	23.0	24.0	31.0	17.0	16.0	14.0	12.0	11.0	25.0	32.0	16.0	CobW/HypB/UreG, nucleotide-binding domain
PF00708.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	5.0	7.0	3.0	0.0	0.0	6.0	1.0	2.0	1.0	0.0	0.0	Acylphosphatase
PF07503.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	8.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HypF finger
PF01300.21	1.0	3.0	1.0	0.0	0.0	2.0	1.0	2.0	1.0	2.0	2.0	3.0	0.0	4.0	3.0	3.0	0.0	3.0	1.0	4.0	4.0	5.0	2.0	0.0	8.0	5.0	4.0	6.0	12.0	18.0	10.0	10.0	10.0	11.0	6.0	11.0	5.0	5.0	3.0	12.0	8.0	8.0	Telomere recombination
PF17788.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HypF Kae1-like domain
PF13593.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	SBF-like CPA transporter family (DUF4137)
PF00069.28	4.0	19.0	1.0	3.0	6.0	17.0	7.0	8.0	2.0	10.0	2.0	7.0	2.0	3.0	6.0	6.0	2.0	8.0	2.0	9.0	5.0	18.0	7.0	1.0	9.0	50.0	33.0	34.0	35.0	68.0	34.0	81.0	63.0	19.0	19.0	18.0	24.0	13.0	12.0	13.0	47.0	22.0	Protein kinase domain
PF03983.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	SLA1 homology domain 1, SHD1
PF08305.14	16.0	34.0	0.0	27.0	2.0	45.0	20.0	18.0	9.0	10.0	3.0	12.0	5.0	14.0	59.0	16.0	23.0	37.0	9.0	30.0	13.0	32.0	8.0	1.0	4.0	0.0	4.0	17.0	7.0	0.0	59.0	29.0	41.0	12.0	10.0	44.0	46.0	6.0	11.0	10.0	25.0	28.0	NPCBM/NEW2 domain
PF03692.18	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	2.0	0.0	4.0	1.0	8.0	6.0	5.0	1.0	3.0	0.0	2.0	6.0	2.0	4.0	3.0	1.0	Putative zinc- or iron-chelating domain
PF08238.15	9.0	13.0	32.0	54.0	31.0	24.0	10.0	6.0	13.0	7.0	0.0	21.0	18.0	47.0	25.0	15.0	6.0	18.0	0.0	32.0	0.0	35.0	20.0	6.0	72.0	189.0	359.0	255.0	369.0	555.0	149.0	505.0	644.0	271.0	219.0	109.0	349.0	266.0	325.0	299.0	648.0	177.0	Sel1 repeat
PF04519.16	2.0	24.0	0.0	7.0	1.0	21.0	1.0	6.0	1.0	4.0	0.0	2.0	2.0	6.0	1.0	5.0	3.0	12.0	6.0	2.0	2.0	11.0	7.0	0.0	47.0	20.0	19.0	11.0	5.0	12.0	37.0	20.0	6.0	34.0	16.0	18.0	12.0	7.0	6.0	13.0	19.0	18.0	Polymer-forming cytoskeletal
PF02594.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Uncharacterised ACR, YggU family COG1872
PF01120.20	2.0	4.0	4.0	0.0	10.0	5.0	4.0	1.0	3.0	2.0	17.0	19.0	0.0	9.0	4.0	1.0	0.0	5.0	2.0	0.0	1.0	2.0	4.0	0.0	9.0	4.0	8.0	11.0	11.0	21.0	12.0	23.0	14.0	5.0	13.0	7.0	13.0	7.0	2.0	2.0	18.0	3.0	Alpha-L-fucosidase
PF13899.9	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	2.0	2.0	7.0	1.0	0.0	3.0	1.0	11.0	0.0	7.0	12.0	3.0	7.0	2.0	4.0	5.0	9.0	1.0	2.0	2.0	1.0	4.0	2.0	Thioredoxin-like
PF05656.17	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	5.0	0.0	8.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	Protein of unknown function (DUF805)
PF02535.25	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	7.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	11.0	9.0	10.0	18.0	15.0	12.0	18.0	7.0	12.0	1.0	0.0	2.0	6.0	4.0	11.0	8.0	4.0	ZIP Zinc transporter
PF03435.21	3.0	4.0	2.0	1.0	4.0	1.0	0.0	1.0	0.0	1.0	4.0	4.0	0.0	3.0	1.0	2.0	1.0	5.0	1.0	3.0	0.0	2.0	2.0	0.0	5.0	7.0	7.0	13.0	11.0	24.0	9.0	10.0	5.0	6.0	5.0	3.0	6.0	1.0	3.0	7.0	13.0	4.0	Saccharopine dehydrogenase NADP binding domain
PF16653.8	3.0	4.0	2.0	1.0	4.0	1.0	0.0	1.0	0.0	1.0	4.0	4.0	0.0	3.0	1.0	2.0	1.0	5.0	1.0	3.0	0.0	2.0	2.0	0.0	4.0	6.0	7.0	13.0	11.0	23.0	8.0	10.0	5.0	6.0	5.0	3.0	6.0	1.0	3.0	1.0	13.0	4.0	Saccharopine dehydrogenase C-terminal domain
PF03755.16	4.0	5.0	1.0	5.0	0.0	13.0	6.0	5.0	3.0	5.0	0.0	1.0	1.0	2.0	4.0	2.0	3.0	2.0	4.0	1.0	4.0	10.0	4.0	4.0	9.0	5.0	13.0	6.0	2.0	19.0	5.0	9.0	6.0	12.0	14.0	12.0	6.0	6.0	1.0	9.0	7.0	6.0	YicC-like family, N-terminal region
PF08340.14	4.0	5.0	1.0	5.0	0.0	13.0	6.0	5.0	3.0	5.0	0.0	1.0	1.0	2.0	4.0	2.0	3.0	2.0	4.0	1.0	4.0	10.0	4.0	4.0	9.0	5.0	13.0	6.0	2.0	19.0	5.0	9.0	6.0	12.0	14.0	12.0	7.0	6.0	1.0	9.0	7.0	6.0	Domain of unknown function (DUF1732)
PF07549.17	11.0	20.0	4.0	12.0	26.0	20.0	8.0	13.0	8.0	17.0	28.0	30.0	2.0	7.0	15.0	18.0	3.0	27.0	8.0	5.0	11.0	22.0	12.0	1.0	67.0	41.0	78.0	25.0	38.0	86.0	216.0	56.0	35.0	127.0	62.0	111.0	15.0	24.0	26.0	43.0	47.0	40.0	SecD/SecF GG Motif
PF02355.19	18.0	32.0	4.0	22.0	28.0	40.0	8.0	25.0	12.0	32.0	32.0	36.0	4.0	8.0	22.0	24.0	6.0	32.0	14.0	8.0	16.0	38.0	22.0	2.0	94.0	48.0	92.0	40.0	47.0	108.0	296.0	75.0	43.0	161.0	68.0	118.0	19.0	39.0	36.0	69.0	58.0	49.0	Protein export membrane protein
PF13202.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	EF hand
PF03641.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	Possible lysine decarboxylase
PF17291.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	N-terminal domain of M60-like peptidases
PF13402.9	8.0	26.0	2.0	12.0	5.0	33.0	12.0	22.0	5.0	8.0	8.0	3.0	4.0	12.0	25.0	24.0	9.0	20.0	9.0	14.0	9.0	25.0	18.0	2.0	3.0	7.0	8.0	8.0	6.0	6.0	22.0	34.0	28.0	15.0	25.0	19.0	20.0	4.0	14.0	14.0	39.0	33.0	Peptidase M60, enhancin and enhancin-like
PF05977.16	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	1.0	14.0	6.0	5.0	3.0	0.0	1.0	3.0	0.0	0.0	2.0	4.0	1.0	Transmembrane secretion effector
PF19528.2	0.0	7.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	3.0	5.0	0.0	7.0	10.0	7.0	2.0	9.0	19.0	19.0	15.0	7.0	11.0	1.0	4.0	0.0	1.0	1.0	4.0	4.0	2.0	Family of unknown function (DUF6056)
PF19580.2	3.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	3.0	0.0	3.0	6.0	8.0	3.0	5.0	0.0	2.0	0.0	0.0	1.0	3.0	Endonuclease/Exonuclease/phosphatase family
PF03030.19	5.0	1.0	1.0	2.0	15.0	5.0	2.0	7.0	3.0	9.0	12.0	24.0	4.0	0.0	7.0	7.0	3.0	7.0	0.0	2.0	1.0	5.0	3.0	2.0	14.0	7.0	13.0	9.0	12.0	8.0	25.0	14.0	17.0	22.0	7.0	20.0	12.0	8.0	7.0	12.0	14.0	1.0	Inorganic H+ pyrophosphatase
PF04715.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	1.0	2.0	2.0	2.0	7.0	0.0	4.0	1.0	0.0	1.0	4.0	1.0	Anthranilate synthase component I, N terminal region
PF00425.21	2.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	4.0	6.0	1.0	4.0	5.0	2.0	7.0	0.0	5.0	1.0	0.0	2.0	5.0	1.0	chorismate binding enzyme
PF00697.25	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	6.0	0.0	3.0	0.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0	1.0	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF13088.9	5.0	12.0	0.0	16.0	2.0	12.0	11.0	5.0	5.0	9.0	5.0	6.0	4.0	5.0	19.0	6.0	8.0	19.0	10.0	13.0	9.0	17.0	1.0	0.0	6.0	1.0	3.0	20.0	4.0	0.0	30.0	15.0	29.0	10.0	4.0	12.0	20.0	1.0	8.0	7.0	12.0	5.0	BNR repeat-like domain
PF00507.22	0.0	1.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	3.0	6.0	2.0	4.0	0.0	2.0	0.0	1.0	0.0	1.0	NADH-ubiquinone/plastoquinone oxidoreductase, chain 3
PF06044.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dam-replacing family
PF17726.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Dam-replacing HTH domain
PF01835.22	1.0	3.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	5.0	3.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	1.0	1.0	2.0	0.0	2.0	1.0	5.0	9.0	3.0	20.0	30.0	3.0	14.0	17.0	1.0	12.0	12.0	1.0	4.0	3.0	6.0	12.0	2.0	MG2 domain
PF07703.17	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	Alpha-2-macroglobulin bait region domain
PF00207.25	1.0	3.0	2.0	2.0	2.0	0.0	0.0	1.0	0.0	3.0	5.0	3.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	1.0	1.0	2.0	0.0	2.0	1.0	5.0	11.0	4.0	22.0	30.0	3.0	12.0	17.0	2.0	12.0	12.0	1.0	7.0	3.0	6.0	12.0	2.0	Alpha-2-macroglobulin family
PF07678.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	A-macroglobulin TED domain
