FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b
PF13548.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13374.9	1	2	0	1	1	4	1	0	0	1	0	1
PF16197.8	0	0	0	0	0	0	0	0	0	0	0	0
PF00698.24	0	5	0	3	2	2	2	0	1	3	0	0
PF14765.9	0	0	0	0	0	0	0	0	0	0	0	0
PF08659.13	0	0	0	0	0	0	0	0	0	0	0	0
PF09826.12	1	1	0	2	0	3	2	0	1	0	0	3
PF08309.14	0	0	0	0	0	0	0	0	0	0	0	0
PF00111.30	4	6	3	4	1	10	6	9	5	4	1	1
PF01799.23	2	2	1	2	0	1	2	7	2	0	0	0
PF01315.25	1	2	0	2	2	0	3	6	3	0	0	1
PF02738.21	1	2	0	2	2	0	3	6	3	0	0	1
PF20256.1	2	4	0	4	2	0	3	6	4	0	0	1
PF03699.16	0	0	0	0	0	0	0	0	0	0	0	0
PF00174.22	0	0	0	0	0	0	0	0	0	0	0	0
PF03404.19	0	0	0	0	0	0	0	0	0	0	0	0
PF02504.18	27	25	2	26	20	45	19	24	35	29	5	31
PF04231.16	1	2	0	6	0	1	0	0	1	1	3	3
PF13564.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13305.9	0	0	1	0	0	1	0	0	1	0	0	0
PF01526.20	0	0	2	0	2	0	0	0	0	0	3	0
PF13732.9	0	2	1	0	8	1	1	0	1	4	2	2
PF00543.25	0	1	0	1	0	3	0	1	0	0	0	1
PF16450.8	0	0	0	0	0	0	0	0	0	0	0	0
PF01877.20	0	0	0	0	0	0	0	0	0	0	0	0
PF13589.9	4	17	1	13	3	28	6	11	11	20	16	30
PF01119.22	0	1	0	2	1	9	0	1	1	6	5	10
PF08676.14	0	1	0	2	1	9	0	1	1	6	4	10
PF04375.17	0	0	0	0	0	0	0	0	0	0	0	0
PF09982.12	0	0	0	0	0	0	0	0	0	0	0	0
PF03481.16	1	2	1	0	0	2	0	4	3	2	0	3
PF17773.4	0	0	0	0	0	0	0	0	0	0	0	0
PF14198.9	3	6	5	3	2	5	3	7	7	0	2	4
PF01420.22	0	5	4	3	0	20	3	7	0	9	0	9
PF18938.3	0	1	0	0	0	0	0	0	0	0	0	0
PF18651.4	0	1	0	0	0	0	0	0	0	0	0	0
PF20009.2	0	1	0	0	0	0	0	0	0	0	0	0
PF19076.3	0	1	0	0	0	0	0	0	0	0	0	0
PF07338.16	0	0	0	0	0	0	0	0	0	0	0	0
PF13937.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04816.15	0	1	0	0	0	0	0	0	0	0	0	0
PF13936.9	0	2	0	2	0	3	0	1	1	0	2	1
PF02657.18	0	0	0	0	0	1	0	0	0	0	0	0
PF14258.9	0	0	0	0	0	0	0	0	0	0	1	0
PF13415.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13188.10	1	0	1	1	1	1	2	1	1	3	0	2
PF01928.24	0	1	0	0	1	2	0	0	0	0	0	0
PF05235.17	0	0	0	0	0	0	0	0	0	0	0	0
PF20592.1	0	0	0	0	0	0	0	0	0	0	0	0
PF07501.15	5	12	0	7	1	17	4	2	2	4	3	6
PF18267.4	2	2	0	1	0	0	1	2	1	0	0	1
PF03460.20	6	19	2	11	5	26	7	2	14	22	8	25
PF01077.25	5	18	2	11	4	26	7	2	13	22	8	24
PF06271.15	1	0	0	0	1	6	0	1	1	0	0	4
PF01026.24	0	6	1	2	1	5	1	0	1	0	1	1
PF08291.14	0	0	1	0	0	0	0	0	1	0	0	0
PF05099.16	0	0	0	0	0	0	0	0	0	0	0	0
PF09339.13	0	0	0	1	1	1	0	0	1	2	0	2
PF01614.21	0	0	0	1	1	1	0	0	1	2	0	2
PF08450.15	0	0	0	0	0	0	0	0	0	0	0	0
PF03918.17	0	0	0	0	0	0	0	0	0	0	0	0
PF11950.11	1	0	0	0	0	0	0	0	0	0	0	0
PF13487.9	2	26	0	5	0	20	0	5	3	6	1	10
PF04227.15	0	0	0	0	0	0	0	0	0	0	0	0
PF00309.23	0	2	1	1	2	0	0	1	0	0	0	1
PF04963.16	0	2	1	1	2	0	0	1	0	0	0	1
PF04552.16	0	2	1	1	2	0	0	1	0	0	0	1
PF10986.11	0	0	0	0	0	0	0	0	0	0	0	0
PF02005.19	0	0	0	0	0	0	0	0	0	0	0	0
PF00067.25	0	1	0	0	0	0	1	1	1	0	1	3
PF13533.9	0	1	0	0	1	1	0	0	1	1	1	2
PF13175.9	1	4	1	1	1	16	1	3	0	3	0	9
PF14716.9	0	0	0	0	0	0	0	0	0	0	0	0
PF11349.11	0	0	0	0	0	0	0	0	0	0	0	0
PF04026.15	39	69	9	47	17	43	18	40	31	10	14	28
PF19302.2	6	20	2	15	16	26	5	13	15	20	4	19
PF00764.22	5	3	0	11	8	6	4	1	4	12	1	5
PF01813.20	9	10	3	34	9	27	21	25	14	16	5	16
PF07882.15	24	67	5	33	15	76	23	26	41	23	12	28
PF02952.20	32	78	7	45	24	85	37	41	57	39	20	41
PF02632.17	2	2	0	0	0	4	0	1	0	1	0	0
PF02127.18	6	16	3	8	10	22	6	4	13	9	5	19
PF05167.15	2	7	2	4	3	5	1	4	1	2	2	6
PF12010.11	4	1	0	4	5	2	0	7	1	2	2	19
PF06838.14	1	1	0	1	1	3	0	1	2	0	0	4
PF07264.14	0	0	0	0	0	0	0	0	0	0	0	0
PF12005.11	0	0	0	0	0	0	0	0	0	0	0	0
PF02011.18	0	0	0	0	0	0	0	0	0	0	0	0
PF09991.12	0	0	0	0	0	0	0	0	0	0	0	0
PF13407.9	213	831	11	346	209	1012	214	251	227	294	78	221
PF16078.8	0	0	0	0	1	0	0	0	0	0	0	0
PF13672.9	0	5	0	2	0	1	1	1	2	1	2	4
PF13173.9	1	2	1	1	0	5	1	1	5	1	2	0
PF13635.9	1	1	1	1	0	3	1	1	4	1	2	0
PF12644.10	0	0	0	0	0	0	0	0	0	0	0	0
PF07788.14	0	0	0	0	0	0	0	0	0	0	0	0
PF09163.14	0	0	0	0	0	0	0	0	0	0	0	0
PF01863.20	1	4	1	2	1	2	4	0	2	2	1	1
PF07833.14	0	0	0	0	0	2	1	0	0	0	10	0
PF17202.7	0	2	1	6	3	4	6	5	5	10	4	9
PF10418.12	16	14	3	20	16	30	14	12	23	16	6	36
PF11545.11	0	0	0	0	0	0	0	0	0	0	0	0
PF00290.23	0	0	0	0	0	1	0	0	0	0	0	1
PF13510.9	8	16	1	21	20	27	17	23	23	15	5	22
PF10588.12	3	12	1	12	13	18	8	12	18	11	5	17
PF00037.30	43	112	10	96	42	149	56	64	85	80	54	117
PF01817.24	4	1	0	1	6	8	1	0	0	5	3	7
PF02153.20	1	1	0	1	1	1	0	1	0	0	0	0
PF16177.8	0	0	0	0	0	0	0	0	0	0	0	0
PF13125.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01257.22	10	13	2	21	9	21	17	10	26	17	16	13
PF13237.9	1	6	2	6	1	8	5	2	9	4	4	5
PF01496.22	33	35	0	60	26	72	44	37	36	51	7	36
PF14194.9	0	0	1	0	2	2	0	0	1	0	1	0
PF12844.10	3	8	2	3	2	6	4	7	6	4	2	6
PF01967.24	0	0	0	0	0	0	1	0	0	0	0	0
PF01758.19	1	0	0	0	0	3	0	0	3	0	0	2
PF13623.9	4	8	1	2	6	0	1	1	0	0	1	4
PF00732.22	0	0	0	0	0	0	0	0	1	0	0	0
PF05199.16	0	0	0	0	0	0	0	0	1	0	0	0
PF12895.10	3	4	0	1	0	2	1	0	3	0	1	1
PF18942.3	0	0	0	0	0	0	0	0	1	0	0	0
PF10825.11	0	0	0	0	0	2	0	0	1	0	0	0
PF02167.18	0	0	0	0	0	0	0	0	0	0	0	0
PF13144.9	0	0	0	0	0	0	0	0	0	0	0	0
PF14535.9	1	5	1	2	0	19	6	4	5	2	1	7
PF02771.19	109	261	19	155	64	250	91	116	105	100	50	165
PF02770.22	109	261	19	155	64	250	91	116	104	100	50	165
PF00441.27	110	262	19	155	64	250	91	116	104	100	50	165
PF18952.3	3	1	0	5	4	3	1	2	7	3	1	2
PF01547.28	134	543	9	155	137	796	72	161	126	144	42	212
PF07683.17	0	0	0	0	0	1	2	0	1	2	2	3
PF01915.25	12	19	7	13	25	21	9	4	7	14	6	9
PF00150.21	0	0	1	0	1	2	1	0	2	0	2	1
PF12161.11	5	19	2	11	7	17	5	3	8	11	6	7
PF18537.4	17	9	2	19	7	14	20	19	10	12	4	14
PF03598.18	17	9	2	19	7	14	20	20	10	13	4	14
PF19436.2	17	9	2	19	7	14	21	20	11	13	4	16
PF03063.23	12	9	2	30	4	12	21	19	9	6	6	13
PF03060.18	6	9	0	4	0	3	0	1	0	4	0	3
PF05598.14	21	31	6	51	18	51	26	49	64	27	24	55
PF01076.22	0	4	6	2	10	4	5	0	1	3	12	0
PF09338.14	140	127	20	235	155	221	190	190	180	143	65	191
PF04723.17	31	38	1	58	32	63	51	47	49	24	14	48
PF19789.2	0	3	0	0	0	2	0	1	0	2	1	4
PF13290.9	6	12	6	3	35	13	0	4	14	8	2	11
PF05729.15	1	1	0	2	0	0	0	1	0	0	0	0
PF12750.10	0	0	0	0	0	0	0	0	0	0	1	0
PF19478.2	0	1	2	0	1	1	0	1	2	3	1	0
PF14193.9	0	0	0	0	2	0	1	0	0	0	1	0
PF18852.4	0	0	0	1	1	1	0	0	0	0	0	0
PF08401.14	2	1	3	1	5	3	0	1	3	0	9	1
PF06114.16	2	1	4	2	4	3	2	3	2	4	7	1
PF14191.9	3	1	5	2	3	5	0	1	4	0	11	1
PF14195.9	3	1	3	2	3	5	0	1	3	0	10	1
PF12645.10	1	1	1	2	1	4	0	2	2	0	1	1
PF00301.23	17	21	1	28	4	18	15	13	15	8	8	25
PF02920.18	39	127	7	76	30	111	51	68	45	32	19	54
PF14283.9	0	0	0	1	0	0	0	0	0	0	3	0
PF12666.10	0	0	2	0	2	0	0	0	0	1	3	0
PF12642.10	0	0	0	0	0	0	0	0	0	0	0	0
PF00042.25	0	0	0	0	0	0	0	0	0	0	0	0
PF12728.10	0	2	2	3	1	2	1	0	2	2	2	7
PF02545.17	0	1	2	1	0	6	1	3	6	1	1	1
PF13620.9	0	0	1	1	1	0	0	0	0	0	0	0
PF04413.19	0	0	1	0	0	0	0	0	0	0	3	2
PF03575.20	0	0	0	0	0	1	1	0	0	0	1	1
PF04613.17	0	0	0	1	3	0	1	0	1	0	0	0
PF11028.11	2	1	1	0	4	0	1	0	0	1	2	1
PF02417.18	1	0	1	0	1	0	0	0	1	0	0	2
PF13304.9	2	5	3	4	3	5	2	4	4	1	1	7
PF12186.11	1	1	0	1	9	1	1	1	0	0	2	3
PF01502.21	1	3	0	0	0	8	1	0	1	0	1	2
PF01503.20	1	3	0	0	0	8	1	0	1	0	1	2
PF08328.14	0	0	0	0	6	0	0	0	0	0	0	0
PF12008.11	4	11	1	4	3	6	3	4	2	0	1	2
PF04973.15	0	0	0	0	0	0	0	0	1	0	0	1
PF16403.8	1	1	0	3	0	2	0	1	3	2	2	16
PF02190.19	1	8	0	6	4	17	2	1	3	4	4	10
PF04327.15	3	3	0	4	2	10	1	2	7	3	1	6
PF01032.21	0	2	0	3	1	2	1	0	1	1	1	3
PF05582.15	0	0	0	0	0	0	0	0	0	0	0	0
PF01867.19	0	1	1	0	0	1	0	0	0	0	0	0
PF04468.15	2	5	2	2	7	6	1	3	3	4	2	6
PF09491.13	0	0	2	2	1	1	0	0	0	1	0	1
PF07355.15	36	66	3	101	48	99	69	97	76	45	16	87
PF05544.14	20	11	1	13	17	37	18	22	26	28	9	19
PF19571.2	0	3	0	1	0	2	0	1	0	0	0	1
PF13751.9	16	21	5	37	16	37	20	31	27	21	17	22
PF02604.22	1	4	4	8	4	2	2	1	1	2	0	3
PF13401.9	1	4	3	3	2	6	2	5	2	2	0	1
PF09299.14	0	2	1	3	3	2	3	2	0	0	0	0
PF20020.2	0	1	0	0	1	0	1	0	1	0	0	0
PF05164.16	0	7	0	1	5	10	3	3	3	0	2	3
PF00269.23	30	52	79	59	46	56	16	49	28	23	12	30
PF02616.17	0	0	0	0	1	2	0	0	0	3	1	2
PF01992.19	9	13	3	22	16	22	10	19	10	11	3	21
PF19568.2	0	1	0	0	0	0	0	0	0	1	0	1
PF18980.3	0	4	0	4	0	10	1	2	0	3	1	1
PF01946.20	0	0	0	1	0	1	4	8	1	1	1	1
PF18075.4	1	9	1	3	2	6	4	0	2	1	4	3
PF12663.10	2	5	0	0	0	4	1	2	0	0	1	1
PF13847.9	1	1	0	2	0	3	3	0	3	2	2	4
PF14082.9	0	0	0	1	0	0	0	1	0	0	0	0
PF18828.4	1	1	0	0	1	1	0	0	2	0	5	1
PF05713.14	0	0	2	1	3	1	1	0	1	1	2	0
PF13588.9	0	0	2	2	2	0	1	0	0	1	0	4
PF08463.13	2	4	4	6	2	7	5	7	3	2	2	7
PF13263.9	0	4	0	2	0	3	2	0	1	1	0	2
PF02906.17	8	36	6	24	21	54	16	17	27	17	13	45
PF02256.20	3	8	1	8	13	16	7	8	16	9	4	16
PF12687.10	0	0	1	2	1	2	1	0	0	1	4	0
PF13150.9	0	0	0	0	0	0	0	0	0	0	0	0
PF12991.10	0	0	1	0	0	0	0	0	0	0	1	0
PF01656.26	6	2	1	6	4	3	4	4	3	2	3	12
PF01609.24	25	80	18	52	35	67	48	36	38	26	33	38
PF02401.21	21	59	3	46	23	48	42	25	21	27	11	41
PF04060.16	4	10	1	13	2	23	11	8	14	9	5	14
PF13375.9	16	29	6	16	15	67	18	24	23	34	9	20
PF14266.9	4	2	0	9	4	6	2	2	15	12	0	12
PF12685.10	1	1	1	3	2	7	1	1	3	4	0	1
PF03313.18	2	6	3	6	7	2	5	3	1	7	4	8
PF13458.9	5	8	1	3	3	16	2	0	8	3	6	4
PF00941.24	2	0	0	0	1	0	0	1	1	0	0	0
PF03450.20	2	0	0	0	1	0	0	1	0	0	0	0
PF02629.22	9	9	1	11	6	10	4	5	13	14	5	7
PF04199.16	0	0	0	0	1	2	0	0	2	1	0	1
PF01311.23	1	6	0	4	1	8	2	2	4	3	1	5
PF12733.10	5	2	0	4	0	8	1	2	1	0	0	4
PF02561.17	9	60	0	22	2	69	13	20	29	1	5	31
PF02465.21	34	40	8	114	10	101	82	79	66	26	20	110
PF07195.15	53	63	9	157	14	154	107	102	90	38	26	141
PF20074.2	6	7	0	5	7	8	5	13	12	9	2	6
PF06429.16	72	485	0	140	37	465	87	93	130	96	28	143
PF01814.26	4	24	0	11	7	23	0	5	13	6	5	18
PF07194.14	37	153	2	48	28	167	32	62	34	33	23	61
PF02895.17	37	153	2	48	28	167	32	62	34	33	23	61
PF01139.20	0	0	0	0	1	4	2	0	1	0	1	2
PF05076.16	0	0	0	0	1	0	0	0	0	0	0	0
PF09951.12	0	0	0	0	1	1	0	0	1	0	1	2
PF12673.10	5	9	0	5	5	21	0	3	3	0	3	0
PF08220.15	4	9	2	4	1	7	2	5	6	4	1	9
PF00455.25	4	9	1	4	1	7	2	5	6	4	1	8
PF03788.17	0	1	0	0	0	0	1	0	0	0	0	1
PF03116.18	4	3	3	3	4	10	5	1	0	6	0	3
PF06580.16	3	9	1	10	1	15	4	7	8	3	2	6
PF04233.17	0	0	2	1	2	0	0	0	2	1	2	2
PF03496.17	0	0	0	0	0	0	0	0	0	0	0	0
PF13479.9	0	0	0	0	0	1	0	0	0	0	0	0
PF01507.22	1	5	0	0	2	3	0	2	3	2	1	7
PF13714.9	0	0	0	1	1	0	0	0	0	0	0	0
PF12958.10	0	0	0	0	2	0	0	0	0	0	2	0
PF14236.9	0	0	0	0	0	6	0	0	0	2	2	0
PF17746.4	0	4	0	1	0	9	0	0	2	0	0	0
PF03749.16	0	4	0	1	0	9	0	0	2	0	0	0
PF07943.16	1	5	0	0	3	4	0	1	1	0	1	3
PF08769.14	0	6	0	3	1	13	0	3	2	0	1	4
PF18144.4	0	0	0	0	0	0	0	0	0	0	0	0
PF10048.12	0	0	0	0	0	0	0	0	0	0	0	0
PF08013.14	0	10	0	2	0	6	2	3	1	0	2	1
PF01487.18	0	1	0	0	0	2	0	0	2	1	1	2
PF13320.9	9	14	0	17	0	13	4	7	32	9	11	18
PF02719.18	2	12	1	2	2	9	2	1	4	7	3	5
PF08485.13	0	3	0	0	0	0	1	0	0	0	0	0
PF12911.10	5	19	0	8	3	11	1	2	1	9	2	11
PF07804.15	1	14	0	2	0	15	1	1	1	1	0	2
PF20613.1	0	0	0	0	0	0	0	0	0	0	0	0
PF00801.23	0	2	0	1	0	0	0	0	0	1	0	10
PF01113.23	1	5	1	0	0	10	1	1	1	2	1	4
PF05173.17	1	5	1	0	0	10	1	1	1	2	1	4
PF05922.19	1	3	0	0	0	0	0	0	0	0	0	0
PF07532.14	23	62	0	30	0	73	9	20	97	8	39	59
PF19192.3	0	0	0	0	0	0	0	0	0	0	0	0
PF19191.3	0	0	0	0	0	0	0	0	0	0	0	0
PF14284.9	0	0	2	0	2	0	0	0	0	0	0	0
PF09357.13	0	0	0	0	0	0	0	0	0	0	0	1
PF07693.17	0	0	0	1	3	4	0	0	2	3	0	0
PF13238.9	0	1	0	0	0	0	1	0	0	0	0	0
PF00923.22	5	4	1	5	3	1	6	2	5	4	2	4
PF10991.11	0	0	0	0	0	1	0	1	0	1	0	0
PF10926.11	0	1	1	3	0	2	0	4	0	0	0	2
PF05673.16	0	1	0	1	0	3	3	1	1	1	1	2
PF14202.9	0	0	0	0	0	1	0	0	0	0	1	0
PF15583.9	0	0	0	0	0	0	0	0	0	0	0	0
PF14568.9	0	1	1	1	0	1	0	0	2	0	1	0
PF14080.9	0	0	0	0	0	0	0	0	1	0	1	1
PF14062.9	0	0	0	0	0	0	1	1	0	0	0	1
PF00145.20	5	37	3	16	3	21	20	32	6	3	6	5
PF00326.24	10	11	2	3	9	4	1	3	7	1	5	6
PF07881.15	24	67	5	33	15	76	23	26	41	23	11	28
PF13853.9	0	0	0	0	0	0	0	0	0	0	0	0
PF00183.21	5	36	9	24	9	50	14	25	25	28	25	30
PF00639.24	3	7	0	0	12	5	1	0	1	0	1	0
PF13448.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01716.21	0	0	0	0	0	0	0	0	0	0	0	0
PF18998.3	10	44	32	11	85	45	5	23	19	29	12	31
PF20597.1	0	0	0	0	0	0	0	0	0	0	0	1
PF18205.4	0	0	0	0	0	0	0	0	0	0	0	0
PF19778.2	0	0	0	0	0	0	0	0	0	0	0	0
PF13151.9	0	1	0	0	1	1	0	0	0	0	0	1
PF19553.2	1	0	0	0	1	0	1	0	1	1	2	0
PF10646.12	0	6	0	4	1	16	0	4	5	4	0	0
PF19364.2	36	25	6	63	33	56	32	44	47	31	9	33
PF13707.9	0	0	0	0	0	0	0	0	0	0	0	0
PF00460.23	70	496	0	134	34	468	87	94	122	96	25	141
PF02028.20	1	3	0	0	1	2	0	0	0	0	0	2
PF14203.9	2	4	1	1	0	3	0	0	3	0	1	2
PF17295.5	0	0	0	0	0	0	0	0	10	5	2	9
PF04326.17	13	19	4	15	7	24	16	27	9	8	6	9
PF13749.9	9	18	1	14	5	24	19	25	6	8	6	11
PF08002.14	0	1	0	0	0	0	0	1	2	0	0	0
PF13702.9	0	0	0	0	0	0	2	0	0	1	0	0
PF13586.9	2	0	0	2	2	1	3	8	14	8	1	22
PF13358.9	0	35	1	7	3	44	7	10	5	2	2	4
PF03050.17	25	64	5	40	16	56	37	45	38	15	43	37
PF13817.9	16	46	0	24	6	42	20	26	20	12	10	22
PF18610.4	0	4	1	12	0	5	9	6	19	20	4	15
PF17802.4	4	10	172	50	176	79	2	12	79	57	267	62
PF18202.4	0	0	0	0	0	0	0	0	4	0	0	7
PF12636.10	0	0	0	1	0	0	0	0	2	0	0	0
PF03235.17	3	7	0	6	0	6	4	3	5	4	2	9
PF03652.18	0	2	0	0	3	7	1	0	6	2	2	7
PF13166.9	0	0	0	0	1	0	0	2	0	0	0	0
PF17853.4	11	35	0	11	9	41	12	19	13	6	7	8
PF13556.9	8	26	0	11	8	34	8	12	11	7	7	6
PF02508.17	4	9	2	14	5	17	7	5	3	8	3	12
PF00793.23	2	4	0	2	3	3	0	2	0	5	1	4
PF18840.4	0	1	1	2	0	4	0	5	2	1	3	1
PF11175.11	0	0	0	0	0	0	0	2	1	1	0	0
PF03644.16	0	0	0	1	0	0	0	0	0	1	0	10
PF18911.3	0	0	1	0	0	0	0	0	0	0	2	0
PF01074.25	2	2	0	6	2	2	0	0	1	3	0	23
PF09261.14	2	2	0	6	2	2	0	0	1	3	0	22
PF07748.16	2	2	0	6	2	2	0	0	1	3	0	22
PF17677.4	2	2	0	6	2	2	0	0	1	3	0	22
PF14524.9	3	5	0	1	1	13	0	2	2	2	4	5
PF02441.22	1	13	1	3	1	26	3	2	3	7	0	12
PF01229.20	0	0	1	0	0	1	0	0	2	0	0	0
PF02342.21	6	6	0	14	4	14	5	5	10	10	1	12
PF08501.14	0	5	0	0	4	0	1	2	1	0	1	0
PF18317.4	0	4	0	0	0	0	1	2	1	0	1	0
PF02614.17	1	6	0	4	1	3	2	4	3	1	1	7
PF16107.8	0	0	0	0	0	0	0	0	1	0	0	0
PF05717.16	1	4	2	1	8	5	14	10	0	0	0	3
PF05136.16	0	1	0	0	0	1	0	0	0	0	1	0
PF00882.21	0	2	0	0	0	1	1	0	1	1	1	3
PF10369.12	0	3	0	2	3	8	1	0	0	5	0	3
PF16736.8	0	1	0	0	3	0	1	0	0	2	0	1
PF17678.4	1	1	3	1	13	1	0	1	1	0	0	5
PF07971.15	1	1	3	1	14	1	0	1	1	0	0	5
PF13306.9	124	469	18	252	38	521	52	144	454	208	168	378
PF03422.18	3	3	0	1	0	0	3	1	9	3	4	6
PF17851.4	0	0	3	1	0	3	0	1	1	0	2	1
PF02219.20	5	3	1	7	5	11	3	5	5	4	2	5
PF05683.15	7	10	0	4	3	4	5	3	3	8	1	3
PF18842.4	0	0	0	0	0	0	0	0	0	0	0	0
PF18830.4	1	0	1	1	2	0	0	0	4	1	3	0
PF14096.9	0	0	0	0	0	0	1	0	0	0	0	0
PF07005.14	0	0	0	0	0	1	1	1	0	0	0	2
PF17042.8	0	0	0	0	0	1	1	1	0	0	0	2
PF10076.12	0	0	0	0	0	2	0	0	0	0	0	0
PF04865.17	0	3	0	0	0	4	0	0	1	0	1	4
PF10934.11	0	0	0	0	0	2	0	0	0	0	0	0
PF08890.14	0	0	0	0	0	2	0	0	0	0	0	0
PF09393.13	1	0	0	1	0	2	0	0	1	0	0	0
PF17481.5	0	1	0	1	0	6	0	0	0	0	1	1
PF04984.17	0	1	0	1	0	6	0	0	0	0	1	1
PF17482.5	0	1	0	1	0	6	0	0	0	0	1	1
PF04883.15	0	0	0	0	0	0	0	0	0	0	0	0
PF06810.14	1	0	0	0	0	17	0	0	0	0	0	0
PF05133.17	0	0	0	0	1	0	0	0	0	0	1	0
PF04466.16	0	0	0	0	0	0	0	0	0	0	0	0
PF17288.5	0	0	0	0	0	0	0	0	0	0	0	0
PF03747.17	0	0	0	0	0	0	0	1	1	0	0	1
PF05037.16	0	0	0	0	0	0	0	0	0	0	0	0
PF04295.16	0	0	0	3	0	2	2	0	1	0	0	1
PF18152.4	0	0	0	0	0	1	0	2	0	0	0	0
PF04223.15	0	0	0	0	0	1	0	0	0	1	0	0
PF06808.15	3	9	0	8	0	16	4	2	2	1	3	9
PF06130.15	8	24	2	40	16	38	26	16	14	18	6	4
PF02562.19	1	10	1	2	4	11	3	2	3	5	4	5
PF03354.18	0	0	1	0	2	1	0	1	0	0	0	0
PF20441.1	0	1	1	0	2	1	0	1	0	0	0	0
PF01557.21	0	0	0	0	0	1	0	0	0	0	0	0
PF05063.17	0	0	0	0	1	0	0	0	0	0	3	0
PF18789.4	0	0	1	0	1	0	0	0	0	0	3	0
PF01297.20	0	0	0	1	1	1	0	0	1	0	0	1
PF08376.13	0	0	0	0	0	0	0	0	0	0	0	0
PF02595.18	0	5	0	0	0	1	1	0	0	0	0	1
PF09913.12	3	5	0	1	1	2	2	2	2	3	1	0
PF06180.14	0	0	0	3	0	4	2	0	1	0	0	3
PF13149.9	3	3	0	1	2	0	0	0	0	0	1	2
PF20164.1	0	0	0	0	0	0	0	0	0	0	0	0
PF05425.16	0	0	0	0	0	0	0	0	0	0	0	0
PF09678.13	0	0	0	0	0	0	0	0	0	0	0	0
PF06769.17	4	4	0	3	2	7	3	2	1	2	1	1
PF07366.15	6	29	0	8	15	36	0	7	9	1	0	0
PF17179.7	6	1	1	7	4	11	9	5	8	5	3	16
PF14310.9	12	19	7	13	25	21	9	4	7	14	5	9
PF03473.20	0	0	0	0	0	1	0	0	1	0	0	0
PF20501.1	1	1	0	0	0	0	0	0	0	1	0	1
PF04039.16	1	1	0	0	0	0	0	0	0	1	0	1
PF02305.20	0	0	0	0	0	0	0	0	0	0	0	0
PF14322.9	22	50	7	14	70	5	10	5	14	3	12	26
PF07980.14	24	53	7	14	70	6	12	6	14	4	14	26
PF01298.21	0	0	0	0	0	0	0	0	0	0	0	0
PF02107.19	0	0	0	0	0	0	0	0	0	0	0	0
PF00296.23	0	0	0	0	0	0	0	0	0	0	0	1
PF03861.17	1	2	0	0	0	1	0	0	1	0	1	2
PF09856.12	0	0	0	0	0	0	0	0	0	0	0	0
PF07949.15	0	20	0	12	9	29	0	2	13	15	4	14
PF07352.15	0	0	0	0	0	0	0	0	0	0	0	0
PF06074.15	0	0	1	0	0	0	0	0	0	0	0	0
PF10124.12	0	0	0	0	0	0	0	0	0	0	0	0
PF07030.15	0	0	1	0	0	0	0	0	0	0	1	0
PF12730.10	11	4	1	11	2	1	5	4	2	6	2	5
PF01063.22	4	11	1	10	5	10	3	4	4	4	1	4
PF04439.15	1	3	0	0	1	3	0	0	0	0	0	2
PF06486.14	0	0	0	1	0	0	1	0	0	0	0	1
PF01473.23	329	355	8	485	122	534	330	105	83	253	41	119
PF19085.3	81	85	0	124	3	113	75	23	8	11	0	12
PF19127.3	100	140	6	153	70	215	80	27	73	149	23	105
PF01183.23	1	13	2	2	3	26	2	2	3	3	1	12
PF04293.16	0	0	0	0	0	0	0	0	0	0	0	0
PF20008.2	0	0	0	1	0	0	0	0	0	1	0	0
PF00188.29	0	39	0	2	1	27	2	3	1	0	3	2
PF09479.13	39	86	6	51	7	94	9	33	172	35	183	218
PF14014.9	0	0	0	0	0	0	1	0	2	0	0	0
PF04378.16	0	0	0	0	0	0	0	0	0	0	0	0
PF06472.18	0	0	0	0	0	0	0	0	0	0	0	0
PF02951.17	0	0	0	0	0	0	0	0	0	0	0	0
PF02955.19	0	0	0	0	0	0	0	0	0	0	0	0
PF13204.9	1	0	0	0	0	0	0	0	0	0	0	1
PF02324.19	0	0	0	0	0	0	0	0	0	0	0	0
PF13457.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13632.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13531.9	0	0	0	0	1	0	0	2	0	1	0	0
PF12399.11	2	1	1	1	1	2	2	1	1	2	2	0
PF00771.23	9	12	3	11	9	32	5	7	9	10	5	18
PF17391.5	6	8	0	2	3	2	4	4	6	2	1	3
PF01175.21	6	8	0	2	3	2	4	4	6	2	1	3
PF17392.5	6	8	0	2	3	2	4	4	6	2	1	3
PF09035.13	0	0	0	0	0	0	0	0	0	0	0	0
PF10105.12	0	1	0	1	0	0	0	1	1	0	0	0
PF01823.22	0	0	0	0	0	0	0	0	0	0	0	0
PF20142.2	0	0	0	0	0	0	0	0	0	0	0	0
PF12156.11	0	0	0	0	0	0	0	0	0	0	0	0
PF05895.15	0	0	0	0	0	2	0	0	0	0	0	0
PF05662.17	0	0	0	0	0	0	0	0	0	0	0	0
