FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b
PF02866.21	1.08596616630927	0.393454951516049	1.43673150011178	1.06996702373881	0.700936064994702	0.0661856713080056	0.31618701596711	1.2201901975128	2.07348191858379	2.433723579791	0.727321402495416	2.76016132957825
PF00478.28	0.348629973790803	0.511217966978498	0.78124301363738	0.594084755135899	0.232515012363123	0.398072468784111	1.07550116327246	1.15747566259636	1.60029504405725	0.866013200282863	0.589294696023234	0.879837279649525
PF00588.22	0.332142006194901	0.825947744442292	4.08316566063045	0.61020420703357	0.252719886965736	0.160104008590471	0.987825477260414	0.982049406336166	0.191539412304135	0.522845132395694	0.420878425518797	0.666910051806266
PF01288.23	0	0	0	0.0889334944595785	0.113723066054398	0	0.11983299869331	0	0	0	0.126588029140233	0.0571259691943952
PF01227.25	0	0	0	0.123568809782275	0.078929706817379	0	0	0.158544820212706	0	0	0.0928074245939675	0.0571259691943952
PF00528.25	9.86704789135097	11.9965702305124	1.10004471272077	10.2133420723839	5.05176616036736	9.41600773852311	5.63674028747172	6.2430926790839	8.38132450859216	6.00553940441581	3.43001314231013	5.74684468551163
PF01594.19	0	0.247273846013605	0.416498993963783	0.243717100546873	0.042688096079124	0.301687033536558	0.0885999298849476	0.38154859040009	0.47972568876839	0.228412037400801	0.319228335469635	0.0982406731337575
PF02776.21	0.227162258756254	0.3142853887262	0.555443773753633	0.334657845687483	0.275256093253267	0.321894163272188	0.341587787232686	0.784480333127005	0.320920218492086	0.477626306277992	0.218778900913472	0.446855116303327
PF00205.25	0.227162258756254	0.215779218559497	0.555443773753633	0.334657845687483	0.249010950194278	0.148238864779958	0.341587787232686	0.733245174722863	0.320920218492086	0.418126817003222	0.218778900913472	0.446855116303327
PF02775.24	5.23087919942816	3.57078884698214	4.33936955063716	5.8013436290273	2.29074531967503	4.07352484403149	3.9918092870574	6.69025378425525	6.09337745703919	5.810403080066	2.9236123505265	5.78303953270053
PF07517.17	0.744436502263522	0.417816570002621	0.711938296445339	0.532986502263277	0.32331331684917	0.348357782451656	0.415272333237722	0.751617804287885	0.599976077508871	0.624970535082895	0.221034186231402	0.405305796043253
PF01043.23	0.624112461281868	0.417816570002621	0.711938296445339	0.532986502263277	0.32331331684917	0.348357782451656	0.415272333237722	0.751617804287885	0.332323272596786	0.624970535082895	0.221034186231402	0.405305796043253
PF07516.16	0.744436502263522	0.417816570002621	0.711938296445339	0.532986502263277	0.32331331684917	0.370384175075211	0.415272333237722	0.751617804287885	0.599976077508871	0.624970535082895	0.221034186231402	0.405305796043253
PF02810.18	0.989659280438408	0.695411401419765	2.57824726134585	0.925363046105319	0.37522077004592	0.722717712520966	1.08292698473404	1.02543469697822	0.616761692117539	0.896362064901391	0.592620836240326	0.334011334793644
