CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
925	3572	-10.021	0.000	0.7259	0.5308	1
927	3052	-2.999	0.000	0.7235	0.6106	1
927	3059	-1.979	0.000	0.8800	0.6422	1
927	9714	6.058	0.000	0.8568	0.4566	1
928	1268	1.979	0.000	0.7159	0.6468	1
928	1432	0.011	0.000	0.7327	0.5456	1
928	2432	1.979	0.000	0.7178	0.6468	1
928	4057	0.071	0.000	0.7582	0.6709	1
928	5820	-4.994	0.000	0.7201	0.4385	1
943	1096	2.016	0.000	0.7623	0.6610	1
943	1290	-6.948	0.000	0.7613	0.5647	1
943	1478	-9.984	0.000	0.8796	0.6682	1
943	1502	2.992	0.000	0.7603	0.4240	1
943	1508	-9.948	0.000	0.7672	0.6427	1
943	1554	-9.959	0.000	0.7015	0.6071	1
943	1574	3.995	0.000	0.7144	0.6331	1
943	1890	5.007	0.000	0.7894	0.6336	1
943	1959	-0.974	0.000	0.7287	0.4068	1
943	2165	6.011	0.000	0.7967	0.6689	1
943	2916	-4.969	0.000	0.7266	0.5857	1
943	2973	-9.995	0.000	0.7401	0.5700	1
943	3141	8.063	0.000	0.7661	0.5086	1
943	3253	4.031	0.000	0.7023	0.6024	1
943	3572	3.995	0.000	0.7768	0.7287	1
943	4510	-5.005	0.000	0.7357	0.5307	1
943	5329	-5.005	0.000	0.7100	0.4714	1
943	6209	-2.990	0.000	0.7070	0.4476	1
943	12400	2.073	0.000	0.7942	0.4249	1
943	14828	2.073	0.000	0.8108	0.4409	1
943	16216	0.057	0.000	0.7419	0.4662	1
943	17064	2.073	0.000	0.7756	0.4403	1
943	27968	-0.999	0.000	0.7514	0.4529	1
949	2629	-0.000	0.000	0.9821	0.9342	1
960	1871	0.993	0.000	0.7454	0.4556	1
960	2391	-1.022	0.000	0.7414	0.5760	1
960	2916	-0.038	0.000	0.7319	0.5514	1
960	5329	-0.075	0.000	0.7207	0.5456	1
1037	7384	1.968	0.000	0.7289	0.5716	1
1037	8152	-0.011	0.000	0.8273	0.6302	1
1037	14803	0.011	0.000	0.7265	0.6302	1
1049	1349	9.033	0.000	0.7148	0.3160	1
1049	5496	4.043	0.000	0.7056	0.3588	1
1056	1160	4.020	0.000	0.9086	0.6579	1
1056	2066	4.175	0.000	0.7461	0.4007	1
1056	5773	-1.958	0.000	0.9285	0.4779	1
1062	1063	-2.016	0.000	0.7524	0.8176	1
1062	9591	-4.979	0.000	0.7018	0.6216	1
1062	11760	-4.922	0.000	0.8259	0.4721	1
1075	18117	4.005	0.000	0.7775	0.5108	1
1084	1166	0.020	0.000	0.9981	0.9775	1
1084	1384	-0.977	0.000	0.8802	0.8150	1
1084	1386	-1.984	0.000	0.8020	0.5286	1
1084	2394	-0.977	0.000	0.8815	0.8023	1
1084	2423	-0.983	0.000	0.8872	0.8334	1
1084	2526	0.020	0.000	0.9978	0.9548	1
1084	2898	-3.909	0.000	0.7372	0.4937	1
1084	7124	0.127	0.000	0.9827	0.8556	1
1084	8343	0.104	0.000	0.7104	0.5020	1
1084	10151	0.020	0.000	0.9952	0.9395	1
1087	3572	-4.091	0.000	0.7220	0.5218	1
1087	4650	-0.035	0.000	0.7845	0.5836	1
1096	1502	0.976	0.000	0.8910	0.5731	1
1096	1574	1.979	0.000	0.9577	0.8313	1
1096	1890	2.992	0.000	0.8565	0.6972	1
1096	1959	-2.990	0.000	0.7688	0.3770	1
1096	1989	8.974	0.000	0.8026	0.3473	1
1096	2165	3.995	0.000	0.8519	0.8038	1
1096	2598	2.004	0.000	0.9102	0.8052	1
1096	5688	4.085	0.000	0.7323	0.5589	1
1096	6195	8.062	0.000	0.7748	0.3227	1
1096	8396	-3.974	0.000	0.7191	0.5216	1
1096	12400	0.057	0.000	0.8035	0.4130	1
1096	14828	0.057	0.000	0.8093	0.4484	1
1096	16216	-1.958	0.000	0.7674	0.4913	1
1096	17064	0.057	0.000	0.8076	0.3727	1
1116	1118	-0.015	0.000	0.7537	0.7917	1
1122	49739	4.979	0.000	0.8535	0.7376	1
1126	8113	-0.116	0.000	0.8829	0.7627	1
1126	38755	0.000	0.000	0.9813	0.9017	1
1126	42067	0.000	0.000	0.9708	0.9211	1
1126	49557	-0.024	0.000	0.9597	0.7024	1
1126	49561	1.971	0.000	0.8680	0.7481	1
1126	49679	2.963	0.000	0.8413	0.6485	1
1126	49705	0.000	0.000	0.9558	0.6685	1
1126	49709	1.995	0.000	0.8807	0.7903	1
1126	49736	0.997	0.000	0.7884	0.6460	1
1127	49803	0.000	0.000	0.9273	0.8074	1
1140	1160	-4.019	0.000	0.8627	0.4547	1
1149	1376	-0.013	0.000	0.9746	0.8473	1
1150	1794	2.972	0.000	0.7127	0.3160	1
1157	1686	0.036	0.000	0.9218	0.7654	1
1157	2673	0.037	0.000	0.8386	0.7741	1
1160	2066	0.155	0.000	0.9488	0.8282	1
1166	1384	-0.997	0.000	0.8795	0.7963	1
1166	1386	-2.005	0.000	0.8057	0.5505	1
1166	2394	-0.997	0.000	0.8803	0.7833	1
1166	2423	-1.003	0.000	0.8873	0.8143	1
1166	2526	0.000	0.000	0.9974	0.9538	1
1166	2880	-0.959	0.000	0.8757	0.7687	1
1166	2898	-3.930	0.000	0.7396	0.5084	1
1166	4688	-0.959	0.000	0.7704	0.5541	1
1166	6446	3.047	0.000	0.8471	0.6427	1
1166	7124	0.107	0.000	0.9870	0.8954	1
1166	8343	0.084	0.000	0.7106	0.5187	1
1166	10151	-0.000	0.000	0.9969	0.9541	1
1166	15553	-0.927	0.000	0.8900	0.6947	1
1211	10412	4.957	0.000	0.8213	0.3741	1
1213	2077	-0.077	0.000	0.8380	0.6720	1
1213	2113	-0.040	0.000	0.9618	0.9214	1
1213	2705	-1.024	0.000	0.7800	0.6013	1
1219	1285	0.011	0.000	0.9711	0.8920	1
1225	2718	7.032	0.000	0.8431	0.4931	1
1234	1379	5.013	0.000	0.8572	0.5732	1
1234	1890	-4.003	0.000	0.7115	0.6732	1
1234	2565	5.014	0.000	0.8494	0.5732	1
1234	24382	0.995	0.000	0.7220	0.6650	1
1235	1478	10.032	0.000	0.8199	0.5336	1
1235	2644	-0.000	0.000	0.9680	0.7837	1
1235	2973	10.021	0.000	0.8031	0.5939	1
1235	4062	4.057	0.000	0.7879	0.5212	1
1235	4315	-9.959	0.000	0.7532	0.5618	1
1238	2805	-4.995	0.000	0.7318	0.4656	1
1241	2082	-0.000	0.000	0.8709	0.6940	1
1244	2658	-0.000	0.000	0.9550	0.7284	1
1253	15144	1.031	0.000	0.7146	0.4771	1
1267	1852	0.018	0.000	0.8132	0.6901	1
1267	2872	0.000	0.000	0.9928	0.8889	1
1267	3242	0.018	0.000	0.7603	0.5952	1
1268	1478	-0.973	0.000	0.7136	0.4759	1
1268	1554	-0.948	0.000	0.7394	0.4863	1
1268	2432	0.000	0.000	0.9916	0.9211	1
1268	5011	0.011	0.000	0.7403	0.6559	1
1268	5820	-6.973	0.000	0.7213	0.3797	1
1270	2433	0.000	0.000	0.9526	0.7307	1
1270	3099	-8.026	0.000	0.8229	0.6764	1
1278	2973	9.940	0.000	0.7234	0.5557	1
1285	1432	0.984	0.000	0.7092	0.5606	1
1290	1478	-3.036	0.000	0.8131	0.6996	1
1290	1508	-3.000	0.000	0.7669	0.7535	1
1290	1959	5.974	0.000	0.7583	0.5025	1
1290	2916	1.979	0.000	0.7231	0.7324	1
1290	2973	-3.047	0.000	0.7164	0.6473	1
1290	4062	-9.012	0.000	0.7442	0.6345	1
1290	4514	9.021	0.000	0.7746	0.4729	1
1290	4651	9.995	0.000	0.7932	0.4477	1
1290	6162	0.995	0.000	0.8003	0.6256	1
1290	6209	3.958	0.000	0.7014	0.4861	1
1290	7030	-4.995	0.000	0.8206	0.4662	1
1290	12400	9.021	0.000	0.7721	0.5152	1
1290	14828	9.021	0.000	0.8316	0.5444	1
1290	16216	7.006	0.000	0.7624	0.5552	1
1290	17064	9.021	0.000	0.7971	0.5033	1
1290	17258	-6.974	0.000	0.8294	0.4817	1
1290	47256	4.968	0.000	0.7104	0.4480	1
1290	48489	4.968	0.000	0.7237	0.4545	1
1290	48613	4.968	0.000	0.7251	0.4343	1
1290	49000	4.968	0.000	0.7244	0.4459	1
1347	1797	0.018	0.000	0.9757	0.8160	1
1349	7081	-9.031	0.000	0.7536	0.3509	1
1379	1890	-9.016	0.000	0.8859	0.5603	1
1379	2565	0.001	0.000	0.9967	0.9609	1
1379	5688	-7.922	0.000	0.7295	0.3558	1
1384	1386	-1.008	0.000	0.9774	0.9177	1
1384	2394	0.000	0.000	0.9973	0.9638	1
1384	2423	-0.006	0.000	0.9975	0.9512	1
1384	2526	0.997	0.000	0.8813	0.8000	1
1384	2837	0.104	0.000	0.9856	0.9194	1
1384	2880	0.038	0.000	0.9911	0.9245	1
1384	2898	-2.933	0.000	0.8233	0.7069	1
1384	4688	0.038	0.000	0.8613	0.6400	1
1384	10151	0.997	0.000	0.8821	0.8173	1
1384	11999	9.071	0.000	0.8371	0.6058	1
1384	15553	0.070	0.000	0.8339	0.7098	1
1386	2394	1.008	0.000	0.9747	0.8984	1
1386	2423	1.001	0.000	0.9762	0.8871	1
1386	2526	2.005	0.000	0.8041	0.5376	1
1386	2880	1.045	0.000	0.9725	0.9124	1
1386	2898	-1.925	0.000	0.7934	0.7035	1
1386	4688	1.046	0.000	0.8440	0.6837	1
1386	10151	2.004	0.000	0.8062	0.5649	1
1386	15553	1.078	0.000	0.8324	0.6240	1
1390	1735	-0.036	0.000	0.9704	0.8510	1
1419	2221	0.087	0.000	0.8771	0.7249	1
1450	2562	2.005	0.000	0.7962	0.7585	1
1450	2563	-0.011	0.000	0.9461	0.8354	1
1450	3649	6.028	0.000	0.7620	0.4255	1
1450	5199	9.010	0.000	0.7400	0.4181	1
1450	13985	-6.011	0.000	0.7138	0.4181	1
1478	1508	0.036	0.000	0.9143	0.7879	1
1478	1554	0.025	0.000	0.8836	0.8370	1
1478	1555	-7.945	0.000	0.7659	0.4662	1
1478	1959	9.010	0.000	0.8013	0.3386	1
1478	2041	-2.016	0.000	0.7824	0.8432	1
1478	2432	0.973	0.000	0.7128	0.4430	1
1478	2473	8.040	0.000	0.7348	0.5684	1
1478	2644	-10.032	0.000	0.8105	0.4376	1
1478	2916	5.015	0.000	0.7031	0.5725	1
1478	2973	-0.011	0.000	0.8359	0.6782	1
1478	4057	-0.935	0.000	0.7233	0.2972	1
1478	4062	-5.975	0.000	0.8081	0.4821	1
1478	4510	4.979	0.000	0.7508	0.4631	1
1478	5329	4.979	0.000	0.7476	0.5050	1
1478	6162	4.031	0.000	0.7821	0.5274	1
1478	6209	6.994	0.000	0.7211	0.3870	1
1478	7030	-1.958	0.000	0.8349	0.3409	1
1478	17258	-3.937	0.000	0.8637	0.3547	1
1478	20555	-0.073	0.000	0.7487	0.2994	1
1478	22218	-5.007	0.000	0.8030	0.2990	1
1489	1547	0.036	0.000	0.9534	0.8817	1
1489	5272	-1.979	0.000	0.7624	0.4985	1
1489	12221	2.073	0.000	0.8150	0.5327	1
1502	1574	1.003	0.000	0.9214	0.6945	1
1502	1890	2.016	0.000	0.8318	0.5672	1
1502	2091	9.080	0.000	0.7011	0.3519	1
1502	2165	3.019	0.000	0.8320	0.4892	1
1502	2598	1.028	0.000	0.9039	0.5464	1
1508	1554	-0.011	0.000	0.9491	0.8571	1
1508	1555	-7.982	0.000	0.7031	0.4642	1
1508	2973	-0.048	0.000	0.7102	0.7629	1
1508	6162	3.995	0.000	0.7438	0.6235	1
1508	16216	10.005	0.000	0.7145	0.5855	1
1508	17258	-3.974	0.000	0.7231	0.4065	1
1518	1712	0.043	0.000	0.9057	0.7381	1
1518	1718	-0.047	0.000	0.8827	0.6614	1
1522	2457	0.000	0.000	0.9750	0.7397	1
1522	2823	0.057	0.000	0.8456	0.7589	1
1522	10454	0.000	0.000	0.8726	0.7770	1
1522	11548	3.011	0.000	0.8346	0.5967	1
1545	1626	-4.020	0.000	0.8870	0.6118	1
1547	5272	-2.016	0.000	0.7151	0.4667	1
1547	12221	2.036	0.000	0.8173	0.5856	1
1554	2432	0.948	0.000	0.7331	0.4486	1
1554	6162	4.006	0.000	0.7024	0.5518	1
1554	10904	-6.015	0.000	0.7241	0.3414	1
1555	2973	7.934	0.000	0.7366	0.5562	1
1555	4057	7.010	0.000	0.7529	0.5032	1
1555	4062	1.970	0.000	0.7640	0.5490	1
1555	17258	4.008	0.000	0.7824	0.5008	1
1559	7186	1.942	0.000	0.7726	0.5008	1
1559	9240	1.942	0.000	0.8309	0.5423	1
1559	9969	0.939	0.000	0.7024	0.4976	1
1559	14235	1.943	0.000	0.8054	0.5008	1
1567	1574	-6.036	0.000	0.7242	0.6831	1
1567	2217	-0.984	0.000	0.7916	0.7475	1
1567	2598	-6.011	0.000	0.7380	0.5389	1
1567	3579	-5.015	0.000	0.7672	0.5954	1
1572	4167	7.016	0.000	0.7912	0.5794	1
1572	4514	5.037	0.000	0.7198	0.4530	1
1572	16216	3.021	0.000	0.7343	0.5447	1
1574	1890	1.012	0.000	0.8483	0.8299	1
1574	1959	-4.969	0.000	0.7995	0.5833	1
1574	1989	6.995	0.000	0.8032	0.4254	1
1574	2165	2.016	0.000	0.8377	0.7185	1
1574	2565	10.029	0.000	0.7425	0.3911	1
1574	2598	0.025	0.000	0.8861	0.6712	1
1574	3691	9.072	0.000	0.7512	0.4909	1
1574	4514	-1.922	0.000	0.7248	0.4231	1
1574	8396	-5.953	0.000	0.7188	0.5245	1
1574	12400	-1.922	0.000	0.7950	0.4939	1
1574	14828	-1.922	0.000	0.8081	0.5046	1
1574	16216	-3.938	0.000	0.7688	0.5780	1
1574	17064	-1.922	0.000	0.8099	0.4678	1
1639	2559	-0.022	0.000	0.9716	0.8180	1
1639	2776	-0.000	0.000	0.9773	0.7458	1
1639	2793	-1.003	0.000	0.9159	0.7458	1
1639	2974	-0.012	0.000	0.7304	0.7805	1
1642	2923	1.003	0.000	0.8857	0.6423	1
1679	3991	-0.000	0.000	0.7087	0.4354	1
1686	2673	0.000	0.000	0.7961	0.5827	1
1697	4132	-2.964	0.000	0.7569	0.5893	1
1712	1718	-0.090	0.000	0.8791	0.8069	1
1734	6188	3.047	0.000	0.7032	0.7621	1
1734	19878	-7.922	0.000	0.8761	0.6046	1
1779	2172	0.036	0.000	0.9026	0.8470	1
1779	3440	-0.000	0.000	0.8198	0.7167	1
1779	3517	2.052	0.000	0.7435	0.4558	1
1779	3574	0.036	0.000	0.9700	0.8604	1
1794	1890	-7.050	0.000	0.7377	0.4781	1
1794	1989	-1.068	0.000	0.7576	0.4217	1
1794	2091	0.014	0.000	0.9752	0.9318	1
1794	2165	-6.047	0.000	0.7433	0.5208	1
1794	3412	-0.971	0.000	0.7930	0.4498	1
1794	3628	0.014	0.000	0.8921	0.7470	1
1794	3691	1.009	0.000	0.7513	0.4933	1
1794	3996	-0.995	0.000	0.7361	0.5537	1
1794	4080	-1.979	0.000	0.8175	0.5825	1
1794	5565	-6.011	0.000	0.7279	0.5161	1
1794	6195	-1.979	0.000	0.7157	0.3308	1
1794	11556	-1.068	0.000	0.7407	0.3579	1
1796	2141	-0.011	0.000	0.7590	0.7474	1
1796	2145	2.016	0.000	0.7996	0.6654	1
1796	3121	-0.036	0.000	0.7287	0.6130	1
1852	2872	-0.018	0.000	0.8075	0.6796	1
1852	3242	0.000	0.000	0.9178	0.7627	1
1871	2391	-2.016	0.000	0.8004	0.6787	1
1871	2916	-1.032	0.000	0.8845	0.6406	1
1871	3253	7.969	0.000	0.8266	0.7492	1
1871	4510	-1.068	0.000	0.7638	0.5824	1
1871	5329	-1.068	0.000	0.8046	0.5297	1
1871	5881	-1.032	0.000	0.7776	0.4853	1
1871	7030	-8.005	0.000	0.7729	0.4850	1
1871	12400	6.010	0.000	0.7115	0.5341	1
1890	1989	5.982	0.000	0.9700	0.6383	1
1890	2091	7.064	0.000	0.7747	0.4989	1
1890	2165	1.003	0.000	0.9880	0.7918	1
1890	2473	-6.952	0.000	0.7826	0.4345	1
1890	2565	9.016	0.000	0.8935	0.5975	1
1890	2598	-0.987	0.000	0.7756	0.6197	1
1890	3141	3.055	0.000	0.7375	0.7020	1
1890	3628	7.064	0.000	0.8056	0.4515	1
1890	3691	8.059	0.000	0.9059	0.5537	1
1890	4510	-10.013	0.000	0.7560	0.4576	1
1890	4514	-2.934	0.000	0.8488	0.5847	1
1890	5329	-10.013	0.000	0.7163	0.6016	1
1890	5688	1.094	0.000	0.8273	0.6195	1
1890	6209	-7.997	0.000	0.7599	0.4762	1
1890	11556	5.982	0.000	0.8771	0.5826	1
1890	12400	-2.934	0.000	0.9489	0.6947	1
1890	14761	7.014	0.000	0.7579	0.4897	1
1890	14828	-2.934	0.000	0.9551	0.7172	1
1890	16216	-4.950	0.000	0.9044	0.6494	1
1890	17064	-2.934	0.000	0.9716	0.6724	1
1890	20913	7.014	0.000	0.7322	0.5185	1
1890	31322	0.967	0.000	0.8882	0.5941	1
1891	2968	0.001	0.000	0.9890	0.9276	1
1891	3729	1.979	0.000	0.8304	0.7777	1
1891	4355	-1.004	0.000	0.9040	0.6535	1
1891	4418	-0.001	0.000	0.9846	0.9045	1
1959	2165	6.985	0.000	0.9100	0.5161	1
1959	2217	10.021	0.000	0.7305	0.6192	1
1959	2473	-0.970	0.000	0.7462	0.4053	1
1959	2598	4.994	0.000	0.7401	0.4805	1
1959	2973	-9.021	0.000	0.8151	0.3946	1
1959	4510	-4.031	0.000	0.7709	0.5525	1
1959	5329	-4.031	0.000	0.7119	0.5414	1
1959	5688	7.075	0.000	0.7567	0.3628	1
1959	6162	-4.979	0.000	0.7083	0.4767	1
1959	12400	3.047	0.000	0.9122	0.6919	1
1959	14828	3.047	0.000	0.9078	0.6841	1
1959	16216	1.032	0.000	0.8935	0.6360	1
1959	17064	3.047	0.000	0.9288	0.7192	1
1964	19667	-0.094	0.000	0.8535	0.7809	1
1964	49743	0.000	0.000	0.9789	0.8526	1
1989	2091	1.082	0.000	0.7917	0.4455	1
1989	2165	-4.979	0.000	0.9639	0.5483	1
1989	2598	-6.969	0.000	0.7277	0.3369	1
1989	3628	1.082	0.000	0.8469	0.5544	1
1989	3691	2.077	0.000	0.9023	0.4737	1
1989	5688	-4.888	0.000	0.7889	0.3485	1
1989	12400	-8.916	0.000	0.9344	0.7251	1
1989	14761	1.032	0.000	0.7776	0.4708	1
1989	14828	-8.916	0.000	0.9348	0.6491	1
1989	17064	-8.916	0.000	0.9679	0.7676	1
2009	21090	2.974	0.000	0.7298	0.6857	1
2009	22945	4.990	0.000	0.7128	0.5719	1
2039	3089	-2.015	0.000	0.8430	0.7162	1
2041	2391	6.047	0.000	0.7039	0.4933	1
2041	7030	0.057	0.000	0.7108	0.3201	1
2041	18864	-9.985	0.000	0.7617	0.4296	1
2077	2113	0.036	0.000	0.9177	0.7299	1
2077	2141	-0.995	0.000	0.7455	0.7854	1
2077	2177	-4.925	0.000	0.8080	0.4283	1
2077	2242	0.948	0.000	0.7916	0.4145	1
2077	2705	-0.948	0.000	0.9182	0.8167	1
2077	5496	-9.984	0.000	0.7798	0.4804	1
2077	7692	3.995	0.000	0.7042	0.3525	1
2085	2121	4.960	0.000	0.7441	0.4967	1
2091	2165	-6.061	0.000	0.7775	0.5318	1
2091	3412	-0.984	0.000	0.8096	0.4866	1
2091	3628	0.000	0.000	0.9120	0.7582	1
2091	3691	0.995	0.000	0.7711	0.4813	1
2091	3996	-1.009	0.000	0.7711	0.5998	1
2091	4080	-1.993	0.000	0.8316	0.6530	1
2091	5688	-5.970	0.000	0.7292	0.5246	1
2091	6195	-1.993	0.000	0.7510	0.3548	1
2091	11556	-1.082	0.000	0.7634	0.3784	1
2092	3574	3.000	0.000	0.7070	0.6095	1
2101	2232	0.026	0.000	0.9723	0.8521	1
2113	2141	-1.032	0.000	0.7323	0.7410	1
2113	2177	-4.961	0.000	0.7488	0.3118	1
2113	2242	0.911	0.000	0.7204	0.3221	1
2113	2705	-0.984	0.000	0.8496	0.6612	1
2115	2409	2.004	0.000	0.7576	0.5706	1
2115	2482	1.979	0.000	0.8184	0.6369	1
2115	3170	3.995	0.000	0.7005	0.5968	1
2115	5275	1.979	0.000	0.7962	0.5919	1
2122	2477	-0.983	0.000	0.7723	0.6870	1
2122	3406	0.959	0.000	0.7402	0.4785	1
2122	4384	0.959	0.000	0.7660	0.4613	1
2122	7959	0.994	0.000	0.7264	0.5353	1
2126	5254	-0.948	0.000	0.7286	0.5491	1
2141	2145	2.027	0.000	0.8628	0.7632	1
