FeatureID	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b
PF00485.21	10.139	12.86	13.319	13.774	7.337	16.477	7.735	10.472	7.696	26.376	10.706	3.965
PF06146.15	0	0	0.367	0	1.689	0	0	0.074	0	0	0.185	0
PF01545.24	1.059	0.987	3.594	4.143	5.426	3.009	1.089	1.167	1.89	2.498	1.285	0.785
PF11240.11	0	0	0.431	0.362	0.501	0.813	0	0	0.101	0	0	0
PF04069.15	3.759	2.624	0.643	0.811	1.503	1.321	2.741	2.162	5.999	5.927	6.924	3.058
PF02080.24	14.929	21.214	17.068	16.264	9.819	22.901	15.185	19.404	25.551	54.551	26.465	7.285
PF00534.23	40.733	71.553	70.495	83.966	60.048	90.835	57.768	59.542	71.786	177.964	94.655	26.743
PF03123.18	2.853	6.175	2.04	3.501	1.531	5.176	2.129	2.226	3.529	6.877	5.815	1.793
PF00874.23	8.588	22.043	10.748	14.749	7.311	47.988	7.431	8.847	10.644	45.862	26.115	7.679
PF00290.23	0	0.55	0.191	1.479	0.365	1.014	0.055	0.083	0.134	1.547	0.472	0.292
PF13302.10	13.875	33.571	28.685	26.88	25.075	36.329	21.292	29.087	28.708	67.03	35.89	11.561
PF06135.15	22.9	32.933	23.627	20.459	14.595	39.236	11.378	25.806	10.644	35.01	27.158	10.832
PF00881.27	15.387	16.154	53.693	38.262	36.941	43.439	18.828	20.842	35.516	55.202	21.946	7.319
PF01475.22	20.167	27.196	34.38	32.883	13.463	42.679	19.838	30.094	27.528	61.445	33.234	11.313
PF03652.18	7.996	10.86	26.523	17.623	32.39	21.68	8.839	11.123	8.988	32.63	18.336	4.41
PF13411.9	48.987	47.85	42.137	42.731	32.74	47.404	28.925	58.906	55.82	99.681	33.75	18.558
PF00106.28	12.946	16.051	7.557	15.365	12.36	21.07	11.269	12.96	21.142	26.603	24.29	9.3
PF13292.9	2.731	4.606	7.33	7.239	5.088	8.37	4.281	4.092	7.982	11.467	7.282	1.909
PF02779.27	28.341	43.197	51.343	49.872	26.794	54.762	23.815	34.387	32.033	80.134	30.108	10.825
PF02780.23	28.388	42.929	51.321	49.288	27.042	55.693	24.381	34.479	32.252	80.323	30.335	10.642
PF01554.21	56.498	72.967	73.992	73.167	103.192	85.561	36.771	56.103	44.388	124.016	67.015	24.72
PF13347.9	10.937	10.063	4.011	7.493	6.394	7.748	5.676	7.511	3.648	21.902	6.328	4.097
PF00958.25	9.897	12.78	19.294	23.321	15.047	24.187	10.874	16.979	16.516	36.993	17.41	5.706
PF00480.23	19.726	40.25	39.878	38.544	47.566	57.527	21.418	27.327	27.377	82.505	40.288	11.353
PF06949.14	16.294	24.653	45.888	33.014	22.779	51.771	22.835	27.961	47.736	73.033	39.911	9.405
PF04854.17	10.382	14.914	7.596	12.946	1.661	7.623	6.159	6.075	10.01	22.141	11.185	6.14
PF00728.25	22.647	24.227	49.803	23.881	17.654	33.724	18.686	57.279	21.2	62.727	28.328	9.729
PF17678.4	0.659	0.843	0.524	0.393	0.891	1.304	0.489	0.967	0.93	1.542	0.759	0.149
PF07971.15	0.659	0.843	0.524	0.393	0.891	1.304	0.489	0.967	0.949	1.542	0.759	0.149
PF09364.13	2.336	2.83	2.781	2.774	5.391	9.463	0.6	2.504	0.165	0.628	0.522	0.377
PF03894.18	2.336	2.83	2.781	2.832	5.444	9.463	0.626	2.504	0.165	0.628	0.587	0.377
PF09363.13	2.336	2.773	2.781	2.832	5.444	9.463	0.6	2.504	0.165	0.628	0.587	0.364
PF04616.17	5.443	15.394	22.781	23.977	6.62	20.981	4.926	9.106	15.239	16.508	4.428	1.745
PF17851.4	0.776	4.616	2.785	3.278	1.621	4.707	1.398	2.836	6.718	5.846	1.693	0.274
PF01261.27	35.781	54.935	36.744	48.405	16.923	31.003	12.531	23.738	32.574	48.667	41.849	14.909
PF07883.14	13.339	17.644	17.523	27.839	11.591	15.561	10.176	12.109	13.201	37.821	24.458	7.122
PF12833.10	59.646	83.803	71.116	78.622	38.761	77.554	46.613	60.488	50.175	157.397	87.521	28.946
PF02222.25	0.439	0.465	1.496	0.54	1.575	1.847	0.908	0.627	0.811	5.309	0.757	0.176
PF17769.4	0.279	0	0.139	0	0.558	0.343	0.074	0.166	0.033	0	0	0
PF00731.23	6.556	9.405	12.502	14.451	8.814	14.818	6.965	12.057	11.133	29.608	15.502	3.913
PF02844.18	6.41	13.037	16.21	16.859	9.503	22.105	15.248	15.105	25.943	43.479	22.163	7.043
PF01071.22	6.41	13.037	16.21	16.859	9.503	22.105	15.248	15.105	25.943	43.479	22.163	7.043
PF02843.19	6.306	12.61	16.082	15.889	9.012	21.863	15.248	14.782	25.768	43.479	22.103	6.876
PF02909.20	0.074	0	0	0.076	0.574	0.115	0	0	0.05	0	0	0.038
PF01808.21	7.01	10.116	15.464	16.02	11.875	23.4	8.322	9.365	8.986	22.849	9.351	3.59
PF01370.24	12.486	12.314	10.416	12.844	9.042	14.314	11.085	15.602	14.962	43.773	15.065	4.956
PF00551.22	16.988	22.809	19.733	24.998	16.765	37.776	16.464	12.811	24.71	49.828	36.478	10.164
PF00586.27	12.448	19.443	23.661	19.526	19.038	30.903	16.939	19.449	22.083	55.888	23.432	8.937
PF02769.25	20.168	30.873	39.408	37.404	29.4	49.365	28.11	31.821	38.984	88.186	37.417	12.622
PF02861.23	11.858	17.134	17.352	19.085	18.979	31.419	25.748	30.15	32.834	52.182	31.562	10.877
PF17871.4	10.355	15.273	30.105	27.986	36.765	59.682	15.764	30.296	20.887	33.979	20.197	7.178
PF18072.4	8.4	12.598	15.245	15.819	12.086	16.917	11.94	12.286	16.01	31.917	15.435	5.116
PF13507.9	8.188	12.921	15.472	15.696	11.198	17.439	11.994	12.471	16.521	32.165	15.314	4.992
PF02700.17	0	0	0	0.254	0.504	0	0.108	0	0.133	0	0	0
PF01259.21	10.637	15.972	15.815	21.329	9.103	23.692	9.993	12.101	13.161	34.163	13.493	5.288
PF02627.23	2.817	3.426	5.744	4.531	4.156	3.993	1.592	2.023	3.432	4.937	1.837	1.752
PF10012.12	0.084	0	0.207	0	1.305	0	0.076	0.173	0.141	0	0.099	0
PF17935.4	0	0	0	0	0	0	0	0	0	0	0	0
PF00303.22	3.126	7.809	6.911	6.72	4.857	7.46	9.851	9.326	13.263	23.751	14.404	3.595
PF02806.21	33.582	45.85	37.589	41.928	18.013	43.51	28.743	37.034	35.564	102.031	49.728	15.317
PF08951.13	0	0	0	0	2.576	0	0	0	0.17	0	0	0
PF06541.14	3.305	11.093	7.427	10.59	6.941	11.412	15.937	8.489	21.551	44.693	18.159	5.94
PF01625.24	0.065	0.089	0.6	0.312	3.111	0.757	0.226	0.555	0.511	0.264	0.4	0.206
PF01408.25	43.404	68.596	39.311	63.671	22.703	37.181	20.876	31.985	60.582	85.245	53.165	15.921
PF02894.20	36.956	57.374	31.479	56.097	15.372	27.538	11.702	25.725	46.945	54.016	39.554	11.755
PF02922.21	40.37	53.404	46.513	52.377	23.289	55.624	32.553	43.561	40.163	109.417	58.825	18.049
PF03577.18	1.666	2.24	4.363	2.759	6.558	4.002	1.109	2.275	1.388	4.908	2.904	0.307
PF01743.23	2.91	4.286	6.958	6.612	4.284	11.495	3.452	5.21	5.469	15.234	7.974	2.009
PF12627.10	2.91	4.286	6.511	6.565	4.253	11.442	3.447	5.21	5.323	15.142	7.974	2.009
PF13735.9	2.402	3.919	6.389	6.298	3.389	10.877	3.221	4.63	5.212	13.67	7.771	1.95
PF01113.23	7.473	8.711	10.914	16.213	10.953	18.772	8.063	8.996	7.128	23.505	14.052	2.773
PF05173.17	7.414	8.509	10.841	15.974	10.953	18.772	8.009	8.691	7.128	23.385	13.915	2.76
PF02645.19	25.704	56.657	40.795	56.061	25.808	50.668	68.214	54.168	118.303	190.752	70.646	19.684
PF06619.14	0	0.097	0.097	0	0.64	0	0	0	0	0	0	0
PF01746.24	2.197	3.128	5.217	3.881	3.146	4.965	2.933	3.564	7.412	9.204	4.537	1.644
PF01782.21	0.968	3.274	4.189	2.53	2.358	4.93	3.403	2.364	7.637	13.71	4.584	1.746
PF05239.19	4.397	6.098	9.263	8.242	3.007	8.451	6.002	4.197	9.862	13.153	7.85	2.484
PF00762.22	0	0.083	0.123	0	0.229	0.123	0.031	0	0.082	0.118	0	0
PF00886.22	63.275	97.234	144.197	142.714	131.981	199.775	82.563	104.612	146.355	252.834	139.417	39.297
PF00368.21	0	0	0.062	0	0.012	0.029	0.065	0	0.082	0	0	0
PF00108.26	114.318	162.582	137.518	140.759	86.672	195.857	109.702	250.742	133.732	499.001	275.499	70.546
PF02803.21	114.596	164.305	160.104	150.798	103.225	215.757	121.099	284.365	153.622	558.035	278.41	71.477
PF01154.20	0	0	0	0	0.236	0.062	0	0	0.015	0	0	0
PF08540.13	0	0	0	0	0.437	0.124	0	0	0.03	0	0	0
PF17961.4	0.015	0	0.081	0.071	0.138	0.117	0.042	0	0.049	0.038	0.055	0.014
PF05737.15	0	0	0	0	0.027	0	0.025	0	0	0	0	0
PF17802.4	19.203	38.845	76.108	78.689	102.655	69.761	30.374	59.695	55.919	99.134	29.104	5.318
PF01182.23	32.714	69.853	52.184	45.08	39.673	57.692	79.707	60.828	71.238	319.668	141.473	31.154
PF03959.16	0	0	0	0	0	0	0	0	0	0	0	0
PF02547.18	3.234	5.498	5.582	5.356	4.719	6.518	7.054	5.505	10.222	19.099	9.194	2.459
PF01702.21	2.313	5.029	6.88	9.621	5.446	8.208	3.607	4.823	5.805	12.912	6.866	2.096
PF01018.25	3.328	5.799	9.524	9.673	6.638	11.572	6.008	5.656	11.571	16.418	7.676	2.55
PF09269.14	3.004	5.548	8.901	9.249	5.573	10.771	5.689	4.539	10.842	15.328	7.268	2.378
PF08478.13	0.683	1.569	2.632	1.191	1.536	2.809	0.401	0.553	1.011	1.258	1.173	0.464
PF03799.18	0.513	1.118	3.977	3.179	1.22	5.37	2.781	1.089	6.389	5.491	2.809	0.734
PF00543.25	1.225	2.704	0.423	1.755	1.064	0.342	6.806	3.72	3.079	7.989	5.629	1.998
PF00909.24	0.613	1.016	0.261	0.65	1.193	1.816	0.544	0.126	2.332	1.184	0.835	1.027
PF06161.14	4.351	10.586	8.588	6.155	2.441	20.429	2.418	3.587	2.075	11.728	9.993	3.387
PF18719.4	0.042	0.115	0.103	0	0.228	0.098	0.1	0.09	0.059	0.092	0	0
PF02620.20	35.486	58.019	69.883	106.101	40.056	116.558	72.81	64.09	194.299	208.075	93.467	26.109
PF01197.21	72.888	128.852	108.428	163.518	42.056	138.874	55.863	118.474	81.746	219.389	132.358	33.307
PF03013.17	0	0	0	0	0	0	0	0	0	0	0	0
PF00988.25	0.679	1.476	1.852	2.897	2.842	4.369	1.921	1.913	1.788	6.374	1.857	0.83
PF02729.24	27.07	32.413	25.588	36.268	23.371	39.271	9.825	21.427	21.517	28.995	29.987	11.541
PF00185.27	27.07	32.413	25.457	36.411	23.293	39.069	9.75	21.427	21.332	28.995	29.964	11.603
PF01022.23	9.133	12.681	7.085	6.877	4.768	13.089	12	46.814	6.323	81.847	6.542	2.582
PF00696.31	40.19	67.302	70.166	71.566	57.694	111.898	36.561	55.452	56.624	124.658	58.269	19.707
PF04282.16	0	0	0.066	0.099	0.197	0.062	0.01	0	0.012	0	0	0
PF01814.26	15.593	26.298	32.911	49.557	10.919	64.271	28.998	23.527	39.332	85.776	50.889	16.229
PF13596.9	0	0.192	0.127	0.263	0.438	0.403	0.041	0.299	0.11	0	0.052	0
PF08984.14	10.819	15.892	12.074	26.912	5.417	19.696	15.896	15.567	26.017	72.564	35.196	8.69
PF04977.18	3.559	6.057	15.283	10.059	7.087	16.551	5.81	8.155	12.169	23.114	8.718	3.49
PF13380.9	0	0.095	0.036	0.043	0.211	0.117	0.087	0	0.017	0	0.027	0
PF02881.22	10.002	14.496	19.99	22.761	14.047	26.681	15.02	17.864	41.06	45.343	21.612	10.105
PF00448.25	11.352	18.452	28.133	30.072	17.024	40.519	19.306	21.735	50.237	59.62	30.57	11.837
PF02978.22	5.136	8.485	12.855	15.452	8.437	17.883	10.487	14.256	33.242	34.467	13.255	7.75
PF13306.9	44.411	134.54	337.748	207.592	105.472	283.293	114.028	189.466	186.572	395.059	150.823	30.406
PF00753.30	87.524	107.005	103.916	98.925	70.807	127.42	44.09	85.2	52.872	142.52	101.548	37.836
PF07521.15	31.665	37.469	36.567	37.578	20.792	47.762	21.71	29.244	28.12	58.407	35.65	11.014
PF17770.4	9.24	16.478	18.586	21.677	14.453	25.134	10.251	14.295	12.983	30.397	14.963	5.301
PF02308.19	2.802	4.511	2.239	1.565	0.914	2.649	1.154	1.89	1.348	3.155	2.352	1.084
PF00701.25	28.224	68.566	27.558	40.41	14.72	52.008	43.327	30.968	69.28	156.411	93.246	16.188
PF01118.27	6.236	9.286	13.213	19.232	13.259	21.118	10.837	12.367	19.047	29.908	17.785	4.376
PF02774.21	5.39	9.009	12.53	18.392	12.245	19.255	10.049	11.377	17.471	26.135	16.285	3.979
PF13930.9	0.465	0.927	2.551	2.345	1.524	2.379	0.973	1.159	1.465	2.419	0.282	0.342
PF00230.23	19.898	13.948	8.073	9.459	7.705	21.275	16.262	52.982	13.926	82.395	10.414	4.443
PF00456.24	23.918	32.974	43.912	44.429	19.719	48.917	20.538	32.145	22.603	64.701	25.415	10.145
PF01081.22	8.658	10.715	9.916	7.164	6.227	11.139	2.175	5.339	5.031	12.41	12.234	5.846
PF02614.17	6.426	8.168	3.919	4.881	3.274	13.741	1.231	3.92	3.015	9.905	10.848	4.55
PF01263.23	8.432	16.968	16.637	16.913	14.294	34.751	16.596	15.292	18.189	53.139	26.988	7.541
PF03786.16	8.887	9.308	5.937	5.736	2.924	18.167	3.288	8.357	6.649	25.443	15.634	6.838
PF01232.26	5.701	7.213	6.117	4.631	2.788	8.697	1.537	4.415	2.447	6.393	6.931	2.635
PF08125.16	5.701	7.213	6.329	4.631	2.788	8.697	1.537	4.652	2.511	7.208	7.032	2.635
PF07729.15	19.482	14.918	30.047	24.19	11.866	35.572	11.962	15.789	11.684	36.019	14.886	7.084
PF13407.9	584.455	862.468	619.795	1011.618	198.709	596.224	492.108	847.42	623.949	1945.949	848.392	211.699
PF05025.16	10.39	14.944	17.571	14.026	4.124	12.568	20.424	20.142	37.456	88.59	20.388	6.399
PF10397.12	7.445	9.348	14.729	18.587	9.327	20.657	9.393	11.279	17.95	26.3	15.797	3.608
PF01487.18	1.261	1.44	3.255	2.054	4.788	6.686	0.699	0.67	0.725	0.984	2.329	0.549
PF11184.11	0	0	0	0	0	0	0	0	0	0	1.258	0
PF00488.24	7.526	11.839	10.167	12.932	9.587	13.46	7.854	8.735	10.049	28.874	13.162	4.161
PF20297.1	5.956	7.494	5.357	6.479	5.589	6.319	3.676	5.935	4.202	15.176	6.951	2.051
PF01713.24	6.084	7.85	5.507	6.709	5.715	6.438	3.688	6.042	4.329	15.176	6.98	2.128
PF02674.19	1.668	1.136	5.16	5.936	1.816	6.537	1.912	3.026	2.12	9.848	1.94	0.825
PF18041.4	0	0	0	0.034	0.085	0	0	0	0	0	0	0
PF18708.4	0	0	0	0.034	0.085	0	0	0	0	0	0	0
PF02926.20	5.304	9.122	15.287	14.475	8.89	15.19	8.264	10.146	18.958	29.108	15.421	3.845
PF01170.21	3.127	7.912	7.292	6.156	4.91	10.998	6.764	7.402	14.078	20.114	13.921	4.316
PF05103.16	1.601	3.175	2.455	4.437	6.625	4.785	1.276	4.068	4.739	3.802	3.008	1.007
PF06144.16	3.525	3.896	8.091	8.099	4.308	12.801	2.874	3.571	3.999	12.356	6.626	1.124
PF17854.4	2.418	4.779	5.951	5.736	3.932	6.219	4.033	4.184	6.568	12.039	5.168	1.741
PF01580.21	3.135	6.709	8.86	8.471	5.284	8.081	6.038	6.629	12.283	18.039	8.129	2.67
PF09397.13	2.391	4.597	5.751	5.429	3.935	6.157	3.997	4.115	6.997	11.903	5.09	1.712
PF01515.22	26.745	43.854	30.233	52.51	16.985	43.931	23.553	39.626	42.421	117.576	59.972	19.796
PF08230.14	0	0	0.511	0.369	1.692	0.742	0	0.333	1.483	0.382	0.163	0.172
PF01040.21	0.129	0.517	0.361	0.742	0.748	1.181	0.462	0.75	0.459	1.277	0.271	0.055
PF01209.21	0.084	0.444	0.5	0.422	2.354	1.331	0.7	1.342	0.838	2.89	0.659	0.184
PF01061.27	3.213	5.755	6.255	7.515	5.635	7.847	4.568	4.342	4.258	17.246	6.944	2.717
PF06018.17	35.321	35.987	43.654	30.293	15.509	52.93	31.139	52.876	49.876	114.652	44.083	11.181
PF08222.14	35.321	35.987	43.654	30.293	15.509	52.93	31.139	52.876	49.876	114.652	44.083	11.181
PF01809.21	0.58	3.093	2.004	1.739	1.612	3.888	4.278	0.4	2.744	17.172	9.417	2.691
PF03636.18	0.841	3.372	3.686	3.554	9.947	11.374	18.003	9.244	1.374	74.319	5.798	8.706
PF03632.18	1.003	3.372	2.698	3.554	11.119	11.374	17.01	6.166	1.291	64.533	5.798	8.706
PF03633.18	0.841	3.372	2.698	3.554	9.893	11.374	17.01	6.166	1.245	64.533	5.798	8.706
PF12464.11	1.047	8.082	1.585	3.564	2.341	2.723	5.708	4.456	7.039	15.018	10.475	2.631
PF02686.18	0.21	1.43	1.813	2.175	8.283	2.462	0.579	1.113	1.477	2.544	1.098	0.553
PF02903.17	2.187	4.2	4.967	8.82	2.482	6.527	3.385	2.679	4.537	10.24	5.111	1.804
PF07274.15	0.23	0	0.284	0	1.724	0	0.053	0.244	0.097	0	0	0
PF01425.24	0.572	1.111	4.681	2.437	6.829	4.18	1.031	1.514	1.385	1.855	1.23	0.362
PF03816.17	8.74	10.04	14.306	23.871	8.48	22.513	11.566	10.115	15.204	29.451	19.183	4.626
PF02224.21	1.709	3.587	5.558	7.406	4.471	9.767	4.028	3.967	5.893	10.722	7.573	1.768
PF01476.23	10.571	23.937	27.408	28.42	17.391	38.328	18.121	21.547	32.518	76.087	24.779	7.007
PF03610.19	12.822	32.589	79.985	47.364	92.874	60.773	29.258	34.186	87.026	83.394	33.54	10.129
PF03830.18	55.182	190.8	389.749	274.798	215.048	176.766	160.01	316.726	139.499	459.372	193.674	38.014
PF03609.17	31.955	204.893	285.59	219.524	232.379	140.008	180.572	249.719	124.132	447.316	235.962	46.862
PF03613.17	25.908	193.077	144.882	143.988	68.869	85.204	113.469	158.82	56.354	371.562	187.388	37.315
PF06115.14	0	0	7.018	1.434	8.017	0.934	0.491	0.159	0.131	1.565	0	0.22
PF02588.18	8.505	10.167	12.754	15.352	8.398	15.387	5.693	8.768	10.761	47.727	11.434	3.92
PF02934.18	1.324	1.083	5.448	4.101	8.135	5.632	1.371	1.202	2.815	2.936	1.121	0.519
PF02637.21	1.324	1.083	5.429	4.101	8.113	5.632	1.371	1.202	2.796	2.936	1.121	0.519
PF02403.25	7.861	13.808	15.692	19.35	11.477	20.271	9.44	15.733	14.075	43.123	14.373	5.341
PF02016.18	0.584	1.362	1.735	0.857	1.713	1.862	0.94	1.339	3.351	2.733	0.697	0.436
PF17676.4	0.584	1.362	1.735	0.857	1.713	1.862	0.94	1.339	3.351	2.733	0.697	0.436
PF00300.25	11.203	11.386	28.195	17.542	21.434	32.115	8.025	19.637	8.787	48.876	11.822	4.408
PF01895.22	11.19	18.199	26.724	26.796	19.081	41.293	13.289	16.445	20.756	41.582	25.434	8.434
PF12849.10	4.267	3.072	1.548	1.459	5.554	2.544	1.512	3.419	1.872	6.344	2.725	0.675
PF01668.21	4.633	5.178	12.039	7.904	4.987	9.975	4.026	6.118	5.976	13.454	5.921	2.085
PF01411.22	8.718	11.15	15.851	18.86	13.157	27.543	11.251	13.953	24.24	32.352	17.2	5.533
PF07973.17	13.17	18.58	26.438	34.25	20.474	43.639	19.086	22.637	37.377	58.793	29.636	9.585
PF02272.22	16.074	21.623	33.628	41.082	24.415	52.035	22.988	26.742	43.711	76.019	35.906	10.469
PF01596.20	2.96	4.847	10.209	9.732	3.951	12.595	3.296	5.6	3.71	6.149	4.649	1.328
PF08439.13	0.564	2.342	1.775	3.649	4.055	4.166	1.151	1.965	2.115	5.096	1.513	0.541
PF01432.23	1.905	4.391	7.918	7.089	8.749	11.49	5.17	5.804	6.198	17.273	4.291	1.186
PF06054.14	0.029	0.088	0	0	2.014	0.073	0.086	0	0.403	0	0	0
PF02754.19	29.684	35.636	21.284	46.64	11.231	29.218	15.567	13.493	21.931	53.583	17.405	10.152
PF02589.18	3.788	5.505	3.463	5.129	4.029	5.492	1.904	3.133	2.693	9.741	6.446	2.383
PF13183.9	44.133	53.418	28.113	50.247	11.37	36.523	17.134	15.706	18.555	68.315	33.521	20.273
PF01027.23	12.066	6.849	1.292	0.368	4.176	3.31	1.602	6.69	1.43	13.059	7.159	1.103
PF00781.27	4.245	7.305	6.944	7.211	4.698	10.291	3.199	4.247	6.14	14.671	6.608	2.642
PF19279.2	4.037	6.331	3.883	4.896	3.022	7.888	1.505	2.623	1.699	6.726	4.56	2.173
PF01649.21	32.678	53.289	53.973	92.986	34.501	91.933	20.131	41.183	36.085	117.732	71.214	21.076
PF14490.9	2.411	7.68	4.496	6.029	3.241	7.642	6.785	5.755	12.111	22.986	16.304	4.06
PF13604.9	2.611	7.918	4.586	6.245	3.649	7.782	6.965	5.964	12.306	23.694	16.514	4.345
PF18335.4	2.375	7.68	4.462	5.922	3.378	7.642	6.738	5.755	12.105	22.776	16.765	4.155
PF13538.9	2.737	8.572	5.931	7.586	4.808	8.988	7.444	6.752	13.076	25.79	17.742	4.5
PF00800.21	2.47	2.528	4.958	3.642	4.802	6.495	2.876	2.73	4.872	9.079	4.17	1.5
PF01202.25	6.54	6.681	10.807	13.665	5.883	11.831	5.223	7.625	10.855	16.322	8.622	2.856
PF00275.23	9.661	13.723	16.593	21.811	11.341	20.748	12.711	16.909	21.709	48.14	19.709	5.973
PF02153.20	0.722	0.902	2.344	2.218	2.691	2.124	1.039	1.262	1.087	2.552	2.383	0.586
PF20463.1	0.722	0.902	2.344	2.218	2.691	2.124	1.039	1.262	1.087	2.552	2.383	0.586
PF04892.15	9.515	10.16	8.757	9.333	9.891	21.167	3.993	8.231	5.226	21.476	8.23	4.41
PF00313.25	268.45	420.395	642.684	901.631	360.952	796.892	456.489	564.12	512.478	1248.015	415.009	155.613
PF06335.15	0	0	0	0	0.195	0	0	0	0.116	0	0	0
PF04657.16	0.134	0	0.654	0.296	13.018	0.488	0.498	0	1.704	1.148	0	0.03
PF01761.23	1.484	3.515	1.9	3.791	3.13	3.84	3.351	4.694	4.375	15.627	4.964	1.68
PF08501.14	2.658	3.318	2.207	3.729	2.359	4.08	2.486	5.37	2.566	11.399	4.683	1.129
PF18317.4	2.658	2.668	1.499	3.669	2.121	3.652	2.165	4.798	2.247	8.075	4.338	1.092
PF09335.14	0.999	1.744	1.69	3.579	3.757	2.023	0.412	2.75	1.641	4.504	1.846	0.616
PF00497.23	9.528	10.679	18.452	34.654	22.282	25.283	15.831	11.206	30.386	32.656	13.863	3.204
PF01812.23	3.818	5.016	3.542	3.29	4.054	6.922	3.636	4.774	7.727	10.53	4.981	2.192
PF18483.4	0.011	0	0.036	0	0.053	0	0.02	0	0.013	0.07	0.026	0.028
PF02823.19	7.958	21.573	34.149	35.58	36.617	55.234	27.916	20.376	52.397	103.243	63.925	14.259
PF00401.23	7.481	19.078	29.075	30.629	35.464	48.42	25.436	18.453	49.927	90.395	60.237	13.547
PF02874.26	244.067	344.594	354.323	460.9	172.975	387.207	171.619	298.014	282.837	771.97	465.624	156.266
PF00006.28	257.281	359.641	366.414	484.043	181.816	406.837	184.076	315.343	302.63	807.484	474.788	160.092
PF00231.22	48.512	81.808	70.094	81.709	34.657	87.407	44.641	60.353	61.949	180.499	146.875	31.39
PF00306.30	49.742	81.118	109.442	127.898	55.497	126.268	59.896	111.954	94.152	285.653	160.917	39.077
PF00213.21	30.842	50.744	44.159	61.396	21.113	67.315	41.774	66.107	61.958	241.454	114.107	32.939
PF00430.21	24.664	38.965	72.101	57.169	42.068	106.547	50.256	69.378	84.347	234.978	99.204	28.376
PF00119.23	10.936	21.798	34.245	39.311	14.65	43.282	17.308	33.59	22.081	108.809	41.748	11.434
PF01694.25	5.287	3.08	6.237	4.935	4.134	6.925	2.445	5.288	3.073	13.5	2.369	1.241
PF00137.24	121.836	162.742	108.142	165.591	35.416	133.001	61.886	114.783	69.218	338.462	186.463	70.606
PF00756.23	2.996	6.593	6.259	5.128	6.89	6.877	2.048	3.153	5.818	5.793	5.045	0.969
PF10531.12	35.079	51.737	56.929	73.729	23.282	76.828	32.281	47.749	49.548	119.659	57.106	21.328
PF12836.10	5.536	8.63	13.758	17.364	8.213	14.812	8.605	10.289	15.237	26.648	11.656	3.961
PF13732.9	2.376	1.509	8.91	17.241	4.461	9.047	7.914	8.407	18.912	24.189	2.45	0.538
PF13420.10	0.873	1.314	1.491	0.578	3.575	2.48	0.496	0.888	3.073	0.783	0.119	0.116
PF03600.19	1.554	2.634	1.294	1.148	2.249	1.437	0.684	1.348	0.941	2.939	2.175	2.655
PF11687.11	0	0.357	0.318	0.75	0.966	0.629	0	0	0.145	0.304	0	0
PF08279.15	32.642	40.286	24.972	29.881	24.804	56.993	14.965	23.089	22.256	48.381	52.34	14.772
PF03099.22	4.571	6.172	4.645	7.932	4.067	10.845	3.251	5.328	6.574	7.024	6.036	2.294
PF02237.20	2.732	4.901	3.682	6.619	1.51	6.636	2.904	3.548	5.274	5.955	4.621	1.913
PF02632.17	1.468	6.87	1.668	1.81	1.253	2.029	11.085	16.858	1	35.073	7.29	5.347
PF19295.2	1.738	3.534	4.854	3.152	5.539	3.749	2.197	3.074	1.471	3.874	1.786	2.361
PF01458.20	3.955	8.484	12.986	10.304	10.622	12.711	7.524	7.307	8.818	15.881	9.493	4.031
PF01592.19	5.523	8.542	13.793	11.563	11.616	14.735	10.304	9.481	5.11	12.835	13.091	2.902
PF13527.10	2.925	3.363	6.352	10.935	7.427	12.219	4.156	4.125	4.975	14.806	6.172	2.041
PF17668.4	0.078	0	2.156	0.757	5.168	0.989	0.241	0.265	0.114	0.108	0.029	0
PF00953.24	3.011	4.98	5.511	4.969	7.688	7.385	4.533	4.519	5.47	15.322	5.711	2.547
PF05389.15	15.713	28.673	23.216	24.633	11.072	29.215	13.692	28.458	36	56.224	33.209	7.74
PF04997.15	30.549	48.616	48.932	59.312	29.063	67.833	30.195	45.381	50.402	104.616	51.362	18.244
PF00623.23	36.046	63	68.044	80.204	45.096	98.832	47.28	62.495	79.372	157.845	83.557	27.802
PF04983.21	26.621	43.963	48.141	58.441	28.544	65.946	29.52	42.605	50.436	100.757	51.782	18.081
PF05000.20	26.608	43.652	48.088	58.469	28.578	65.952	29.508	42.383	50.37	100.757	51.636	18.003
PF04998.20	28.652	46.027	50.011	60.492	29.423	68.545	30.378	44.374	51.601	104.012	53.17	18.422
PF19200.3	1.44	2.701	5.066	4.83	3.362	13.345	0.239	0.179	0.587	3.046	7.071	1.831
PF05913.14	1.44	2.701	5.066	4.435	3.362	13.345	0.065	0.179	0.587	3.046	7.071	1.831
PF04563.18	21.461	31.175	42.81	48.938	24.202	51.866	27.979	42.999	46.609	100.707	40.077	14.556
PF04561.17	41.744	59.802	68.317	86.222	34.896	94.06	51.469	77.769	87.332	184.818	77.309	27.996
PF04565.19	21.458	31.146	42.538	48.755	24.175	51.736	27.486	41.176	46.581	94.696	40.077	14.422
PF10385.12	21.504	31.271	42.538	48.9	24.187	51.772	27.489	41.225	46.631	94.82	40.077	14.429
PF00562.31	25.722	34.434	44.881	51.486	25.442	53.499	29.09	46.355	48.614	104.139	42.885	15.623
