FeatureID	Name	GO_Term	condition	datatype	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
PF13772.9	AIG2-like family	NA	NA	metaT	1	1	20	1	0.00151612432982533	0.9922118773476	1	21.2468827930175	5.14012719425305	0.0170997434280395	0.99996959353351	1	20.6234413965088	3.01023696780431	0.0044514826059086	0.00534093727872892	0.00534093727872892
PF20334.1	Family of unknown function (DUF6629)	NA	NA	metaT	1	1	0	NA	0	0.999996773402241	1	24	8.99997768424561	0.000627043489912083	0.999999999994794	1	24	8.99997768424561	0.000377256298229056	0.000263188093913822	0.000263188093913822
PF12527.11	Protein of unknown function (DUF3727)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF04485.15	Phycobilisome degradation protein nblA	NA	NA	metaT	1	1	0	NA	0	0.946389798436731	1	20.431654676259	5.90134968893084	0.00406924599563478	0.998536582064557	1	20.431654676259	5.90134968893084	0.00123454146690421	0.00248965546786479	0.00248965546786479
PF09118.14	Galactose oxidase-like, Early set domain	NA	NA	metaT	1	1	0	NA	0	0.931555635697587	1	24	1.0000690400647	0.000683186279272457	0.99760233754504	1	24	1.0000690400647	0.000308509049831272	0.000230761704407138	0.000230761704407138
PF18834.4	Large polyvalent protein associated domain 22	NA	NA	metaT	1	1	0	NA	0	0.956741069828218	1	20	8.59229346165037	0.000247321315734879	0.999050540863831	1	20	8.59229346165037	7.08695482530791e-05	0.000110824153134949	0.000110824153134949
PF08085.14	Entericidin EcnA/B family	response to toxic substance	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF11158.11	Protein of unknown function (DUF2938)	NA	NA	metaT	1	1	0	NA	0	0.999999999724174	1	20	9.00000169967965	0.00128529845386099	1	1	20	9.00000169967965	0.000454966073390593	0.000331136691019496	0.000331136691019496
PF04888.15	Secretion system effector C (SseC) like family	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625322	0.000323885278344298	0.999996717090063	1	20.7299270072993	5.18668391625322	8.27913423879691e-05	0.000198153915372349	0.000198153915372349
PF19062.3	Family of unknown function (DUF5758)	NA	NA	metaT	1	1	20	13	0.0113283406647747	0.994536831937608	1	24	8.77916898376523	0.038854661488178	0.999985049647078	1	22	11.1737857842257	0.0285632292033068	0.00947202741206219	0.00947202741206219
PF15528.9	Bacterial toxin 23	NA	NA	metaT	1	1	0	NA	0	0.966845891045645	1	24	1.00007368029384	0.000647417984424348	0.999444225990892	1	24	1.00007368029384	0.000224008551872867	0.00040575049256795	0.00040575049256795
PF17642.4	Hemolysin coregulated protein Hcp (TssD)	toxin transport	NA	metaT	1	1	0	NA	0	0.854002677659549	1	24	13.3607353345594	0	0.988782191350277	1	24	13.3607353345594	0.000443980820454034	0.000575479960090357	0.000575479960090357
PF08761.14	dUTPase	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625319	0.00226195625335627	0.999996717090063	1	20.7299270072993	5.18668391625319	0.000578199773683919	0.0013838711357762	0.0013838711357762
PF09928.12	Predicted small integral membrane protein (DUF2160)	NA	NA	metaT	1	1	0	NA	0	0.999999929630114	1	20	9.00000179439113	0.00266941371433556	0.999999999999998	1	20	9.00000179439113	0.000850696710737197	0.00077484172336664	0.00077484172336664
PF04247.15	Invasion gene expression up-regulator, SirB	NA	NA	metaT	1	1	0	NA	0	0.979282158191087	1	24	3.45071065898223	0.00172312216763769	0.999783887852425	1	24	3.45071065898223	0.000617169510727091	0.000875479324945851	0.000875479324945851
PF09791.12	Oxidoreductase-like protein, N-terminal	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF14116.9	YyzF-like protein	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF12797.10	4Fe-4S binding domain	NA	NA	metaT	1	1	0	NA	0	0.999992714288797	1	24	8.84753379892416	0.00312855952304521	0.999999999973459	1	24	8.84753379892416	0.000917320814342827	0.00104658482080375	0.00104658482080375
PF09643.13	YopX protein	NA	NA	metaT	1	1	0	NA	0	0.999997577637844	1	24	9.00000197817304	0.00198265179677698	0.999999999997066	1	24	9.00000197817304	0.000582970251299183	0.000163239523621392	0.000163239523621392
PF08812.14	YtxC-like family	NA	NA	metaT	1	1	0	NA	0	0.99999999946663	1	20	8.43865468371876	0.00232008629324014	1	1	20	8.43865468371876	0.00102769444832271	0.000656209918097028	0.000656209918097028
PF12983.10	Protein of unknown function (DUF3867)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF16480.8	Domain of unknown function (DUF5057)	NA	NA	metaT	1	1	24	19	0.0109383150444383	0.999894231797418	1	24	13.080661419531	0.0387207844805828	0.999999994406346	1	24	16.0403307097655	0.034450774440957	0.0162762834289099	0.0162762834289099
PF10928.11	Protein of unknown function (DUF2810)	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.0000020633062	0.00177421590493714	0.999984210132364	1	20	9.0000020633062	0.000387342437580591	0.00067963771518032	0.00067963771518032
PF11932.11	Protein of unknown function (DUF3450)	NA	NA	metaT	1	1	0	NA	0	1	1	24	8.99999031835309	0.0017011303065662	1	1	24	8.99999031835309	0.000717510071544593	6.46102218972294e-05	6.46102218972294e-05
PF10764.12	Inhibitor of sigma-G Gin	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF20201.1	Family of unknown function (DUF6563)	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330585	0.00107791761842839	0.999984210132364	1	20	9.00000206330585	0.000235328314142188	0.000412911114877682	0.000412911114877682
PF20589.1	Family of unknown function (DUF6790)	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625355	0.00116497546515543	0.999996717090063	1	20.7299270072993	5.18668391625355	0.000297790264201947	0.000712735234257507	0.000712735234257507
PF06092.15	Enterobacterial putative membrane protein (DUF943)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF03335.16	Phage tail fibre repeat	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF10697.12	Protein of unknown function (DUF2502)	NA	NA	metaT	1	1	0	NA	0	0.999927504874795	1	20	8.99999310660458	0.00219004775764864	0.999999997372165	1	20	8.99999310660458	0.000586725242834183	0.000703323300955011	0.000703323300955011
PF11680.11	Protein of unknown function (DUF3276)	NA	NA	metaT	1	1	0	NA	0	0.999999948122213	1	24	9.00000004292334	0.00142138887838808	0.999999999999999	1	24	9.00000004292334	0.000873110590685974	0.000445710642679137	0.000445710642679137
PF06853.15	Protein of unknown function (DUF1249)	NA	NA	metaT	1	1	0	NA	0	0.999999997699487	1	20	9.00000173696779	0.00130041961214168	1	1	20	9.00000173696779	0.000442253043235753	0.000351735692998129	0.000351735692998129
PF13526.9	Protein of unknown function (DUF4125)	NA	NA	metaT	1	1	20	5	0.0278174515411393	0.999926874222856	1	24	8.94466703761172	0.147066309652922	0.999999997326245	1	22	6.84963905890537	0.129097008199441	0.0082048762414622	0.0082048762414622
PF20242.1	Emfourin	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF19956.2	Effector-associated domain 2	NA	NA	metaT	1	1	0	NA	0	0.999178776396308	1	20	5.49785905238044	0.00189788935199071	0.999999662703552	1	20	5.49785905238044	0.000749384379246736	0.00112486874568707	0.00112486874568707
PF19916.2	vWA-MoxR associated protein middle region 0	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625297	0.000744292659506432	0.999996717090063	1	20.7299270072993	5.18668391625297	0.00019025560138162	0.000455360322080814	0.000455360322080814
PF12275.11	Protein of unknown function (DUF3616)	NA	NA	metaT	1	1	0	NA	0	0.950197030471965	1	24	13.3607353345594	0	0.998738715579478	1	24	13.3607353345594	0.000307320933241358	0.000398343870385676	0.000398343870385676
PF14040.9	Deoxyribonuclease NucA/NucB	NA	NA	metaT	1	1	0	NA	0	0.999999983696132	1	24	9.39461968535691	0.000426212925220167	1	1	24	9.39461968535691	0.000179030265689065	4.95290108529165e-05	4.95290108529165e-05
PF18182.4	minimal CRISPR polymerase domain	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330667	0.00037550876397107	0.999984210132364	1	20	9.00000206330667	8.19801465902112e-05	0.000143843777786736	0.000143843777786736
PF13513.9	HEAT-like repeat	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000127765301479409	0.000165607087533897	0.000165607087533897
PF19366.2	Domain of unknown function (DUF5942)	NA	NA	metaT	1	1	0	NA	0	0.999999967998401	1	20	8.999982240529	0.000444902285709037	0.999999999999999	1	20	8.999982240529	0.000245956535503382	6.72248344116897e-05	6.72248344116897e-05
PF12899.10	Alkaline and neutral invertase	NA	NA	metaT	1	1	0	NA	0	0.999999992538296	1	20	8.02091229121874	0.000508581016043476	1	1	20	8.02091229121874	0.000261041228431478	0.000181034393545767	0.000181034393545767
PF03497.19	Anthrax toxin LF subunit	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	3.86016243954448e-05	5.00347317791703e-05	5.00347317791703e-05
PF13924.9	Lipocalin-like domain	NA	NA	metaT	1	1	0	NA	0	0.999999999753963	1	20	9.00000155322321	0.0018602290201692	1	1	20	9.00000155322321	0.000759894802244882	0.000385489532762717	0.000385489532762717
PF14106.9	Domain of unknown function (DUF4279)	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	12.9999978770877	0.00143547081896473	0.999984210132364	1	20	12.9999978770877	0.000313388446966317	0.000549876764476443	0.000549876764476443
PF10737.12	Spore germination protein GerPC	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330702	0.00099295606043357	0.999984210132364	1	20	9.00000206330702	0.00021677971648687	0.000380365425825316	0.000380365425825316
PF13665.9	Toxin PAAR-like domain	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	9.2350721654925e-05	0.000119703345648901	0.000119703345648901
PF19308.2	CRISPR Cas6 N-terminal domain	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	5.72141522339207	0	0.999999471413172	1	24	5.72141522339207	8.73568107927439e-05	9.71502674398488e-05	9.71502674398488e-05
PF19717.2	Family of unknown function (DUF6212)	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	5.42377254163845e-05	7.03019649049102e-05	7.03019649049102e-05
PF11780.11	Protein of unknown function (DUF3318)	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625353	0.000971655835032893	0.999996717090063	1	20.7299270072993	5.18668391625353	0.000248374027163914	0.000594461746117069	0.000594461746117069
PF04955.15	HupE / UreJ protein	NA	NA	metaT	1	1	0	NA	0	0.984382949354229	1	20	8.25281321618782	0.00264860193060944	0.999877414047682	1	20	8.25281321618782	0.000972377952622366	0.00124569036204062	0.00124569036204062
PF05757.14	Oxygen evolving enhancer protein 3 (PsbQ)	photosynthesis	NA	metaT	1	1	0	NA	0	0.979298116053789	1	24	3.45280580526787	0.00146388571690207	0.999784221807719	1	24	3.45280580526787	0.000524299860997928	0.000744102913128499	0.000744102913128499
PF13030.9	Protein of unknown function (DUF3891)	NA	NA	metaT	1	1	0	NA	0	0.968561345150819	1	24	1.00007368029384	0.000585968994890527	0.999500543575796	1	24	1.00007368029384	0.00022606204777704	0.000419497528711646	0.000419497528711646
PF07109.14	Magnesium-protoporphyrin IX methyltransferase C-terminus	chlorophyll biosynthetic process	NA	metaT	1	1	20	5	0.00172808884424531	0.873925410574384	1	24	8.64767371981838	0.00410419006711829	0.991695817000848	1	22	6.71351712158342	0.00135398705850216	0.00134160106839171	0.00134160106839171
PF04755.15	PAP_fibrillin	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625342	0.000933046993905758	0.999996717090063	1	20.7299270072993	5.18668391625342	0.000238504860521637	0.000570840749582608	0.000570840749582608
PF08854.13	Domain of unknown function (DUF1824)	NA	NA	metaT	1	1	0	NA	0	0.997465587389326	1	20	5.18668391625313	0.00125478733663188	0.999996785659723	1	20	5.18668391625313	0.000501719827486404	0.00116476149468639	0.00116476149468639
PF14240.9	YHYH protein	NA	NA	metaT	1	1	0	NA	0	0.996556496857279	1	20	8.80174385162645	0.00202133317293376	0.999994064325966	1	20	8.80174385162645	0.000605589168438712	0.000773660144646969	0.000773660144646969
PF09626.13	Dihaem cytochrome c	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	5.72141522339207	0	0.999999471413172	1	24	5.72141522339207	0.000193704232627389	0.000215420158236187	0.000215420158236187
PF12565.11	Protein of unknown function (DUF3747)	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625365	0.00045901622228927	0.999996717090063	1	20.7299270072993	5.18668391625365	0.000117333425635934	0.000280827403242946	0.000280827403242946
PF17265.5	Family of unknown function (DUF5331)	NA	NA	metaT	1	1	0	NA	0	0.99853735339819	1	24	9.00000046164326	0.00109300502664391	0.999998929810562	1	24	9.00000046164326	0.000283802161076766	0.000174223009918399	0.000174223009918399
PF00168.33	C2 domain	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330515	0.000126009652339286	0.999984210132364	1	20	9.00000206330515	2.75101163054389e-05	4.82697240895168e-05	4.82697240895168e-05
PF07821.15	Alpha-amylase C-terminal beta-sheet domain	carbohydrate metabolic process	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.1866839162532	0.000141565750799494	0.999996717090063	1	20.7299270072993	5.1866839162532	3.61869443550063e-05	8.66103206263245e-05	8.66103206263245e-05
PF11209.11	LmeA-like phospholipid-binding	NA	NA	metaT	1	1	20	7	0.000949700199521041	0.966849862961736	1	20.9336609336609	5.5120343592442	0.0062512272829932	0.999444359900509	1	20.4668304668305	6.27625203430708	0.00233045354494447	0.00341213503180055	0.00341213503180055
PF16684.8	Telomere resolvase	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330606	0.000406085307773577	0.999984210132364	1	20	9.00000206330606	8.86555421699108e-05	0.000155556541892974	0.000155556541892974
PF16865.8	Glutathione S-transferase, C-terminal domain	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330512	0.000662874546512749	0.999984210132364	1	20	9.00000206330512	0.000144717135012644	0.000253923178678262	0.000253923178678262
PF20126.2	Family of unknown function (DUF6516)	NA	NA	metaT	1	1	0	NA	0	0.946772461095317	1	20.431654676259	5.89241887985214	0.00447301247973585	0.998557589710036	1	20.431654676259	5.89241887985214	0.00135568244217057	0.00273370887485926	0.00273370887485926
PF04278.15	Tic22-like family	protein transport	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625295	0.000181271300796616	0.999996717090063	1	20.7299270072993	5.18668391625295	4.63364509992062e-05	0.000110902286701971	0.000110902286701971
PF02392.19	Ycf4	photosynthesis	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000977744941965634	0.00126733542139392	0.00126733542139392
PF17990.4	L-Lysine epsilon oxidase N-terminal	NA	NA	metaT	1	1	0	NA	0	0.831834812121964	1	20	7.49491566956993	0.000688407675462575	0.98499340312699	1	20	7.49491566956993	0.000227715506454291	0.000396795247851355	0.000396795247851355
PF18417.4	L-lysine epsilon oxidase C-terminal domain	NA	NA	metaT	1	1	0	NA	0	0.941360206828661	1	20.7299270072993	5.18668391625334	0.000335873971084258	0.998246059186959	1	20.7299270072993	5.18668391625334	8.58558841618109e-05	0.00020548863098142	0.00020548863098142
PF06298.14	Photosystem II protein Y (PsbY)	photosynthesis	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330532	0.00641973096847933	0.999984210132364	1	20	9.00000206330532	0.00140153982106841	0.00245916591963177	0.00245916591963177
PF17908.4	APAF-1 helical domain	NA	NA	metaT	1	1	0	NA	0	0.980083889020752	1	20	6.61282489798093	0.000321383076781888	0.999800344366111	1	20	6.61282489798093	0.000129560005240859	0.000224260104712113	0.000224260104712113
PF01816.20	Leucine rich repeat variant	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330486	0.000409071229154265	0.999984210132364	1	20	9.00000206330486	8.93074211564512e-05	0.000156700339995149	0.000156700339995149
PF00179.29	Ubiquitin-conjugating enzyme	NA	NA	metaT	1	1	0	NA	0	0.552178459680597	1	20	8.836617176114	0.00437395137168052	0.880108405641551	1	20	8.836617176114	0.00110752033572869	0.00179816699453225	0.00179816699453225
PF02507.18	Photosystem I reaction centre subunit III	photosynthesis	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF10929.11	Protein of unknown function (DUF2811)	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000409315991945782	0.000530548032386662	0.000530548032386662
PF06514.14	Photosystem II 12 kDa extrinsic protein (PsbU)	photosynthesis	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF00791.23	ZU5 domain	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF02306.18	Major spike protein (G protein)	modulation by virus of host process	NA	metaT	1	1	20	17	0.00145062248587107	0.999033910196442	1	20.6295399515739	16.7649447822031	0.0265203856466446	0.999999533184893	1	20.314769975787	16.8883480567684	0.00850379479682799	0.0121650178929408	0.0121650178929408
PF02925.19	Bacteriophage scaffolding protein D	viral procapsid maturation	NA	metaT	1	1	20	15	0.00500792787835892	0.997129149593169	1	21.037037037037	16.7000762625308	0.0282918835343292	0.999995875159813	1	20.5185185185185	15.8386717766998	0.0104729853310773	0.0139146759145809	0.0139146759145809
PF11251.11	Protein of unknown function (DUF3050)	NA	NA	metaT	1	1	0	NA	0	0.732175336382181	1	20	9.00000206330716	0.00132256044549656	0.960420207524339	1	20	9.00000206330716	0.000288738132366406	0.000506624902225132	0.000506624902225132
PF14869.9	Domain of unknown function (DUF4488)	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330573	0.00085182524981357	0.999984210132364	1	20	9.00000206330573	0.00018596838622477	0.000326303334845113	0.000326303334845113
PF20075.2	Domain of unknown function (DUF6471)	NA	NA	metaT	1	1	24	19	0.0248077652751426	0.996227912902159	1	24	20.9999263197062	0.123360035287199	0.999992876717275	1	24	19.9999631598531	0.0808921655562124	0.0107361135126381	0.0107361135126381
PF07350.15	Protein of unknown function (DUF1479)	NA	NA	metaT	1	1	0	NA	0	0.985232939921242	1	20	6.48633330284866	0.00078475714287848	0.999890426271011	1	20	6.48633330284866	0.000324228502688588	0.000565884101539713	0.000565884101539713
PF19301.2	LigXa C-terminal domain like	NA	NA	metaT	1	1	0	NA	0	0.996474879514051	1	20	9.00000190585819	0.00214447388106633	0.999993779449081	1	20	9.00000190585819	0.000594254783397562	0.000704898908835246	0.000704898908835246
PF12079.11	Protein of unknown function (DUF3558)	NA	NA	metaT	1	1	0	NA	0	0.99787598726294	1	22.5396825396825	8.99999123176897	0.00311480750314465	0.999997742686192	1	22.5396825396825	8.99999123176897	0.000796943837703267	0.000986768286796337	0.000986768286796337
PF20570.1	Domain of unknown function (DUF6779)	NA	NA	metaT	1	1	0	NA	0	0.999943034764183	1	20	9.00000191901058	0.00105848107965009	0.99999999837745	1	20	9.00000191901058	0.000288120506108853	0.000352731092436786	0.000352731092436786
PF03684.16	Uncharacterised protein family (UPF0179)	NA	NA	metaT	1	1	0	NA	0	0.997314915966054	1	20	5.186683916253	0.00129643184060099	0.999996391931096	1	20	5.186683916253	0.000507048439093571	0.00117672410289868	0.00117672410289868
PF10028.12	Predicted integral membrane protein (DUF2270)	NA	NA	metaT	1	1	0	NA	0	0.619504718362514	1	20	9.03791532820302	0.00206064379366034	0.916145236351968	1	20	9.03791532820302	0.000484709321752597	0.000818596699621518	0.000818596699621518
PF04517.15	Microvirus lysis protein (E), C terminus	modulation by virus of host cellular process	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	16.8133160837467	0.00358912389633621	0.999996717090063	1	20.7299270072993	16.8133160837467	0.000917449495986473	0.0021958359961624	0.0021958359961624
PF20003.2	FtsH ternary system domain X5	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
