FeatureID	Name	GO_Term	condition	datatype	JTK_pvalue	JTK_BH.Q	JTK_period	JTK_adjphase	JTK_amplitude	LS_pvalue	LS_BH.Q	LS_period	LS_adjphase	LS_amplitude	meta2d_pvalue	meta2d_BH.Q	meta2d_period	meta2d_phase	meta2d_Base	meta2d_AMP	meta2d_rAMP
PF12536.11	Patatin phospholipase	NA	NA	metaT	1	1	0	NA	0	0.70294201533005	1	20	9.00000206330708	0.00122038556376565	0.95071563008597	1	20	9.00000206330708	0.000266431564355697	0.000467485413634615	0.000467485413634615
PF14431.9	YwqJ-like deaminase	NA	NA	metaT	1	1	0	NA	0	0.999999999956392	1	20	8.99999887260101	0.00040011346501242	1	1	20	8.99999887260101	0.00014163882784512	0.000101169527731653	0.000101169527731653
PF08592.14	Anthrone oxygenase	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	5.72141522339207	0	0.999999471413172	1	24	5.72141522339207	0.000389096519569614	0.000432717616326284	0.000432717616326284
PF05908.14	Poly-gamma-glutamate hydrolase	NA	NA	metaT	1	1	20	1	0.000717560232622746	0.997650784917323	1	20.8823529411765	5.16532735577643	0.00637425119581879	0.999997238430893	1	20.4411764705882	3.03912977251444	0.00175225715048941	0.00184811260884371	0.00184811260884371
PF11337.11	Protein of unknown function (DUF3139)	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000222325811391486	0.000288174721006614	0.000288174721006614
PF17490.5	L1 transposable element dsRBD-like domain	NA	NA	metaT	1	1	20	11	0.000185771419620914	0.999990071038601	1	24	10.3516822352963	0.00201334305335914	0.999999999950708	1	22	10.7945210245108	0.00210890563561414	0.00110733642343188	0.00110733642343188
PF05300.14	MICOS complex subunit MIC19/MIC25	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF14013.9	MT0933-like antitoxin protein	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330538	0.00280975201922747	0.999984210132364	1	20	9.00000206330538	0.000613418126337385	0.0010763140141272	0.0010763140141272
PF16751.8	Anti-sigma-D factor RsdA to sigma factor binding region	NA	NA	metaT	1	1	24	19	1.8009191644975e-05	0.998060031850763	1	24	9.42630101608978	0.00128587556264731	0.999998117043771	1	24	14.2131505080449	0.00121417426332032	0.000552518270796829	0.000552518270796829
PF19818.2	Family of unknown function (DUF6301)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF13794.9	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)-like	NA	NA	metaT	1	1	0	NA	0	0.975834521464127	1	21.6793893129771	8.24539229866611	0.00230070389367785	0.999705633999145	1	21.6793893129771	8.24539229866611	0.000782407285747069	0.000849866794044682	0.000849866794044682
PF18451.4	Contact-dependent growth inhibition CdiA C-terminal domain	NA	NA	metaT	1	1	0	NA	0	0.75152651215279	1	23.3424657534247	4.80575383754493	0.00087974162655406	0.966199152078567	1	23.3424657534247	4.80575383754493	0.000292048735562026	0.00053489842800942	0.00053489842800942
PF11382.11	Copper transport outer membrane protein, MctB	copper ion homeostasis	NA	metaT	1	1	0	NA	0	0.982588195446103	1	24	20.9999263197062	0.00159959377975151	0.999847526998559	1	24	20.9999263197062	0.000505380029161914	0.00081001498142524	0.00081001498142524
PF19953.2	Effector Associated Constant Component 1	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF00755.23	Choline/Carnitine o-acyltransferase	NA	NA	metaT	1	1	0	NA	0	0.999979273301314	1	20	9.00000189739179	0.000720775211380788	0.9999999997852	1	20	9.00000189739179	0.000202010680941484	0.000234817189401207	0.000234817189401207
PF13827.9	Domain of unknown function (DUF4189)	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	5.72141522339207	0	0.999999471413172	1	24	5.72141522339207	0.000223045544702668	0.000248050886044147	0.000248050886044147
PF01129.21	NAD:arginine ADP-ribosyltransferase	protein ADP-ribosylation	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	1.51474728640353e-05	1.96338820905605e-05	1.96338820905605e-05
PF06475.14	Putative glycolipid-binding	NA	NA	metaT	1	1	0	NA	0	0.704836301201581	1	20	9.00000206330564	0.0024641927702429	0.951380779554284	1	20	9.00000206330564	0.000537976483943286	0.000943942808466247	0.000943942808466247
PF19053.3	EccD-like transmembrane domain	NA	NA	metaT	1	1	0	NA	0	0.979560532557172	1	20.2375296912114	9.00000004024443	0.00102926029518373	0.999789676187766	1	20.2375296912114	9.00000004024443	0.00026501130319874	0.000271118943046921	0.000271118943046921
PF05208.16	ALG3 protein	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF17784.4	Sulfotransferase domain	NA	NA	metaT	1	1	0	NA	0	0.999887291424181	1	24	8.97504659462732	0.000453659224394688	0.99999999364815	1	24	8.97504659462732	0.000449947798894362	0.000455037108604312	0.000455037108604312
PF09887.12	Uncharacterized protein conserved in archaea (DUF2114)	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625291	0.000371073861944128	0.999996717090063	1	20.7299270072993	5.18668391625291	9.48536571729681e-05	0.000227024022247781	0.000227024022247781
PF03574.18	Peptidase family S48	heterocyst differentiation	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18460.4	Heterocyst differentiation regulator C-terminal Hood domain	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF20296.1	Methylase-associated X1	NA	NA	metaT	1	1	20	7	0.000718199567689589	0.992792211206827	1	20	5.7330821283941	0.00130361604667259	0.999973961254356	1	20	6.36654106419705	0.000738706474183718	0.000670140212630418	0.000670140212630418
PF12263.11	Protein of unknown function (DUF3611)	NA	NA	metaT	1	1	0	NA	0	0.9999999912405	1	20	9.0000017595492	0.00134067869992918	1	1	20	9.0000017595492	0.000444663333814566	0.000373055433423595	0.000373055433423595
PF00332.21	Glycosyl hydrolases family 17	carbohydrate metabolic process	NA	metaT	1	1	0	NA	0	0.997059734765449	1	20	5.18668391625312	0.000437566866107527	0.999995673177426	1	20	5.18668391625312	0.000164291329593187	0.000381024163157476	0.000381024163157476
PF14930.9	Quinohemoprotein amine dehydrogenase, alpha subunit domain II	NA	NA	metaT	1	1	0	NA	0	0.983320042276893	1	20.6295399515739	3.16412836310057	0.00039790083440739	0.999860109536927	1	20.6295399515739	3.16412836310057	0.000167890274862357	0.000263122643221276	0.000263122643221276
PF09099.13	Quinohemoprotein amine dehydrogenase, alpha subunit domain III	NA	NA	metaT	1	1	0	NA	0	0.983320042276893	1	20.6295399515739	3.16412836310057	0.00039790083440739	0.999860109536927	1	20.6295399515739	3.16412836310057	0.000167890274862357	0.000263122643221276	0.000263122643221276
PF09100.13	Quinohemoprotein amine dehydrogenase, alpha subunit domain IV	NA	NA	metaT	1	1	0	NA	0	0.983320042276893	1	20.6295399515739	3.16412836310057	0.00039790083440739	0.999860109536927	1	20.6295399515739	3.16412836310057	0.000167890274862357	0.000263122643221276	0.000263122643221276
PF09707.13	CRISPR-associated protein (Cas_Cas2CT1978)	NA	NA	metaT	1	1	0	NA	0	0.999999712251364	1	22.9649595687332	8.99999336957545	0.00433725223350205	0.999999999999959	1	22.9649595687332	8.99999336957545	0.00289935313795274	0.00108711150346834	0.00108711150346834
PF09577.13	Sporulation protein YpjB (SpoYpjB)	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000115756030322076	0.00015004088609468	0.00015004088609468
PF12841.10	YvrJ protein family	NA	NA	metaT	1	1	0	NA	0	0.967110453826891	1	24	6.24194416651356	0.00487439009405017	0.999453109839596	1	24	6.24194416651356	0.00199240142542885	0.00221142063843931	0.00221142063843931
PF19791.2	Family of unknown function (DUF6275)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF12100.11	Domain of unknown function (DUF3576)	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	5.72141522339207	0	0.999999471413172	1	24	5.72141522339207	0.00018568597463192	0.000206502983930114	0.000206502983930114
PF09712.13	Poly(R)-hydroxyalkanoic acid synthase subunit (PHA_synth_III_E)	NA	NA	metaT	1	1	0	NA	0	0.997059023095383	1	20	6.01489005748208	0.000852258250058719	0.999995671081591	1	20	6.01489005748208	0.000393002339203988	0.000717205183050465	0.000717205183050465
PF19503.2	Family of unknown function (DUF6037)	NA	NA	metaT	1	1	24	23	0.00108681314462262	0.982367518593649	1	24	20.9999263197062	0.00624455234628946	0.999843625989021	1	24	21.9999631598531	0.00200714835611985	0.00186935515252655	0.00186935515252655
PF09521.13	NgoPII restriction endonuclease	DNA restriction-modification system	NA	metaT	1	1	0	NA	0	0.932584432824043	1	20	8.01854432086715	0.00156565039447244	0.997674710721086	1	20	8.01854432086715	0.000504725477325931	0.000817872646386391	0.000817872646386391
PF11959.11	Domain of unknown function (DUF3473)	NA	NA	metaT	1	1	0	NA	0	0.996644223278236	1	20	5.1866839162531	0.00177171682061185	0.999994363072341	1	20	5.1866839162531	0.0005438699707576	0.00125668611590122	0.00125668611590122
PF19348.2	Family of unknown function (DUF5926)	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625384	0.000704424853249626	0.999996717090063	1	20.7299270072993	5.18668391625384	0.00018006461889877	0.000430969087173621	0.000430969087173621
PF16266.8	Domain of unknown function (DUF4919)	NA	NA	metaT	1	1	20	9	0.02691455786047	0.999904251834805	1	20.6796116504854	12.9299166624003	0.0748290261060895	0.999999995415998	1	20.3398058252427	10.9351829322122	0.0462006599388182	0.00906903635850384	0.00906903635850384
PF16249.8	Domain of unknown function (DUF4906)	NA	NA	metaT	1	1	20	9	0.0407058772787288	0.999477910403821	1	20	12.8258178336076	0.139316436000821	0.999999863687502	1	20	10.9129089168038	0.0592935203485918	0.0308316237211562	0.0308316237211562
PF03825.19	Nucleoside H+ symporter	nucleoside transport	NA	metaT	1	1	20	9	0.0196091698246758	0.999990486523341	1	20	12.9280978495533	0.0664400293613616	0.999999999954747	1	20	10.9640489247766	0.0455401558479438	0.00501423944055454	0.00501423944055454
PF20583.1	Family of unknown function (DUF6786)	NA	NA	metaT	1	1	0	NA	0	0.981114393685042	1	24	7.71170084771788	0.00109954280314901	0.999820533571836	1	24	7.71170084771788	0.000446287244727722	0.000265394287804317	0.000265394287804317
PF13239.9	2TM domain	NA	NA	metaT	1	1	0	NA	0	0.965308481917976	1	21.3	5.13979284655318	0.00315462346683773	0.999391167464719	1	21.3	5.13979284655318	0.000871433332018108	0.00193861913864522	0.00193861913864522
PF02531.19	PsaD	photosynthesis	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF08847.14	Chlororespiratory reduction 6	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	5.72141522339207	0	0.999999471413172	1	24	5.72141522339207	0.000380234234416727	0.000422861792093256	0.000422861792093256
PF06206.14	CpeT/CpcT family (DUF1001)	protein-phycocyanobilin linkage	NA	metaT	1	1	0	NA	0	0.775606794488022	1	20.3341288782816	6.11310462699684	0.00184880221988166	0.972695923188302	1	20.3341288782816	6.11310462699684	0.00057189340143626	0.00114464666240954	0.00114464666240954
PF18506.4	RelB Antitoxin alpha helical domain	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF10049.12	Protein of unknown function (DUF2283)	NA	NA	metaT	1	1	0	NA	0	0.999999995266183	1	20	7.89572529976215	0.00381842780556788	1	1	20	7.89572529976215	0.00199281228437247	0.0014001406979635	0.0014001406979635
PF12452.11	Protein of unknown function (DUF3685)	NA	NA	metaT	1	1	0	NA	0	0.840255135398276	1	20.7299270072993	5.18668391625269	0.00100711419524159	0.986501290179934	1	20.7299270072993	5.18668391625269	0.000257437869940451	0.000616155269650876	0.000616155269650876
PF18598.4	Tetracyclin repressor-like, C-terminal domain	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330871	0.0079306071871075	0.999984210132364	1	20	9.00000206330871	0.00173139058825956	0.00303792775932073	0.00303792775932073
PF11453.11	Protein of unknown function (DUF2950)	NA	NA	metaT	1	1	0	NA	0	0.818934649945361	1	20	9.00000206330725	0.00229005529820028	0.982517657679904	1	20	9.00000206330725	0.000499959220820251	0.000877237063524345	0.000877237063524345
PF02974.17	Protease inhibitor Inh	NA	NA	metaT	1	1	0	NA	0	0.967301843680725	1	24	20.9999263197062	0.00109529282134377	0.999459491470931	1	24	20.9999263197062	0.000399557919380409	0.000732578680115531	0.000732578680115531
PF10025.12	Uncharacterized conserved protein (DUF2267)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF08819.14	Domain of unknown function (DUF1802)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF06967.14	Mo-dependent nitrogenase C-terminus	NA	NA	metaT	1	1	0	NA	0	0.986869974694696	1	20	4.2304201146121	0.00245135281592112	0.999913421457249	1	20	4.2304201146121	0.00103425000402771	0.00183119074578345	0.00183119074578345
PF12593.11	Microcystin synthetase C terminal	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF11335.11	Protein of unknown function (DUF3137)	NA	NA	metaT	1	1	0	NA	0	0.957112952730628	1	20.7299270072993	5.18668391625325	0.000901606801577783	0.999066914185614	1	20.7299270072993	5.18668391625325	0.000230468139182907	0.000551605552349503	0.000551605552349503
PF12793.10	Sugar transport-related sRNA regulator N-term	NA	NA	metaT	1	1	0	NA	0	0.99995855125852	1	20	8.74645441051097	0.000476890796750706	0.999999999140989	1	20	8.74645441051097	0.000176722313890309	0.000165216015713515	0.000165216015713515
PF08695.13	Cytochrome oxidase complex assembly protein 1	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000139774572636742	0.000181173288973114	0.000181173288973114
PF11279.11	Protein of unknown function (DUF3080)	NA	NA	metaT	1	1	0	NA	0	0.988910894823571	1	20.431654676259	6.32780710805418	0.00160857917415238	0.999938287336664	1	20.431654676259	6.32780710805418	0.000563973109496249	0.000889341500577631	0.000889341500577631
PF10082.12	Putative beta-barrel porin 2	NA	NA	metaT	1	1	20	5	0.000629801184945535	0.995130010484966	1	23.601108033241	4.22243022405587	0.00134187149621745	0.999988122303958	1	21.8005540166205	4.67521748349304	0.000707338711850133	0.000566784975338535	0.000566784975338535
PF09611.13	CRISPR-associated protein (Cas_Csy1)	NA	NA	metaT	1	1	0	NA	0	0.976567730794279	1	24	3.07174770082525	0.000512211243449114	0.999723294566985	1	24	3.07174770082525	0.000184094865884883	0.000239666806745132	0.000239666806745132
PF09676.13	Type IV conjugative transfer system lipoprotein (TraV)	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330614	0.00124214329436623	0.999984210132364	1	20	9.00000206330614	0.000271181658402081	0.000475820010496151	0.000475820010496151
PF11949.11	Protein of unknown function (DUF3466)	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330511	0.000388109729204999	0.999984210132364	1	20	9.00000206330511	8.47311582207515e-05	0.000148670750195712	0.000148670750195712
PF19578.2	Family of unknown function (DUF6090)	NA	NA	metaT	1	1	0	NA	0	0.988146896941721	1	23.8655462184874	4.50870357758889	0.00153620214920171	0.999929472764861	1	23.8655462184874	4.50870357758889	0.000524527874513086	0.000937115969641211	0.000937115969641211
PF18494.4	Pullulanase Ins domain	NA	NA	metaT	1	1	0	NA	0	0.985929826739651	1	20.6796116504854	5.35527013044566	0.000629782738415336	0.999900547573536	1	20.6796116504854	5.35527013044566	0.000174302581375047	0.000375413043131257	0.000375413043131257
PF01378.20	B domain	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF12712.10	Domain of unknown function (DUF3805)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF12713.10	Domain of unknown function (DUF3806)	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625323	0.00105165100356444	0.999996717090063	1	20.7299270072993	5.18668391625323	0.000268822339668676	0.000643403013026209	0.000643403013026209
PF16118.8	Domain of unknown function (DUF4834)	NA	NA	metaT	1	1	0	NA	0	0.999629725339851	1	24	12.9999988519246	0.0578591922298969	0.999999931439875	1	24	12.9999988519246	0.0167198632240077	0.00619875074920819	0.00619875074920819
PF18480.4	Domain of unknown function (DUF5615)	NA	NA	metaT	1	1	20	7	0.00461122171992481	0.99903810327094	1	20	6.20923297812523	0.00842923369557158	0.999999537228938	1	20	6.60461648906261	0.004552507634085	0.00438824659870434	0.00438824659870434
PF19891.2	Family of unknown function (DUF6364)	NA	NA	metaT	1	1	0	NA	0	0.980046374613426	1	20	9.13757220657618	0.00652690688351963	0.999799588966681	1	20	9.13757220657618	0.00175787742861192	0.00278113090922399	0.00278113090922399
PF14250.9	AbrB-like transcriptional regulator	NA	NA	metaT	1	1	0	NA	0	0.967130530635312	1	24	1.00007368029384	0.00117476875787231	0.999453781051212	1	24	1.00007368029384	0.00042349378678007	0.000774401702368836	0.000774401702368836
PF11266.11	Long-chain fatty aldehyde decarbonylase	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330569	0.00116152341708766	0.999984210132364	1	20	9.00000206330569	0.000253580925765403	0.000444937461738008	0.000444937461738008
PF14330.9	Domain of unknown function (DUF4387)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF19936.2	Family of unknown function (DUF6399)	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000101146028479203	0.00013110366428213	0.00013110366428213
PF18886.3	Repeats of unknown function (DUF5649)	NA	NA	metaT	1	1	0	NA	0	0.999636565228081	1	20.6295399515739	8.95732711818304	0.000667961202719679	0.999999933949581	1	20.6295399515739	8.95732711818304	0.000175947361693002	0.000181135902404218	0.000181135902404218
PF10092.12	Uncharacterized protein conserved in bacteria (DUF2330)	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	16.8133160837473	0.000247227525199199	0.999996717090063	1	20.7299270072993	16.8133160837473	6.31961378150009e-05	0.000151254488491934	0.000151254488491934
PF17655.4	Inward rectifier potassium channel C-terminal domain	NA	NA	metaT	1	1	0	NA	0	0.92550197133831	1	20	8.61280517738694	0.00238092899036296	0.997153424140599	1	20	8.61280517738694	0.000845359212547349	0.000784046075540396	0.000784046075540396
PF10989.11	Protein of unknown function (DUF2808)	NA	NA	metaT	1	1	0	NA	0	0.993258395073131	1	20	4.55255419068953	0.00126772709451929	0.99997722414187	1	20	4.55255419068953	0.000688970370462716	0.00112444911689777	0.00112444911689777
PF06990.14	Galactose-3-O-sulfotransferase	glycolipid biosynthetic process	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	5.72141522339207	0	0.999999471413172	1	24	5.72141522339207	5.90819010192472e-06	6.57054948868545e-06	6.57054948868545e-06
PF09622.13	Putative integral membrane protein (DUF2391)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF14233.9	Domain of unknown function (DUF4335)	NA	NA	metaT	1	1	0	NA	0	0.980775299005323	1	22.015503875969	2.69017110200157	0.000584146248023998	0.999814009713068	1	22.015503875969	2.69017110200157	0.000245804581593744	0.00035384200145933	0.00035384200145933
PF18197.4	Domain of unknown function (DUF5602)	NA	NA	metaT	1	1	0	NA	0	0.993636288634675	1	24	13.0000001127847	0.000164531097489122	0.999979708499958	1	24	13.0000001127847	0.000352457244620568	0.000582079271006453	0.000582079271006453
PF12046.11	Cofactor assembly of complex C subunit B	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330512	0.00303071020139838	0.999984210132364	1	20	9.00000206330512	0.000661657171341595	0.00116095507368665	0.00116095507368665
PF12204.11	Domain of unknown function (DUF3598)	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625352	0.000667074977252164	0.999996717090063	1	20.7299270072993	5.18668391625352	0.00017051726809708	0.000408118329011939	0.000408118329011939
PF09150.13	Orange carotenoid protein, N-terminal	light absorption	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330489	0.0015496931965771	0.999984210132364	1	20	9.00000206330489	0.000338325194016045	0.000593631215018115	0.000593631215018115
PF00504.24	Chlorophyll A-B binding protein	NA	NA	metaT	1	1	0	NA	0	0.999998158685456	1	24	9.00000359769121	0.00106856185183569	0.999999999998305	1	24	9.00000359769121	0.00033421416701831	4.31089166955818e-05	4.31089166955818e-05
PF19648.2	Family of unknown function (DUF6151)	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330654	0.00138610617573214	0.999984210132364	1	20	9.00000206330654	0.000302611279359839	0.000530966964984604	0.000530966964984604
PF20229.1	Protein ChrB, N-terminal	NA	NA	metaT	1	1	20	1	0.00217815620908561	0.984653019920021	1	22.5994694960212	4.71401868274344	0.00535246968932761	0.999881627990161	1	21.2997347480106	2.75394700851422	0.00222546997358292	0.00173508320920717	0.00173508320920717
PF05023.17	Phytochelatin synthase	response to metal ion	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF10111.12	Glycosyltransferase like family 2	NA	NA	metaT	1	1	0	NA	0	0.999999999906069	1	20	9.00000160696794	0.000987810473465997	1	1	20	9.00000160696794	0.000383761067286542	0.000222966100557366	0.000222966100557366
PF07924.14	Nuclease A inhibitor-like protein	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF07040.14	Protein of unknown function (DUF1326)	NA	NA	metaT	1	1	0	NA	0	0.999995096605786	1	24	13.0000055737411	0.000202328782046854	0.999999999987978	1	24	13.0000055737411	0.000182836580544796	0.000131256006399992	0.000131256006399992
PF13767.9	Domain of unknown function (DUF4168)	NA	NA	metaT	1	1	0	NA	0	0.994385680784339	1	20	9.00000206330574	0.00154487833767964	0.999984210132364	1	20	9.00000206330574	0.000337274025904686	0.000591786817337438	0.000591786817337438
PF19327.2	Ap4A phosphorylase N-terminal domain	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625358	0.000645625621070421	0.999996717090063	1	20.7299270072993	5.18668391625358	0.000165034397740261	0.000394995553159467	0.000394995553159467
PF09830.12	ATP adenylyltransferase C-terminal domain	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.18668391625358	0.000645625621070421	0.999996717090063	1	20.7299270072993	5.18668391625358	0.000165034397740261	0.000394995553159467	0.000394995553159467
PF11210.11	Protein of unknown function (DUF2996)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF07700.18	Haem-NO-binding	NA	NA	metaT	1	1	0	NA	0	0.998697610821682	1	24	12.9999997801997	0.000144320225964238	0.999999151522785	1	24	12.9999997801997	0.00024115684231437	0.000290026345069866	0.000290026345069866
PF05641.15	Agenet domain	NA	NA	metaT	1	1	0	NA	0	0.997438708954636	1	20.7299270072993	5.186683916253	0.00041826244554396	0.999996717090063	1	20.7299270072993	5.186683916253	0.000106915971957971	0.000255894129123225	0.000255894129123225
PF11378.11	Protein of unknown function (DUF3181)	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000263370576571453	0.000341376207961681	0.000341376207961681
PF04777.16	Erv1 / Alr family	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF01786.20	Alternative oxidase	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000136327255776318	0.000176704938815045	0.000176704938815045
PF01126.23	Heme oxygenase	heme oxidation	NA	metaT	1	1	0	NA	0	0.999999999991868	1	20	9.00000152102945	0.0015176594174889	1	1	20	9.00000152102945	0.000638130484217708	0.000297696593577608	0.000297696593577608
PF17310.5	Family of unknown function (DUF5357)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF10674.12	Protein of unknown function (DUF2488)	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000248711731864322	0.0003223756769063	0.0003223756769063
PF02458.18	Transferase family	NA	NA	metaT	1	1	0	NA	0	0.939050188490288	1	20.3341288782816	6.1181950562142	0.000626481647569598	0.998103629499962	1	20.3341288782816	6.1181950562142	0.000193883127040149	0.000388057198796434	0.000388057198796434
PF18328.4	Fatty acid synthase subunit PfaD N-terminal domain	NA	NA	metaT	1	1	0	NA	0	0.999857037631642	1	20	5.18668391625344	9.51674329182237e-05	0.999999989780394	1	20	5.18668391625344	7.23357795336923e-05	0.000169165499094355	0.000169165499094355
PF02923.18	Restriction endonuclease BamHI	NA	NA	metaT	1	1	0	NA	0	0.975416586916095	1	24	2.89337540346323	0.00202244899773803	0.999695320867645	1	24	2.89337540346323	0.000726600083462329	0.000910507970540847	0.000910507970540847
PF13326.9	Photosystem II Pbs27	photosystem II repair	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF08527.13	Protein-arginine deiminase (PAD) middle domain	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF03068.18	Protein-arginine deiminase (PAD)	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF02694.18	Uncharacterised BCR, YnfA/UPF0060 family	NA	NA	metaT	1	1	0	NA	0	0.689977891872602	1	20.0943396226415	7.16317024961306	0.00473097505248126	0.946025736282349	1	20.0943396226415	7.16317024961306	0.00155899848357195	0.00285532853959629	0.00285532853959629
PF20348.1	Family of unknown function (DUF6643)	NA	NA	metaT	1	1	0	NA	0	0.998971986706699	1	24	13.3607353345594	0	0.999999471413172	1	24	13.3607353345594	0.000264537556326818	0.000342888826147207	0.000342888826147207
PF18579.4	Rubisco accumulation factor 1 helix turn helix domain	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18578.4	Rubisco accumulation factor 1 alpha helical domain	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF18087.4	Rubisco Assembly chaperone C-terminal domain	NA	NA	metaT	1	1	0	NA	0	1	1	NA	NA	0	1	1	NA	NA	0	NA	NA
PF05204.17	Homing endonuclease	protein splicing	NA	metaT	1	1	0	NA	0	0.709354182173327	1	24	4.4016176345569	0.000179695033126672	0.952946639197356	1	24	4.4016176345569	6.19064360529406e-05	0.000109179598283744	0.000109179598283744
PF10184.12	Uncharacterized conserved protein (DUF2358)	NA	NA	metaT	1	1	0	NA	0	0.969485272768192	1	24	1.00007368029384	0.00292363060904162	0.999529616483317	1	24	1.00007368029384	0.000824309063597321	0.000853090091804381	0.000853090091804381
