FeatureID	Name	rab.all	rab.win.FA	rab.win.NA	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	diffexpr
PF19238.2	Radical SAM-like domain	1.62913158330785	2.87575501485697	0.175994970842194	2.69420183251406	2.05651276629957	-1.26679769467969	0.0446667654681421	0.00826147586487212	0.0599060341004714	0.00495824175824176	0.0334370441867996	up
PF01008.20	Initiation factor 2 subunit family	1.00294017232193	2.5738610791387	-0.715505325016653	3.3421696075681	2.38043997417186	-1.35286252836452	0.0439707865209394	0.00659116967438332	0.0523642130122736	0.00424775224775225	0.0291210137700873	up
PF08328.14	Adenylosuccinate lyase C-terminal	-1.17491088817456	-1.58074108381078	-0.762287870299043	-0.779549982278712	4.64946974153595	0.144807991625653	0.419720189590245	0.556332638025745	0.702630817391108	0.574424775224775	0.714845781251442	none
PF02557.20	D-alanyl-D-alanine carboxypeptidase	1.70218201708672	0.98699885010331	2.32963161750715	-1.31985054995311	2.14008872284239	0.526660739957806	0.244503677013663	0.169846660856877	0.347586795817289	0.15223976023976	0.307231510930147	none
PF01992.19	ATP synthase (C/AC39) subunit	0.349920804294404	0.050292177792886	0.692795586352451	-0.981378115883745	2.91958738688398	0.258310876319322	0.351765495684751	0.471840652872152	0.632468601747623	0.427514885114885	0.595220816852401	none
PF08486.13	Stage II sporulation protein	2.70506189817108	4.11102087510851	2.04288387548313	2.08986035109839	2.03167287544498	-0.921065039685626	0.105263196650173	0.0226664772527893	0.112201784942125	0.0147028971028971	0.0719402343818636	up
PF07804.15	HipA-like C-terminal domain	2.79719872829555	3.28525300195833	2.16385203768357	1.03360451060934	1.38191761375837	-0.624179383997864	0.210666682777509	0.070719102676974	0.210145259311014	0.0990161838161838	0.230155616725762	none
PF20613.1	HipA-like kinase	-2.35453850593747	-1.81385850814669	-2.71710450668242	0.879691197059565	4.65040945603364	-0.156191993859103	0.417721522115336	0.506812991353102	0.650459795617692	0.547878521478521	0.682880071724485	none
PF03775.19	Septum formation inhibitor MinC, C-terminal domain	0.0554369022903529	1.55368931539204	-1.40423117175019	2.89234688903188	2.81865491929482	-0.97016084244322	0.110592974649019	0.0202248773650013	0.0973376295058995	0.02401998001998	0.0902215975769363	up
PF02190.19	ATP-dependent protease La (LON) substrate-binding domain	3.61118631477077	3.86970189441051	3.19357034108091	0.334143729630563	2.10536665829154	-0.127317302664479	0.427333336082764	0.638740818564796	0.773275671212241	0.685968031968032	0.80710853022404	none
PF01564.20	Spermine/spermidine synthase domain	-0.283381656482588	2.71534167516492	-2.30377244726546	4.83370425912828	2.89271692134563	-1.60627261482024	0.0226517649978984	0.00217303070907429	0.027076346793554	0.00162237762237762	0.0178546851226	up
PF07581.15	The GLUG motif	0.941433958268076	0.484449506000579	2.08631303853385	-1.60066333052605	3.46731405641842	0.380226859194495	0.310666674852809	0.4603700640501	0.618410858545475	0.296955044955045	0.479233500046804	none
