CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
37906	42436	1	0.7112	-9.984
37895	41109	1	0.8008	4.032
38282	41109	1	0.8115	2.016
38855	41109	1	0.7219	4.032
41109	42361	1	0.7615	-4.032
41109	42555	1	0.7352	-0.036
41109	43526	1	0.7925	-2.016
41109	44354	1	0.7294	1.980
34075	39512	1	0.7645	3.011
39512	41678	1	0.7873	-2.016
39512	45267	1	0.7661	0.985
36061	38282	1	0.7027	0.000
37895	38282	1	0.7279	2.016
38282	42555	1	0.7476	1.980
38282	43526	1	0.7024	0.000
38282	44252	1	0.7538	-2.016
38282	44354	1	0.7426	3.996
37895	41503	1	0.8096	-1.032
41503	42361	1	0.7562	1.032
41503	42435	1	0.7625	2.016
41503	43526	1	0.7169	3.047
41503	43706	1	0.7559	-2.016
41503	46080	1	0.73	5.027
36061	42361	1	0.7458	-2.016
37895	42361	1	0.9184	-0.000
38855	42361	1	0.8468	0.000
42361	42435	1	0.7472	0.984
42361	42555	1	0.8724	3.995
42361	43526	1	0.7773	2.016
42361	44354	1	0.7254	6.012
42361	46080	1	0.8361	3.995
37895	38855	1	0.852	-0.000
37895	42435	1	0.8198	0.984
37895	42555	1	0.8585	3.995
37895	43526	1	0.8739	2.016
37895	46080	1	0.8996	3.995
38855	42435	1	0.7293	0.984
37702	41678	1	0.8072	3.995
41396	41678	1	0.7095	-4.031
37702	37782	1	0.7661	0.984
38855	44252	1	0.8009	0.000
42555	44252	1	0.7603	-3.995
36061	44354	1	0.7144	3.996
41386	44354	1	0.7291	0.001
42555	44354	1	0.7731	2.016
44354	46080	1	0.8184	-2.016
36061	38855	1	0.7029	-2.016
38855	43526	1	0.7792	2.016
43526	46080	1	0.7104	1.980
38855	42555	1	0.7507	3.995
38855	46080	1	0.7261	3.995
34075	45267	1	0.7478	3.996
43736	44765	1	0.7118	2.016
39543	41044	1	0.7389	0.000
37702	41396	1	0.7686	8.027
41396	45698	1	0.8798	0.000
44939	45698	1	0.8225	-2.016
42555	46080	1	0.8537	-0.000
37543	42555	1	0.737	-8.004
41396	44939	1	0.807	2.016
44765	45211	1	0.7045	2.016
8322	18932	2	0.9737	0.000
19599	21679	3	0.8911	0.000
28325	28338	4	0.8726	2.005
28325	29526	4	0.8067	3.985
28325	29869	4	0.8045	3.985
28325	30433	4	0.7302	8.066
28325	33495	4	0.7998	3.984
28338	32351	4	0.7177	1.980
32351	32352	4	0.7926	-1.003
35704	36020	4	0.9882	-0.000
36020	36329	4	0.9841	0.000
30433	36020	4	0.8533	-2.982
31550	36020	4	0.9388	-1.999
30433	31550	4	0.8899	-0.983
29526	33495	4	0.9572	-0.001
29869	33495	4	0.858	-0.001
33212	33495	4	0.9484	-0.001
16606	22044	4	0.718	0.000
16606	24345	4	0.7383	0.000
22044	28338	4	0.715	-0.960
22044	30842	4	0.7284	2.974
22044	31143	4	0.7301	-5.990
28338	29869	4	0.7549	1.979
29526	29869	4	0.891	0.000
29869	33212	4	0.8546	0.000
29526	33212	4	0.9576	0.000
28338	30433	4	0.7382	6.061
23559	28338	4	0.847	0.002
30433	34716	4	0.8388	0.024
22014	31774	5	0.9026	1.980
4523	16905	6	0.8987	1.979
23027	24330	7	0.8986	0.000
30364	31924	8	0.761	-0.984
31924	34109	8	0.8233	0.984
31924	34744	8	0.8319	0.984
31924	35422	8	0.8936	0.000
31924	36135	8	0.861	0.001
31924	36326	8	0.8241	-2.034
31924	36626	8	0.778	-1.998
31924	40017	8	0.7919	-1.998
30364	30367	8	0.863	-1.003
30367	34109	8	0.8122	1.003
30367	34744	8	0.7705	1.004
34109	36135	8	0.8668	-0.983
34744	36135	8	0.9186	-0.983
35422	36135	8	0.9595	0.001
36135	36326	8	0.7668	-2.035
36135	36626	8	0.8359	-1.999
36135	38151	8	0.7747	2.926
36135	40017	8	0.8984	-1.999
30364	36135	8	0.7411	-0.983
34109	36326	8	0.7809	-3.018
34744	36326	8	0.7888	-3.018
35422	36326	8	0.8013	-2.034
35967	36326	8	0.8229	-2.054
36326	36626	8	0.9019	0.036
36326	38151	8	0.7489	4.961
36326	40017	8	0.8661	0.036
34109	34744	8	0.9591	0.000
34744	35422	8	0.8907	-0.984
34744	36626	8	0.8567	-2.982
34744	38151	8	0.811	1.943
34744	40017	8	0.8754	-2.982
30364	34744	8	0.8604	0.001
34109	40017	8	0.8207	-2.982
35422	40017	8	0.8582	-1.998
35967	40017	8	0.8801	-2.017
36626	40017	8	0.9357	-0.000
38151	40017	8	0.8132	-4.925
34109	35422	8	0.8803	-0.984
34109	36626	8	0.8478	-2.981
34109	38151	8	0.7952	1.943
30364	34109	8	0.8977	0.000
30364	35422	8	0.764	-0.983
35422	36626	8	0.8575	-1.998
35422	38151	8	0.7691	2.927
35967	36626	8	0.833	-2.017
36626	38151	8	0.8062	4.925
45709	46810	9	0.912	0.000
45709	47121	9	0.7591	-1.000
45709	47258	9	0.9124	0.000
45709	47714	9	0.9933	0.000
45709	48802	9	0.8751	0.001
45709	49411	9	0.9001	0.000
46810	49411	9	0.9729	0.000
47121	49411	9	0.7264	1.000
47258	49411	9	0.9756	-0.000
47358	49411	9	0.7449	1.979
47714	49411	9	0.9013	0.000
48802	49411	9	0.9693	-0.001
46810	47358	9	0.7673	-1.979
47358	48802	9	0.7415	1.979
46810	47121	9	0.7248	-1.000
47121	47258	9	0.7274	1.000
47121	47714	9	0.7493	1.000
47121	48802	9	0.7085	1.001
46810	47258	9	0.9469	0.000
46810	47714	9	0.911	0.000
46810	48802	9	0.9347	0.001
47258	47714	9	0.9118	-0.000
47714	48802	9	0.8794	0.001
47258	48802	9	0.9545	0.001
1572	4167	10	0.7912	7.016
849	1502	10	0.8535	9.029
1096	1502	10	0.891	0.976
1502	1574	10	0.9214	1.003
1502	2598	10	0.9039	1.028
1574	1959	10	0.7995	-4.969
1959	2165	10	0.91	6.985
1959	2973	10	0.8151	-9.021
1959	12400	10	0.9122	3.047
1959	14828	10	0.9078	3.047
1959	16216	10	0.8935	1.032
1959	17064	10	0.9288	3.047
858	4673	10	0.8106	-9.973
4673	4700	10	0.999	-0.037
859	8343	10	0.7915	2.046
633	766	10	0.7914	-0.019
859	1384	10	0.8775	0.965
1084	1384	10	0.8802	-0.977
1166	1384	10	0.8795	-0.997
1384	1386	10	0.9774	-1.008
1384	2394	10	0.9973	0.000
1384	2423	10	0.9975	-0.006
1384	2526	10	0.8813	0.997
1384	2837	10	0.9856	0.104
1384	2880	10	0.9911	0.038
1384	10151	10	0.8821	0.997
865	1166	10	0.9134	-0.984
1084	1166	10	0.9981	0.020
1166	2394	10	0.8803	-0.997
1166	2423	10	0.8873	-1.003
1166	2526	10	0.9974	0.000
1166	2880	10	0.8757	-0.959
1166	7124	10	0.987	0.107
1166	10151	10	0.9969	-0.000
1166	15553	10	0.89	-0.927
5011	8396	10	0.7852	7.042
633	1234	10	0.7897	2.016
1234	1379	10	0.8572	5.013
1234	2565	10	0.8494	5.014
1290	17258	10	0.8294	-6.974
1478	17258	10	0.8637	-3.937
1555	17258	10	0.7824	4.008
2973	17258	10	0.8647	-3.926
4062	17258	10	0.8472	2.038
7030	17258	10	0.9326	-1.979
12400	16216	10	0.908	-2.016
14828	16216	10	0.9184	-2.016
16216	17064	10	0.9533	2.016
16216	24382	10	0.8604	9.948
1890	16216	10	0.9044	-4.950
2165	16216	10	0.9114	-5.953
4167	16216	10	0.8495	-3.995
4514	16216	10	0.8639	-2.016
5688	16216	10	0.807	-6.044
1794	2091	10	0.9752	0.014
1989	2091	10	0.7917	1.082
2091	3412	10	0.8096	-0.984
2091	3628	10	0.912	0.000
2091	4080	10	0.8316	-1.993
1871	5329	10	0.8046	-1.068
2916	5329	10	0.8422	-0.036
4510	5329	10	0.9111	-0.000
5329	5881	10	0.793	0.036
5329	22218	10	0.8031	-9.985
1794	3628	10	0.8921	0.014
1989	3628	10	0.8469	1.082
3412	3628	10	0.835	0.985
3628	3691	10	0.8083	0.995
3628	3996	10	0.8595	-1.009
3628	6195	10	0.8026	-1.993
3628	11556	10	0.8129	-1.082
1290	6162	10	0.8003	0.995
3572	6162	10	0.7872	-9.948
943	1478	10	0.8796	-9.984
1871	2391	10	0.8004	-2.016
2391	2916	10	0.8117	0.984
2391	5881	10	0.8486	0.984
3572	12895	10	0.7872	-0.000
4700	12895	10	0.9321	5.953
5565	5688	10	0.9934	0.054
865	1084	10	0.914	-1.004
865	2526	10	0.9092	-0.984
865	10151	10	0.9025	-0.984
865	20555	10	0.7952	-1.009
6209	7030	10	0.794	-8.953
1478	1554	10	0.8836	0.025
1508	1554	10	0.9491	-0.011
1096	1989	10	0.8026	8.974
1574	1989	10	0.8032	6.995
1890	1989	10	0.97	5.982
1989	2165	10	0.9639	-4.979
1989	3691	10	0.9023	2.077
1989	12400	10	0.9344	-8.916
1989	14828	10	0.9348	-8.916
1989	17064	10	0.9679	-8.916
3691	5688	10	0.7932	-6.965
5688	6195	10	0.7916	3.977
5688	17064	10	0.8184	-4.028
859	1386	10	0.9038	-0.042
859	2394	10	0.8752	0.965
859	2423	10	0.8722	0.959
859	2880	10	0.8992	1.003
859	4688	10	0.9361	1.003
12400	14828	10	0.9826	0.000
14828	17064	10	0.9666	0.000
1290	14828	10	0.8316	9.021
1890	14828	10	0.9551	-2.934
2165	14828	10	0.9566	-3.938
3141	14828	10	0.8436	-5.990
4514	14828	10	0.9187	-0.000
1871	2916	10	0.8845	-1.032
1871	3253	10	0.8266	7.969
20913	24382	10	0.8181	-2.016
14761	24382	10	0.8608	-2.016
2916	3572	10	0.7844	8.964
2916	7030	10	0.8719	-6.974
2916	27968	10	0.8009	3.970
1290	4651	10	0.7932	9.995
3691	7151	10	0.8187	-1.009
4645	7151	10	0.9117	-0.000
7151	18080	10	0.9943	0.000
11556	14761	10	0.7908	1.032
14761	20913	10	0.9695	0.000
4167	14761	10	0.7976	7.969
4514	14761	10	0.7959	9.948
2973	22218	10	0.8487	-4.995
4062	22218	10	0.8107	0.969
4510	22218	10	0.8261	-9.986
858	884	10	0.9122	-1.003
1235	4062	10	0.7879	4.057
1478	4062	10	0.8081	-5.975
2973	4062	10	0.8304	-5.964
4062	7030	10	0.7858	4.017
4062	10513	10	0.8608	-6.999
1290	7030	10	0.8206	-4.995
1478	7030	10	0.8349	-1.958
1379	2565	10	0.9967	0.001
1890	2565	10	0.8935	9.016
12400	17064	10	0.9611	0.000
1574	17064	10	0.8099	-1.922
1890	17064	10	0.9716	-2.934
2165	17064	10	0.9657	-3.938
4514	17064	10	0.8832	-0.000
1890	12400	10	0.9489	-2.934
2165	12400	10	0.9478	-3.938
3141	12400	10	0.8689	-5.990
4510	12400	10	0.8353	7.078
4514	12400	10	0.901	-0.000
1794	3412	10	0.793	-0.971
3412	4080	10	0.8487	-1.009
1084	2394	10	0.8815	-0.977
1084	2423	10	0.8872	-0.983
1084	2526	10	0.9978	0.020
1084	7124	10	0.9827	0.127
1084	10151	10	0.9952	0.020
4167	8979	10	0.8478	0.984
1290	1478	10	0.8131	-3.036
634	2644	10	0.7923	-3.036
1235	2644	10	0.968	-0.000
1478	2644	10	0.8105	-10.032
2644	2973	10	0.7985	10.021
2644	4315	10	0.7846	-9.959
1379	1890	10	0.8859	-9.016
634	1235	10	0.8004	-3.036
3691	18080	10	0.8134	-1.009
4645	18080	10	0.9251	0.000
1386	2880	10	0.9725	1.045
2394	2880	10	0.9906	0.038
2423	2880	10	0.9913	0.044
2526	2880	10	0.8774	-0.959
2837	2880	10	0.9953	-0.066
2880	4688	10	0.8877	0.000
2880	10151	10	0.8752	0.959
1386	2423	10	0.9762	1.001
2394	2423	10	0.9967	-0.007
2423	2526	10	0.8907	1.003
2423	2837	10	0.9844	0.110
2423	10151	10	0.8896	1.003
2598	8396	10	0.7824	-5.978
2165	11556	10	0.8732	4.979
3691	11556	10	0.8204	-2.077
4514	20913	10	0.787	9.948
10151	15553	10	0.8988	-0.927
2394	10151	10	0.8819	0.997
2526	10151	10	0.9969	-0.000
7124	10151	10	0.9863	-0.107
3572	4650	10	0.8456	4.057
1890	3691	10	0.9059	8.059
2165	3691	10	0.9052	7.056
3691	6195	10	0.8942	-2.988
2973	20555	10	0.787	-0.062
1087	4650	10	0.7845	-0.035
3141	27968	10	0.8224	-9.062
1096	2598	10	0.9102	2.004
1574	2598	10	0.8861	0.025
2217	3141	10	0.9014	-0.984
1386	2394	10	0.9747	1.008
1386	4688	10	0.844	1.046
1386	15553	10	0.8324	1.078
1890	31322	10	0.8882	0.967
1235	1478	10	0.8199	10.032
1235	2973	10	0.8031	10.021
2394	2526	10	0.8821	0.997
2394	2837	10	0.9853	0.104
1478	1508	10	0.9143	0.036
858	4650	10	0.8584	0.000
1794	4080	10	0.8175	-1.979
3996	4080	10	0.8968	-0.984
1567	2217	10	0.7916	-0.984
11999	15553	10	0.891	-9.000
3996	6195	10	0.8024	-0.984
1478	2973	10	0.8359	-0.011
2526	7124	10	0.9843	0.107
2526	15553	10	0.8923	-0.927
2165	6195	10	0.9281	4.068
1096	1574	10	0.9577	1.979
2837	4688	10	0.8942	-0.066
1890	2165	10	0.988	1.003
2837	7124	10	0.8728	1.000
2837	15553	10	0.8163	-0.033
3594	8380	11	0.7155	-0.948
4890	5051	11	0.8459	1.040
2709	8380	11	0.7513	-1.979
5051	8380	11	0.9128	-0.984
2575	3877	12	0.7926	1.068
44617	46310	13	0.8621	-0.001
46310	47401	13	0.9506	-1.030
44617	47401	13	0.8365	-1.031
38899	41390	14	0.7403	2.016
40548	41390	14	0.7452	2.016
25248	41390	14	0.7083	3.995
29990	41390	14	0.8385	3.995
21374	29990	14	0.7345	-2.016
22411	29990	14	0.7603	-2.015
24568	29990	14	0.7375	-2.015
35500	40548	14	0.7488	2.016
35500	44745	14	0.8548	-9.984
38522	38899	14	0.7722	-2.016
21374	22411	14	0.9467	-0.000
22411	24568	14	0.8911	0.000
22411	25248	14	0.7083	-2.016
21374	24568	14	0.8318	-0.000
37878	38522	14	0.7511	0.036
35602	38522	14	0.7104	2.016
3252	3647	15	0.7654	-2.005
2143	2290	15	0.7292	-9.012
2143	3159	15	0.7161	-9.011
2143	3252	15	0.7582	4.020
3251	3252	15	0.7418	1.004
2290	3269	15	0.9001	-1.980
2983	3269	15	0.7323	1.003
3159	3269	15	0.8855	-1.980
3269	4160	15	0.9188	-0.984
1225	2718	15	0.8431	7.032
2290	4160	15	0.8256	-2.963
3159	4160	15	0.8159	-2.963
2290	3159	15	0.9867	0.000
2718	3252	15	0.8755	-0.949
38660	40577	16	0.7227	0.995
39241	40577	16	0.7683	-2.014
38660	39241	16	0.8406	3.009
4713	5623	17	0.708	0.019
101	4713	17	0.713	-0.067
34139	36091	18	0.7989	-5.024
36075	36091	18	0.9195	-1.003
36091	36157	18	0.7601	3.009
36091	39624	18	0.7633	3.009
34823	36901	18	0.7455	0.000
35493	36901	18	0.7647	0.000
36244	36901	18	0.8433	0.000
36901	37201	18	0.7001	-4.022
36901	39624	18	0.7622	-2.016
34139	36075	18	0.8014	-4.021
34139	36157	18	0.8839	-2.015
34139	36244	18	0.7655	-0.000
34139	39624	18	0.8732	-2.015
35493	36244	18	0.957	-0.000
36075	36244	18	0.7451	4.021
36157	36244	18	0.8096	2.015
36244	37201	18	0.7562	-4.021
36244	39624	18	0.7872	-2.015
36852	36889	18	0.8155	3.009
36889	37201	18	0.7862	-2.006
36889	37202	18	0.7793	-3.008
35493	36075	18	0.7512	-4.021
35493	36157	18	0.8111	-2.016
35493	37201	18	0.7205	-4.022
36075	36157	18	0.8336	2.006
36157	39624	18	0.8292	0.000
34823	37201	18	0.7438	-4.021
34823	45152	18	0.7328	8.953
36075	37201	18	0.7419	-0.000
36075	39624	18	0.7529	2.006
37201	39624	18	0.7265	2.006
39447	45152	18	0.7165	-5.027
36852	37202	18	0.9515	0.001
37201	37202	18	0.8152	-1.002
36852	37201	18	0.8466	1.003
34214	34766	19	0.7948	-2.015
34766	37854	19	0.762	2.014
34766	38353	19	0.9024	-0.000
34766	38629	19	0.7654	-8.970
38353	38629	19	0.7734	-8.970
38629	41471	19	0.7753	-2.998
34214	38353	19	0.7598	-2.015
34214	37854	19	0.7759	-0.000
1642	2923	20	0.8857	1.003
11071	11307	21	0.7395	1.056
11307	11756	21	0.8222	-0.036
38174	38235	22	0.957	-0.122
24944	26203	24	0.8064	0.001
24944	29899	24	0.8562	0.000
24944	31311	24	0.8018	-8.023
24944	34948	24	0.7835	9.952
33640	35848	24	0.8371	-0.000
34988	35848	24	0.9189	-2.016
35848	36342	24	0.978	0.001
35848	36410	24	0.8522	8.027
31817	35848	24	0.9064	1.979
26456	27413	24	0.8343	-0.001
26456	27903	24	0.8795	-0.000
25204	30826	24	0.7882	-0.000
25204	33698	24	0.7919	3.995
33674	35564	24	0.8448	3.995
29683	33674	24	0.846	-3.047
32549	33674	24	0.8863	-0.985
25556	26203	24	0.945	-0.000
25556	26751	24	0.931	-0.000
25556	27413	24	0.8203	2.015
25556	29899	24	0.8688	-0.000
25556	31819	24	0.8596	5.956
25556	34948	24	0.839	9.951
25556	35844	24	0.851	7.935
25556	36247	24	0.8126	9.951
25556	37820	24	0.8146	-6.080
25556	43632	24	0.8056	-7.064
34160	39209	24	0.9021	3.995
29648	39209	24	0.8108	3.995
35038	35644	24	0.8354	-2.016
32549	35644	24	0.8906	-0.985
27838	28000	24	0.7806	-0.037
35564	35844	24	0.8336	10.020
29683	35564	24	0.8269	0.948
36410	43010	24	0.7896	7.932
30835	41348	24	0.8289	0.994
33565	36687	24	0.7911	7.934
34161	36687	24	0.8188	7.935
35613	36687	24	0.9191	1.978
36514	36687	24	0.8849	1.978
36687	39426	24	0.879	2.017
36687	40073	24	0.9556	0.000
36687	40254	24	0.8278	8.028
26203	26751	24	0.9094	-0.000
26203	27413	24	0.8041	2.016
26203	29899	24	0.8913	-0.000
26203	31819	24	0.8451	5.956
26203	34948	24	0.8149	9.951
26203	36247	24	0.7937	9.952
26203	37820	24	0.787	-6.080
34160	35777	24	0.8444	-8.023
29614	34160	24	0.9153	-0.984
32549	35038	24	0.7958	1.031
35592	35654	24	0.8673	-3.994
35654	36480	24	0.9599	-0.000
35654	36685	24	0.9129	1.979
35654	38796	24	0.8328	1.979
35654	39320	24	0.8718	3.995
35654	40864	24	0.9017	1.979
29648	35654	24	0.8285	5.957
31779	35654	24	0.8832	-2.016
31921	35654	24	0.9763	0.001
30835	33699	24	0.8166	3.996
30835	36392	24	0.87	-4.009
33672	36392	24	0.8366	8.026
33699	36392	24	0.8138	-8.005
34948	36392	24	0.8503	6.011
35844	36392	24	0.8799	8.027
36247	36392	24	0.8554	6.011
36392	36628	24	0.8325	-7.980
31819	36392	24	0.868	10.006
33025	36392	24	0.7988	4.990
36973	37897	24	0.828	0.001
36973	38261	24	0.8084	2.016
30189	36973	24	0.8096	0.959
35592	36480	24	0.8427	-3.994
36480	36685	24	0.8988	1.980
36480	38063	24	0.7851	3.994
36480	38796	24	0.8443	1.979
36480	39320	24	0.895	3.995
36480	40864	24	0.9312	1.979
29648	36480	24	0.8117	5.957
31779	36480	24	0.9084	-2.017
31921	36480	24	0.9569	0.000
33672	36628	24	0.8024	0.046
34948	36628	24	0.8551	-1.969
35844	36628	24	0.9182	0.047
36247	36628	24	0.8094	-1.969
29899	36628	24	0.8197	7.983
31819	36628	24	0.8839	2.026
29648	31921	24	0.8223	5.956
31779	31921	24	0.8891	-2.017
31921	35592	24	0.8677	3.995
31921	36685	24	0.9142	1.980
31921	38063	24	0.8	3.995
31921	38796	24	0.8171	1.979
31921	39320	24	0.8689	3.996
31921	40864	24	0.8953	1.979
33672	35844	24	0.8527	-0.001
34948	35844	24	0.93	-2.016
35844	36247	24	0.8557	2.016
26751	35844	24	0.8382	7.936
29899	35844	24	0.8677	7.936
31819	35844	24	0.9372	1.979
34946	35592	24	0.8057	-2.016
34946	39320	24	0.7813	-2.015
25623	34946	24	0.8229	9.948
29614	29648	24	0.8633	-0.983
29648	33896	24	0.803	-7.039
29648	35592	24	0.8169	9.951
29648	36685	24	0.8324	7.936
29648	40864	24	0.8031	7.935
29648	41263	24	0.8128	-6.080
33672	34948	24	0.8315	2.015
26751	34948	24	0.8285	9.951
29899	34948	24	0.8364	9.952
31819	34948	24	0.9072	3.995
26751	27413	24	0.8216	2.016
26751	31819	24	0.858	5.956
26751	36247	24	0.7923	9.952
26751	37820	24	0.849	-6.080
26751	43632	24	0.8231	-7.064
29899	30177	24	0.8549	-7.039
29899	31819	24	0.8714	5.957
29899	36247	24	0.8327	9.952
29899	36974	24	0.836	-6.079
34161	34458	24	0.8304	-7.039
34458	38363	24	0.83	0.958
34458	41342	24	0.8201	0.959
25623	33668	24	0.8011	7.932
28796	35604	24	0.7968	0.949
34660	35349	24	0.9344	0.000
35349	36927	24	0.8744	1.979
35349	38100	24	0.8354	3.995
35349	40254	24	0.8427	-4.009
37820	43632	24	0.87	-0.984
30177	37820	24	0.8192	0.959
33640	34988	24	0.825	2.016
34988	36342	24	0.9239	-2.015
34988	36410	24	0.8484	6.011
30826	34988	24	0.9086	-10.021
31817	34988	24	0.8758	3.995
32529	34988	24	0.7936	1.032
33640	36410	24	0.812	8.027
36325	36410	24	0.7894	6.011
36342	36410	24	0.8607	8.027
28000	36410	24	0.805	-5.989
30826	36410	24	0.8493	-4.009
31817	36410	24	0.8285	10.006
32962	36410	24	0.8439	-5.989
33640	35604	24	0.8778	0.985
33640	36342	24	0.8446	0.001
31817	33640	24	0.8659	1.979
32529	33640	24	0.9075	-0.984
37817	38215	24	0.8759	-2.016
37817	41263	24	0.9065	-2.017
38996	44059	24	0.8676	7.936
38996	45201	24	0.8415	-6.080
29614	38996	24	0.8214	-2.015
37897	38261	24	0.8387	2.015
30189	37897	24	0.8832	0.960
36974	43632	24	0.7883	-0.984
28000	32962	24	0.8236	0.000
30826	32962	24	0.907	1.980
28000	30826	24	0.8033	-1.980
35604	38287	24	0.9012	-2.015
36514	38287	24	0.7824	1.979
35777	41263	24	0.7869	1.944
30095	35777	24	0.8176	-0.984
30189	36247	24	0.7836	-0.035
31819	36247	24	0.8772	3.995
34660	36927	24	0.8906	1.979
34660	38100	24	0.8386	3.995
34660	40254	24	0.8439	-4.009
38100	40254	24	0.7858	-8.004
30177	36974	24	0.7851	0.960
30826	31779	24	0.7805	3.996
30826	36325	24	0.7939	-10.021
30189	38261	24	0.8171	2.976
33896	38215	24	0.8536	0.960
34469	38215	24	0.8604	0.959
38215	41263	24	0.9326	-0.001
38215	42301	24	0.7919	2.015
30095	38215	24	0.812	0.960
36713	38796	24	0.8907	-0.984
38796	39320	24	0.7851	2.016
38796	40864	24	0.7825	-0.000
27413	27903	24	0.898	0.000
36927	40254	24	0.8641	-5.988
31819	33672	24	0.8887	1.980
33896	41263	24	0.8746	0.959
34469	41263	24	0.8937	0.958
41263	42301	24	0.8187	2.015
30095	41263	24	0.8291	0.959
35592	36685	24	0.9036	-2.015
36685	39320	24	0.8761	2.016
36685	40864	24	0.9297	-0.001
33565	34161	24	0.9191	-0.002
34161	35613	24	0.8183	5.958
34161	36514	24	0.8554	5.957
34161	38363	24	0.8015	-6.080
34161	39426	24	0.8282	9.952
34161	40073	24	0.8428	7.936
34161	41342	24	0.7969	-6.080
31817	33699	24	0.8005	0.985
35592	40864	24	0.8708	-2.015
39320	40864	24	0.9271	-2.017
33565	35613	24	0.791	5.956
33565	36514	24	0.7977	5.956
33565	38363	24	0.7861	-6.082
33565	39426	24	0.7938	9.950
33565	40073	24	0.7864	7.934
35613	36514	24	0.9489	-0.001
36514	39426	24	0.8595	3.995
36514	40073	24	0.9188	1.979
36514	40254	24	0.8208	10.006
36325	36342	24	0.7811	-2.015
31817	36342	24	0.9172	1.980
32529	36342	24	0.7892	-0.983
35613	39426	24	0.8822	3.994
35613	40073	24	0.9012	1.978
35613	40254	24	0.8187	10.006
39426	40254	24	0.8333	6.011
40073	40254	24	0.8412	8.028
39426	40073	24	0.8787	-2.016
30095	33896	24	0.9272	0.001
30095	34469	24	0.8908	0.001
33896	34469	24	0.9441	0.000
33896	42301	24	0.7942	2.974
31817	36325	24	0.7859	3.995
38363	41342	24	0.9704	0.000
35592	39320	24	0.9301	0.001
34469	42301	24	0.8154	2.974
34251	42845	25	0.7465	9.945
34251	38420	25	0.7535	-1.029
34251	42033	25	0.7369	-3.010
38420	42033	25	0.7187	-1.981
38392	40068	26	0.9627	-0.001
30625	31216	27	0.8303	0.000
31216	31689	27	0.9211	-0.000
31216	31991	27	0.8862	-0.000
31216	32391	27	0.9366	-0.000
31216	37905	27	0.7527	0.984
31216	42548	27	0.7916	3.995
36057	37567	27	0.7982	0.000
36057	37882	27	0.7742	2.016
36057	37905	27	0.815	-2.016
36057	38359	27	0.8082	0.000
36057	39107	27	0.7584	3.012
36057	39123	27	0.7046	2.016
36057	41253	27	0.9104	3.011
36057	41797	27	0.7399	2.016
30625	32391	27	0.8594	-0.000
31689	32391	27	0.9138	0.000
31991	32391	27	0.9058	-0.000
32391	37905	27	0.7739	0.984
32391	42548	27	0.7922	3.995
37567	38359	27	0.9674	0.000
37882	38359	27	0.7157	-2.016
37905	38359	27	0.8539	2.016
38359	39107	27	0.7943	3.011
38359	39123	27	0.7658	2.016
38359	41253	27	0.8119	3.011
38359	41797	27	0.8364	2.016
38359	42548	27	0.7249	0.995
29038	30625	27	0.7217	-2.016
37567	41797	27	0.8173	2.016
