FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
Alistipes finegoldii|PF04563.18	25	34	42	69	41	69	35	16	30	42	26	42	45	60	53	40	60	67	37	37	120	6	32	33	2	204	207	100	128	106	31	201	129	0	0	0	0	0	2	0	274	0
Alistipes putredinis|PF04563.18	4	0	8	5	2	6	8	2	3	6	2	0	6	2	3	4	4	13	6	0	9	0	4	8	11	28	58	22	15	5	4	33	24	0	0	0	0	0	0	0	52	0
Alistipes senegalensis|PF04563.18	13	25	8	39	40	57	17	10	14	37	38	14	29	53	21	53	30	59	19	12	45	8	11	28	11	132	181	110	89	57	8	155	80	0	0	0	0	0	0	0	225	0
Alistipes shahii|PF04563.18	48	47	80	47	82	59	43	28	28	52	42	29	46	69	68	65	37	118	45	39	138	15	45	70	24	205	221	107	166	111	27	189	149	0	0	0	0	0	0	0	323	0
Alistipes sp001941065|PF04563.18	10	18	22	20	41	42	31	11	8	22	30	18	17	38	48	38	28	72	25	18	53	10	39	33	10	116	113	33	75	50	2	96	65	0	0	0	0	0	0	0	139	0
Alistipes sp002362235|PF04563.18	0	0	0	0	4	2	0	0	0	0	0	0	2	0	2	0	0	2	4	0	2	0	2	0	0	1	0	1	1	4	0	4	3	0	0	0	0	0	0	0	0	0
Alistipes timonensis|PF04563.18	17	6	36	26	13	14	8	8	9	19	9	11	7	20	7	19	18	34	15	25	56	0	16	20	2	55	64	16	19	26	0	56	18	0	2	0	0	0	0	0	92	0
Alistipes_A ihumii|PF04563.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Alistipes_A indistinctus|PF04563.18	0	1	31	0	6	5	2	0	0	0	2	0	0	3	8	3	10	12	7	7	17	0	4	2	2	6	12	1	3	1	0	9	8	0	0	0	0	0	0	0	16	0
Alloprevotella sp004562975|PF04563.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
